	ciprofloxacin	cefoxitin	tobramycin	ceftazidime	aztreonam	cefepime	amoxicillin	trimethoprim	piperacillin_tazobactam	gentamicin	cefotaxime	cefuroxime	trimethoprim_sulfamethoxazole	ampicillin
562.23331	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23332	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23333	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23334	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23335	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23336	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23337	0	2	2	0	2	2	0	2	0	2	0	1	2	2
562.23339	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23340	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23341	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23342	0	2	2	0	2	2	1	2	1	1	0	0	2	2
562.23343	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23345	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23346	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23347	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23349	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23350	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23352	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23353	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23354	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23357	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23358	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23360	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23361	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23362	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23363	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23364	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23366	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23368	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23370	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23372	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23374	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23376	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23378	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23379	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23380	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23381	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23382	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23383	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23386	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23388	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23389	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23390	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23392	0	2	2	0	2	2	1	2	2	0	0	1	2	2
562.23394	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23397	0	2	2	0	2	2	0	2	0	2	0	1	2	2
562.23400	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23401	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23402	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23404	0	2	2	0	2	2	1	2	0	2	0	1	2	2
562.23405	0	2	2	0	2	2	1	2	0	2	0	0	2	2
562.23406	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23407	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23408	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23409	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23411	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23412	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23414	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23415	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23416	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23417	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23418	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23419	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23420	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23421	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23422	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23423	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23424	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23425	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.23426	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23427	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23429	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23430	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23431	0	2	2	0	2	2	1	2	1	1	0	0	2	2
562.23432	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23433	0	2	2	0	2	2	1	2	1	0	0	1	2	2
562.23436	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23437	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23438	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23439	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23440	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23441	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23442	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23443	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23444	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23445	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23446	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23447	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23448	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23449	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23450	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23453	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23455	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23456	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23459	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23460	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23464	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23465	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23466	0	2	2	0	2	2	1	2	0	2	0	0	2	2
562.23467	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23468	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23469	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23471	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23472	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23473	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23475	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23476	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23477	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23479	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23482	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23483	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23484	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23485	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23489	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23490	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23491	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23492	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23493	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23495	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23496	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23497	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23498	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23500	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23502	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23503	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23504	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23506	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23509	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23510	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23511	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23512	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23513	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23514	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23515	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23516	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23517	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23518	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23519	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23520	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23521	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23522	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23523	0	2	2	0	2	2	1	2	2	0	0	1	2	2
562.23524	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23525	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23526	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.23527	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23528	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23529	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23531	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23533	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23534	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23535	0	2	2	0	2	2	1	2	0	0	1	1	2	2
562.23536	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23537	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23538	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23540	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23541	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23543	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23544	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23545	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23546	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23547	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23549	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23550	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23552	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23554	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23555	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23556	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23557	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23559	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23560	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23561	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23562	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23563	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23564	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23565	0	2	2	0	2	2	1	2	2	1	0	0	2	2
562.23567	0	2	2	0	2	2	1	2	2	1	0	0	2	2
562.23568	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23569	0	2	2	0	2	2	1	2	1	0	0	1	2	2
562.23570	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23572	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23573	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23575	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23576	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23577	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23578	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23579	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23581	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23582	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23583	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23584	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23585	0	2	2	1	2	2	1	2	1	0	0	1	2	2
562.23586	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23587	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23588	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23589	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23590	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23591	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23592	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23595	0	2	2	0	2	2	1	2	1	0	0	1	2	2
562.23596	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23597	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23598	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23599	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23600	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23601	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23602	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23603	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23604	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23605	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23606	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23607	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23608	0	2	2	1	2	2	1	2	0	0	1	1	2	2
562.23609	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23611	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23612	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23613	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23614	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23616	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23617	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23618	0	2	2	2	2	2	1	2	1	0	0	0	2	2
562.23619	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23620	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23621	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23622	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23624	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23625	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23626	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23627	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23628	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23629	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23630	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23631	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23632	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23633	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23634	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23635	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23636	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23637	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23638	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23639	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23641	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23643	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23644	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23647	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23648	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23649	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23650	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23651	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23652	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23654	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23655	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23656	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23657	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23658	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23660	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23661	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23662	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23663	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23665	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23666	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23667	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23668	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23669	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23670	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23671	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23672	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23673	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23674	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23675	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23676	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23677	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23678	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23679	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23680	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23681	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23683	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23684	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23685	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23686	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23687	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23688	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23689	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23690	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23691	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23692	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23693	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23694	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23695	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23696	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23698	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23699	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23700	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23701	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23702	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23703	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23704	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23705	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23706	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23707	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23708	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23709	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23710	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23711	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23712	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23713	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23714	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23715	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23716	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23717	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23718	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23719	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23720	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23722	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23723	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23725	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23726	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23728	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23729	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23730	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23731	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23732	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23733	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23735	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23736	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23738	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23739	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23740	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23741	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23742	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23743	0	2	2	2	2	2	1	2	0	0	2	1	2	2
562.23744	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23745	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23746	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23747	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23748	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23749	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23750	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23751	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23752	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23753	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23754	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23755	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23757	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23759	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23761	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23762	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23763	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23764	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23766	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23767	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23768	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23770	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23771	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23772	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23773	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23774	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23775	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23776	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23777	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23778	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23779	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23780	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23781	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23784	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23785	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23786	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23787	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23789	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23790	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.23793	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23794	0	2	2	0	2	2	1	2	2	0	0	1	2	2
562.23795	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23797	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23798	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23799	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23801	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23802	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23803	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23805	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23806	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.23807	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23808	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23809	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23810	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23811	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23812	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23813	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23814	0	2	2	0	2	2	1	2	2	0	2	1	2	2
562.23815	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23816	0	2	2	0	2	2	1	2	0	0	0	1	2	2
562.23817	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23818	0	2	2	0	2	2	1	2	2	2	0	1	2	2
562.23819	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23820	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23823	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23824	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23825	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23826	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23827	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23828	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23829	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23830	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23831	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.23833	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23834	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23835	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23836	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23838	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23839	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23840	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23841	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23842	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23843	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23844	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23845	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23846	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23847	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23848	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23849	0	2	2	0	2	2	0	2	0	0	0	0	2	2
