	ciprofloxacin	gentamicin	trimethoprim_sulfamethoxazole	imipenem	amikacin	ceftazidime	tobramycin	levofloxacin	carbapenem	ampicillin_sulbactam	tetracycline	meropenem
48296.110	0	0	2	0	0	2	2	2	2	2	2	0
48296.114	0	1	2	1	0	2	2	2	2	2	2	2
48296.117	0	0	2	0	0	2	2	2	2	2	2	0
48296.118	0	0	2	1	1	2	2	2	2	2	2	1
48296.121	0	0	2	0	0	2	2	2	2	2	2	0
48296.127	0	1	2	1	1	2	2	2	2	2	2	1
48296.132	0	0	2	0	0	2	2	2	2	2	2	0
48296.133	0	0	2	0	0	2	2	2	2	2	2	0
48296.134	0	0	2	0	0	2	2	2	2	2	2	0
48296.135	0	0	2	0	0	2	2	2	2	2	2	0
48296.136	0	0	2	1	0	2	2	2	2	2	2	1
48296.137	0	1	2	1	1	2	2	2	2	2	2	2
48296.138	0	0	2	1	0	2	2	2	2	2	2	1
48296.139	0	0	2	1	0	2	2	2	2	2	2	1
48296.140	0	0	2	1	0	2	2	2	2	2	2	1
48296.141	0	0	2	1	1	2	2	2	2	2	2	1
48296.142	0	0	2	0	0	2	2	2	2	2	2	0
48296.143	0	1	2	1	0	2	2	2	2	2	2	1
48296.144	0	0	2	0	0	2	2	2	2	2	2	0
48296.145	0	1	2	2	1	2	2	2	2	2	2	2
48296.146	0	1	2	1	1	2	2	2	2	2	2	1
48296.147	0	1	2	1	0	2	2	2	2	2	2	1
48296.148	0	0	2	0	0	2	2	2	2	2	2	0
48296.151	0	0	2	1	0	2	2	2	2	2	2	1
48296.152	0	0	2	1	0	2	2	2	2	2	2	1
48296.153	0	0	2	0	0	2	2	2	2	2	2	0
48296.154	0	0	2	0	0	2	2	2	2	2	2	0
48296.155	0	0	2	0	0	2	2	2	2	2	2	0
48296.156	0	0	2	0	0	2	2	2	2	2	2	0
48296.159	0	0	2	1	1	2	2	2	2	2	2	1
48296.160	0	0	2	1	1	2	2	2	2	2	2	2
903908.3	0	0	0	0	0	0	0	0	2	2	0	2
903913.3	0	1	1	0	0	1	1	0	2	2	2	0
903915.3	0	0	2	0	0	0	0	0	2	2	2	2
903917.3	0	0	2	0	0	0	0	0	2	2	2	2
903918.3	0	0	2	0	0	0	0	0	2	2	2	0
903919.3	0	0	2	0	0	0	0	0	2	2	2	2
903921.3	0	0	0	2	0	2	0	0	2	2	0	2
903927.3	0	1	1	1	0	1	2	0	2	2	0	2
903931.3	0	0	2	1	0	1	0	0	2	2	2	2
106654.148	2	1	0	2	2	2	2	2	2	2	2	0
470.1752	2	1	2	1	1	1	1	2	2	2	1	1
470.1759	2	1	2	2	1	1	2	2	2	2	1	2
470.7453	2	1	1	0	0	1	0	0	2	0	0	0
470.7470	2	1	1	0	0	2	1	0	2	0	0	0
470.7624	2	1	1	0	0	1	1	0	2	0	0	2
470.7998	2	1	1	0	0	1	1	0	2	2	0	2
470.7510	2	0	0	0	0	2	0	0	2	0	0	0
470.7558	2	0	1	0	0	0	0	0	2	0	1	0
470.7937	2	0	0	0	0	0	0	0	2	0	2	2
903945.3	2	0	2	0	0	1	0	0	2	2	2	2
903916.3	2	2	0	0	0	0	0	0	2	2	2	0
1096996.4	2	2	2	1	2	2	2	2	2	2	2	2
1096997.4	2	2	2	1	2	2	2	2	2	2	2	2
1310554.3	2	2	2	1	2	2	2	2	1	2	2	2
1310555.3	2	2	2	1	2	2	2	2	1	2	2	2
1310556.3	2	2	2	1	2	2	2	2	1	2	2	2
1310557.3	2	2	2	1	2	2	2	2	1	2	2	2
1310558.3	2	2	2	1	2	2	2	2	1	2	2	2
1310559.3	2	2	2	1	2	2	2	2	1	2	2	2
1310560.3	2	2	2	1	2	2	2	2	1	2	2	2
1310561.3	2	2	2	1	2	2	2	2	1	2	2	2
1310564.3	2	2	2	1	2	2	2	2	1	2	2	2
1310567.3	2	2	2	1	2	2	2	2	1	2	2	2
1310568.3	2	2	2	1	2	2	2	2	1	2	2	2
1310569.3	2	2	2	1	2	2	2	2	1	2	2	2
1310570.3	2	2	2	1	2	2	2	2	1	2	2	2
1310571.3	2	2	2	1	2	2	2	2	1	2	2	2
1310572.3	2	2	2	1	2	2	2	2	1	2	2	2
1310573.3	2	2	2	1	2	2	2	2	1	2	2	2
1310574.3	2	2	2	1	2	2	2	2	2	2	2	2
1310575.3	2	2	2	1	2	2	2	2	1	2	2	2
1310577.3	2	2	2	1	2	2	2	2	1	2	2	2
1310578.3	2	2	2	1	2	2	2	2	1	2	2	2
1310579.3	2	2	2	1	2	2	2	2	1	2	2	2
1310580.3	2	2	2	1	2	2	2	2	1	2	2	2
1310584.3	2	2	2	1	2	2	2	2	1	2	2	2
1310585.3	2	2	2	1	2	2	2	2	1	2	2	2
1310586.3	2	2	2	1	2	2	2	2	1	2	2	2
1310587.3	2	2	2	1	2	2	2	2	1	2	2	2
1310588.3	2	2	2	1	2	2	2	2	1	2	2	2
1310589.3	2	2	2	1	2	2	2	2	2	2	2	2
1310591.3	2	2	2	1	2	2	2	2	1	2	2	2
1310592.3	2	2	2	1	2	2	2	2	1	2	2	2
1310593.3	2	2	2	1	2	2	2	2	2	2	2	2
1310595.3	2	2	2	1	2	2	2	2	1	2	2	2
1310596.3	2	2	2	1	2	2	2	2	1	2	2	2
1310597.3	2	2	2	1	2	2	2	2	1	2	2	2
1310598.4	2	2	2	1	2	2	2	2	2	2	2	2
1310600.3	2	2	2	1	2	2	2	2	1	2	2	2
1310602.3	2	2	2	1	2	2	2	2	1	2	2	2
1310610.3	2	2	2	1	2	2	2	2	1	2	2	2
1310614.3	2	2	2	1	2	2	2	2	1	2	2	2
1310616.3	2	2	2	1	2	2	2	2	1	2	2	2
1310617.3	2	2	2	1	2	2	2	2	1	2	2	2
1310620.3	2	2	2	1	2	2	2	2	1	2	2	2
1310624.3	2	2	2	1	2	2	2	2	1	2	2	2
1310625.3	2	2	2	1	2	2	2	2	1	2	2	2
1310627.3	2	2	2	1	2	2	2	2	1	2	2	2
1310629.3	2	2	2	1	2	2	2	2	1	2	2	2
1310631.3	2	2	2	1	2	2	2	2	1	2	2	2
1310633.3	2	2	2	1	2	2	2	2	1	2	2	2
1310644.3	2	2	2	1	2	2	2	2	1	2	2	2
1310646.3	2	2	2	1	2	2	2	2	1	2	2	2
1310648.4	2	2	2	1	2	2	2	2	2	2	2	2
1310649.3	2	2	2	1	2	2	2	2	1	2	2	2
1310650.3	2	2	2	1	2	2	2	2	1	2	2	2
1310653.3	2	2	2	1	2	2	2	2	1	2	2	2
1310656.3	2	2	2	1	2	2	2	2	1	2	2	2
1310663.3	2	2	2	1	2	2	2	2	1	2	2	2
1310666.3	2	2	2	1	2	2	2	2	1	2	2	2
1310668.3	2	2	2	1	2	2	2	2	1	2	2	2
1310673.3	2	2	2	1	2	2	2	2	1	2	2	2
1310675.3	2	2	2	1	2	2	2	2	1	2	2	2
1310676.3	2	2	2	1	2	2	2	2	1	2	2	2
1310686.3	2	2	2	1	2	2	2	2	1	2	2	2
1310691.3	2	2	2	1	2	2	2	2	1	2	2	2
1310698.3	2	2	2	1	2	2	2	2	1	2	2	2
1310699.3	2	2	2	1	2	2	2	2	1	2	2	2
1310708.3	2	2	2	1	2	2	2	2	1	2	2	2
1310709.3	2	2	2	1	2	2	2	2	1	2	2	2
1310712.3	2	2	2	1	2	2	2	2	1	2	2	2
1310713.3	2	2	2	1	2	2	2	2	1	2	2	2
1310716.3	2	2	2	1	2	2	2	2	1	2	2	2
1310717.3	2	2	2	1	2	2	2	2	1	2	2	2
1310718.3	2	2	2	1	2	2	2	2	1	2	2	2
1310720.3	2	2	2	1	2	2	2	2	1	2	2	2
1310721.3	2	2	2	1	2	2	2	2	1	2	2	2
1310725.3	2	2	2	1	2	2	2	2	1	2	2	2
1310727.3	2	2	2	1	2	2	2	2	1	2	2	2
1310729.3	2	2	2	1	2	2	2	2	1	2	2	2
1310730.3	2	2	2	1	2	2	2	2	1	2	2	2
1310731.3	2	2	2	1	2	2	2	2	1	2	2	2
1310732.3	2	2	2	1	2	2	2	2	1	2	2	2
1310735.3	2	2	2	1	2	2	2	2	1	2	2	2
1310737.3	2	2	2	1	2	2	2	2	1	2	2	2
1310738.3	2	2	2	1	2	2	2	2	1	2	2	2
1310739.3	2	2	2	1	2	2	2	2	1	2	2	2
1310740.3	2	2	2	1	2	2	2	2	1	2	2	2
1310741.3	2	2	2	1	2	2	2	2	1	2	2	2
1310742.3	2	2	2	1	2	2	2	2	1	2	2	2
1310743.3	2	2	2	1	2	2	2	2	1	2	2	2
1310744.3	2	2	2	1	2	2	2	2	1	2	2	2
1310745.3	2	2	2	1	2	2	2	2	1	2	2	2
1310746.3	2	2	2	1	2	2	2	2	1	2	2	2
1310747.3	2	2	2	1	2	2	2	2	1	2	2	2
1310749.3	2	2	2	1	2	2	2	2	1	2	2	2
1310751.3	2	2	2	1	2	2	2	2	1	2	2	2
1310753.3	2	2	2	1	2	2	2	2	1	2	2	2
1310754.3	2	2	2	1	2	2	2	2	1	2	2	2
1310755.3	2	2	2	1	2	2	2	2	1	2	2	2
1310757.3	2	2	2	1	2	2	2	2	1	2	2	2
1310758.3	2	2	2	1	2	2	2	2	1	2	2	2
1310760.3	2	2	2	1	2	2	2	2	1	2	2	2
1310763.3	2	2	2	1	2	2	2	2	1	2	2	2
1310765.3	2	2	2	1	2	2	2	2	1	2	2	2
1310767.3	2	2	2	1	2	2	2	2	1	2	2	2
1310768.3	2	2	2	1	2	2	2	2	1	2	2	2
1310769.3	2	2	2	1	2	2	2	2	2	2	2	2
1310771.3	2	2	2	1	2	2	2	2	1	2	2	2
1310774.3	2	2	2	1	2	2	2	2	1	2	2	2
1310775.3	2	2	2	1	2	2	2	2	1	2	2	2
1310776.3	2	2	2	1	2	2	2	2	1	2	2	2
1310777.3	2	2	2	1	2	2	2	2	2	2	2	2
1310780.3	2	2	2	1	2	2	2	2	1	2	2	2
1310782.3	2	2	2	1	2	2	2	2	1	2	2	2
1310783.3	2	2	2	1	2	2	2	2	1	2	2	2
1310785.3	2	2	2	1	2	2	2	2	1	2	2	2
1310792.3	2	2	2	1	2	2	2	2	1	2	2	2
1310794.3	2	2	2	1	2	2	2	2	1	2	2	2
1310796.3	2	2	2	1	2	2	2	2	1	2	2	2
1310798.3	2	2	2	1	2	2	2	2	1	2	2	2
1310799.3	2	2	2	1	2	2	2	2	1	2	2	2
1310805.3	2	2	2	1	2	2	2	2	1	2	2	2
1310806.3	2	2	2	1	2	2	2	2	1	2	2	2
1310808.3	2	2	2	1	2	2	2	2	1	2	2	2
1310809.3	2	2	2	1	2	2	2	2	1	2	2	2
1310810.3	2	2	2	1	2	2	2	2	1	2	2	2
1310811.3	2	2	2	1	2	2	2	2	1	2	2	2
1310813.3	2	2	2	1	2	2	2	2	1	2	2	2
1310815.3	2	2	2	1	2	2	2	2	1	2	2	2
1310825.3	2	2	2	1	2	2	2	2	1	2	2	2
1310826.3	2	2	2	1	2	2	2	2	1	2	2	2
1310828.3	2	2	2	1	2	2	2	2	2	2	2	2
470.3996	2	2	2	1	2	2	2	2	2	2	2	2
470.3997	2	2	2	1	2	2	2	2	2	2	2	2
470.3998	2	2	2	1	2	2	2	2	2	2	2	2
470.3999	2	2	2	1	2	2	2	2	2	2	2	2
470.4000	2	2	2	1	2	2	2	2	2	2	2	2
470.4001	2	2	2	1	2	2	2	2	2	2	2	2
470.4002	2	2	2	1	2	2	2	2	2	2	2	2
470.4003	2	2	2	1	2	2	2	2	2	2	2	2
470.4004	2	2	2	1	2	2	2	2	2	2	2	2
470.4005	2	2	2	1	2	2	2	2	2	2	2	2
470.4006	2	2	2	1	2	2	2	2	2	2	2	2
470.4007	2	2	2	1	2	2	2	2	2	2	2	2
470.4008	2	2	2	1	2	2	2	2	2	2	2	2
470.4009	2	2	2	1	2	2	2	2	2	2	2	2
470.4010	2	2	2	1	2	2	2	2	2	2	2	2
470.4011	2	2	2	1	2	2	2	2	2	2	2	2
470.4012	2	2	2	1	2	2	2	2	2	2	2	2
470.4013	2	2	2	1	2	2	2	2	2	2	2	2
470.4014	2	2	2	1	2	2	2	2	2	2	2	2
470.4015	2	2	2	1	2	2	2	2	2	2	2	2
470.4016	2	2	2	1	2	2	2	2	2	2	2	2
470.4017	2	2	2	1	2	2	2	2	2	2	2	2
470.4063	2	2	2	1	2	2	2	2	2	2	2	2
470.4064	2	2	2	1	2	2	2	2	2	2	2	2
470.4065	2	2	2	1	2	2	2	2	2	2	2	2
470.4066	2	2	2	1	2	2	2	2	2	2	2	2
470.8109	2	2	2	1	2	2	2	2	2	2	2	2
48296.119	2	2	2	1	1	2	2	2	2	2	2	2
497978.4	2	2	2	1	2	2	2	2	2	2	2	2
696749.3	2	2	2	1	2	2	2	2	2	2	2	2
710094.4	2	2	2	1	2	2	2	2	2	2	2	2
710096.4	2	2	2	1	2	2	2	2	2	2	2	2
886888.3	2	2	2	1	2	2	2	2	2	2	2	2
886889.3	2	2	2	1	2	2	2	2	2	2	2	2
889738.3	2	2	2	1	2	2	2	2	2	2	2	2
933263.3	2	2	2	1	2	2	2	2	2	2	2	2
933264.3	2	2	2	1	2	2	2	2	2	2	2	2
980514.3	2	2	2	1	2	2	2	2	2	2	2	2
1310562.3	2	2	2	0	2	2	2	2	2	2	2	2
1310563.3	2	2	2	0	2	2	2	2	0	2	2	2
1310581.3	2	2	2	0	2	2	2	2	0	2	2	2
1310582.3	2	2	2	0	2	2	2	2	2	2	2	2
1310583.3	2	2	2	0	2	2	2	2	0	2	2	2
1310590.3	2	2	2	0	2	2	2	2	0	2	2	2
1310599.3	2	2	2	0	2	2	2	2	0	2	2	2
1310601.3	2	2	2	0	2	2	2	2	0	2	2	2
1310603.3	2	2	2	0	2	2	2	2	0	2	2	2
1310604.3	2	2	2	0	2	2	2	2	0	2	2	2
1310605.3	2	2	2	0	2	2	2	2	0	2	2	2
1310606.3	2	2	2	0	2	2	2	2	0	2	2	2
1310607.3	2	2	2	0	2	2	2	2	0	2	2	2
1310608.3	2	2	2	0	2	2	2	2	0	2	2	2
1310609.3	2	2	2	0	2	2	2	2	0	2	2	2
1310611.3	2	2	2	0	2	2	2	2	0	2	2	2
1310613.3	2	2	2	0	2	2	2	2	0	2	2	2
1310615.3	2	2	2	0	2	2	2	2	0	2	2	2
1310618.3	2	2	2	0	2	2	2	2	0	2	2	2
1310619.3	2	2	2	0	2	2	2	2	0	2	2	2
1310621.3	2	2	2	0	2	2	2	2	0	2	2	2
1310622.6	2	2	2	0	2	2	2	2	0	2	2	2
1310623.3	2	2	2	0	2	2	2	2	0	2	2	2
1310626.3	2	2	2	0	2	2	2	2	0	2	2	2
1310628.3	2	2	2	0	2	2	2	2	0	2	2	2
1310630.3	2	2	2	0	2	2	2	2	0	2	2	2
1310634.3	2	2	2	0	2	2	2	2	0	2	2	2
1310636.3	2	2	2	0	2	2	2	2	0	2	2	2
1310637.3	2	2	2	0	2	2	2	2	0	2	2	2
1310638.3	2	2	2	0	2	2	2	2	0	2	2	2
1310639.3	2	2	2	0	2	2	2	2	0	2	2	2
1310640.3	2	2	2	0	2	2	2	2	0	2	2	2
1310641.3	2	2	2	0	2	2	2	2	0	2	2	2
1310642.3	2	2	2	0	2	2	2	2	0	2	2	2
1310643.3	2	2	2	0	2	2	2	2	0	2	2	2
1310645.3	2	2	2	0	2	2	2	2	0	2	2	2
1310647.3	2	2	2	0	2	2	2	2	0	2	2	2
1310651.3	2	2	2	0	2	2	2	2	0	2	2	2
1310652.3	2	2	2	0	2	2	2	2	0	2	2	2
1310654.3	2	2	2	0	2	2	2	2	0	2	2	2
1310655.3	2	2	2	0	2	2	2	2	0	2	2	2
1310657.3	2	2	2	0	2	2	2	2	0	2	2	2
1310659.3	2	2	2	0	2	2	2	2	0	2	2	2
1310660.3	2	2	2	0	2	2	2	2	0	2	2	2
1310661.3	2	2	2	0	2	2	2	2	0	2	2	2
1310662.3	2	2	2	0	2	2	2	2	0	2	2	2
1310665.3	2	2	2	0	2	2	2	2	0	2	2	2
1310669.3	2	2	2	0	2	2	2	2	0	2	2	2
1310670.3	2	2	2	0	2	2	2	2	0	2	2	2
1310672.3	2	2	2	0	2	2	2	2	0	2	2	2
1310674.3	2	2	2	0	2	2	2	2	0	2	2	2
1310677.3	2	2	2	0	2	2	2	2	0	2	2	2
1310679.3	2	2	2	0	2	2	2	2	0	2	2	2
1310680.3	2	2	2	0	2	2	2	2	0	2	2	2
1310681.3	2	2	2	0	2	2	2	2	0	2	2	2
1310683.3	2	2	2	0	2	2	2	2	0	2	2	2
1310684.3	2	2	2	0	2	2	2	2	0	2	2	2
1310685.3	2	2	2	0	2	2	2	2	0	2	2	2
1310688.3	2	2	2	0	2	2	2	2	0	2	2	2
1310689.3	2	2	2	0	2	2	2	2	0	2	2	2
1310692.3	2	2	2	0	2	2	2	2	0	2	2	2
1310693.4	2	2	2	0	2	2	2	2	2	2	2	2
1310694.3	2	2	2	0	2	2	2	2	0	2	2	2
1310695.3	2	2	2	0	2	2	2	2	0	2	2	2
1310696.88	2	2	2	0	2	2	2	2	2	2	2	2
1310697.3	2	2	2	0	2	2	2	2	0	2	2	2
1310700.3	2	2	2	0	2	2	2	2	0	2	2	2
1310701.3	2	2	2	0	2	2	2	2	0	2	2	2
1310702.3	2	2	2	0	2	2	2	2	0	2	2	2
1310703.3	2	2	2	0	2	2	2	2	0	2	2	2
1310705.3	2	2	2	0	2	2	2	2	0	2	2	2
1310706.3	2	2	2	0	2	2	2	2	0	2	2	2
1310707.3	2	2	2	0	2	2	2	2	0	2	2	2
1310710.3	2	2	2	0	2	2	2	2	0	2	2	2
1310711.3	2	2	2	0	2	2	2	2	0	2	2	2
1310719.3	2	2	2	0	2	2	2	2	0	2	2	2
1310722.3	2	2	2	0	2	2	2	2	0	2	2	2
1310723.3	2	2	2	0	2	2	2	2	0	2	2	2
1310724.3	2	2	2	0	2	2	2	2	0	2	2	2
1310728.3	2	2	2	0	2	2	2	2	0	2	2	2
1310733.4	2	2	2	0	2	2	2	2	2	2	2	2
1310734.3	2	2	2	0	2	2	2	2	0	2	2	2
1310736.3	2	2	2	0	2	2	2	2	0	2	2	2
1310748.3	2	2	2	0	2	2	2	2	0	2	2	2
1310750.3	2	2	2	0	2	2	2	2	0	2	2	2
1310752.3	2	2	2	0	2	2	2	2	0	2	2	2
1310756.3	2	2	2	0	2	2	2	2	0	2	2	2
1310759.3	2	2	2	0	2	2	2	2	0	2	2	2
1310761.3	2	2	2	0	2	2	2	2	0	2	2	2
1310762.3	2	2	2	0	2	2	2	2	0	2	2	2
1310764.3	2	2	2	0	2	2	2	2	0	2	2	2
1310770.3	2	2	2	0	2	2	2	2	0	2	2	2
1310772.3	2	2	2	0	2	2	2	2	0	2	2	2
1310773.3	2	2	2	0	2	2	2	2	0	2	2	2
1310778.3	2	2	2	0	2	2	2	2	0	2	2	2
1310779.3	2	2	2	0	2	2	2	2	0	2	2	2
1310781.3	2	2	2	0	2	2	2	2	0	2	2	2
1310784.3	2	2	2	0	2	2	2	2	0	2	2	2
1310786.3	2	2	2	0	2	2	2	2	0	2	2	2
1310787.3	2	2	2	0	2	2	2	2	0	2	2	2
1310788.3	2	2	2	0	2	2	2	2	0	2	2	2
1310789.3	2	2	2	0	2	2	2	2	0	2	2	2
1310790.3	2	2	2	0	2	2	2	2	0	2	2	2
1310791.3	2	2	2	0	2	2	2	2	0	2	2	2
1310793.3	2	2	2	0	2	2	2	2	0	2	2	2
1310795.3	2	2	2	0	2	2	2	2	0	2	2	2
1310797.3	2	2	2	0	2	2	2	2	0	2	2	2
1310800.122	2	2	2	0	2	2	2	2	2	2	2	2
1310801.3	2	2	2	0	2	2	2	2	0	2	2	2
1310802.3	2	2	2	0	2	2	2	2	0	2	2	2
1310807.3	2	2	2	0	2	2	2	2	0	2	2	2
1310812.3	2	2	2	0	2	2	2	2	0	2	2	2
1310816.3	2	2	2	0	2	2	2	2	0	2	2	2
1310818.3	2	2	2	0	2	2	2	2	0	2	2	2
1310820.3	2	2	2	0	2	2	2	2	0	2	2	2
1310824.3	2	2	2	0	2	2	2	2	0	2	2	2
1310827.3	2	2	2	0	2	2	2	2	2	2	2	2
1310830.3	2	2	2	0	2	2	2	2	2	2	2	2
1310831.3	2	2	2	0	2	2	2	2	2	2	2	2
1310833.3	2	2	2	0	2	2	2	2	2	2	2	2
1310834.3	2	2	2	0	2	2	2	2	2	2	2	2
470.7422	2	2	2	0	2	2	2	2	2	2	2	0
470.663	2	2	2	2	1	2	2	2	2	2	2	2
470.723	2	2	2	2	1	2	2	2	2	2	2	2
470.1760	2	2	2	2	2	2	1	2	2	2	1	2
470.775	2	2	2	2	2	2	2	2	2	2	1	2
