	tetracycline	trimethoprim_sulfamethoxazole	clindamycin	ciprofloxacin	methicillin	oxacillin	gentamicin	erythromycin	penicillin
985002.132	2	0	0	2	2	0	0	0	1
985002.133	2	0	0	2	2	0	0	0	1
985002.134	2	0	0	2	2	0	0	0	1
985002.135	2	0	0	2	2	0	0	0	1
985002.136	2	0	0	2	2	0	0	0	1
985002.137	2	0	0	2	2	0	0	0	1
985002.138	2	0	0	2	2	0	0	0	1
985002.139	2	0	0	2	2	0	0	0	1
985002.140	2	0	0	2	2	0	0	0	1
985002.141	2	0	0	2	2	0	0	0	1
985002.142	2	0	0	2	2	0	0	0	1
985002.143	2	0	0	2	2	0	0	0	1
985002.144	2	0	0	2	2	0	0	0	1
985002.145	2	0	0	2	2	0	0	0	1
985002.153	2	0	0	2	2	0	0	0	1
985002.154	2	0	0	2	2	0	0	0	1
985002.155	2	0	2	2	2	0	0	2	1
985002.156	2	0	0	2	2	0	0	0	1
985002.81	2	0	0	2	2	0	0	0	0
985002.82	2	0	0	2	2	0	0	0	1
985002.83	2	0	0	2	2	0	0	0	1
985002.84	2	0	0	2	2	0	0	0	1
985002.85	2	0	0	2	2	0	0	0	1
985002.86	2	0	0	2	2	0	0	0	1
985002.87	2	0	0	2	2	0	0	0	1
985002.88	2	0	0	2	2	0	0	0	1
985002.89	2	0	0	2	2	0	0	0	1
985002.90	2	0	0	2	2	0	0	0	1
985002.91	2	0	0	2	2	0	0	0	1
985002.92	2	0	0	2	2	0	0	0	1
985002.93	2	0	0	2	2	0	0	0	1
985002.94	2	0	0	2	2	0	0	0	1
985002.95	2	0	0	2	2	0	0	0	1
985002.96	2	0	0	2	2	0	0	0	1
985002.97	2	0	0	2	2	0	0	0	0
985002.98	2	0	0	2	2	0	0	0	1
985002.99	2	0	0	2	2	0	0	0	1
1280.11038	2	2	0	2	2	0	0	0	1
1280.11339	2	2	0	2	2	0	0	0	1
1283.433	2	2	2	1	2	1	1	1	2
1283.435	2	2	2	1	2	1	1	1	2
1283.440	2	2	2	1	2	1	1	1	2
1283.442	2	2	2	1	2	1	1	1	2
1283.443	2	2	2	1	2	1	1	1	2
1283.447	2	2	2	1	2	1	1	1	2
1283.448	2	2	2	1	2	1	1	1	2
1283.450	2	2	2	1	2	1	1	1	2
1283.454	2	2	2	1	2	1	1	1	2
1283.457	2	2	2	1	2	1	1	1	2
1283.459	2	2	2	1	2	1	1	1	2
1283.460	2	2	2	1	2	1	1	1	2
1283.463	2	2	2	1	2	1	1	1	2
1283.464	2	2	2	1	2	1	1	1	2
1283.467	2	2	2	1	2	1	1	1	2
1283.470	2	2	2	1	2	1	1	1	2
1282.2719	2	2	2	0	2	2	0	1	2
1283.369	2	2	2	0	2	2	1	1	2
1283.412	2	2	2	0	2	0	0	1	2
1283.434	2	2	2	0	2	0	1	0	2
1283.445	2	2	2	0	2	2	1	1	2
1283.449	2	2	2	0	2	1	0	1	2
1283.471	2	2	2	0	2	1	0	0	2
1413323.3	2	2	2	2	1	2	2	2	2
1413324.3	2	2	2	2	1	2	2	2	2
1413325.3	2	2	2	2	1	2	2	2	2
1413328.3	2	2	2	2	1	2	2	2	2
1413329.3	2	2	2	2	1	2	2	2	2
1413331.3	2	2	2	2	1	2	2	2	2
1413332.3	2	2	2	2	1	2	2	2	2
1413333.3	2	2	2	2	1	2	2	2	2
1413334.3	2	2	2	2	1	2	2	2	2
1413336.3	2	2	2	2	1	2	2	2	2
1413337.3	2	2	2	2	1	2	2	2	2
1413338.3	2	2	2	2	1	2	2	2	2
1413339.3	2	2	2	2	1	2	2	2	2
1413340.3	2	2	2	2	1	2	2	2	2
1413341.3	2	2	2	2	1	2	2	2	2
1413342.3	2	2	2	2	1	2	2	2	2
1413343.3	2	2	2	2	1	2	2	2	2
1413344.3	2	2	2	2	1	2	2	2	2
1413345.3	2	2	2	2	1	2	2	2	2
1413346.3	2	2	2	2	1	2	2	2	2
1413347.3	2	2	2	2	1	2	2	2	2
1413349.3	2	2	2	2	1	2	2	2	2
1413352.3	2	2	2	2	1	2	2	2	2
1413353.3	2	2	2	2	1	2	2	2	2
1413373.3	2	2	2	2	1	2	2	2	2
1413374.3	2	2	2	2	1	2	2	2	2
1413376.3	2	2	2	2	1	2	2	2	2
1413377.3	2	2	2	2	1	2	2	2	2
1413378.3	2	2	2	2	1	2	2	2	2
1413379.3	2	2	2	2	1	2	2	2	2
1413380.3	2	2	2	2	1	2	2	2	2
1413381.3	2	2	2	2	1	2	2	2	2
1413382.3	2	2	2	2	1	2	2	2	2
1413383.3	2	2	2	2	1	2	2	2	2
1413384.3	2	2	2	2	1	2	2	2	2
1413385.3	2	2	2	2	1	2	2	2	2
1413387.3	2	2	2	2	1	2	2	2	2
1413388.3	2	2	2	2	1	2	2	2	2
1413389.3	2	2	2	2	1	2	2	2	2
1413390.3	2	2	2	2	1	2	2	2	2
1413391.3	2	2	2	2	1	2	2	2	2
1413392.3	2	2	2	2	1	2	2	2	2
1413393.3	2	2	2	2	1	2	2	2	2
1413394.3	2	2	2	2	1	2	2	2	2
1413395.3	2	2	2	2	1	2	2	2	2
1413396.3	2	2	2	2	1	2	2	2	2
1413399.3	2	2	2	2	1	2	2	2	2
1413401.3	2	2	2	2	1	2	2	2	2
1413402.3	2	2	2	2	1	2	2	2	2
1413405.3	2	2	2	2	1	2	2	2	2
1413406.3	2	2	2	2	1	2	2	2	2
1413407.3	2	2	2	2	1	2	2	2	2
1413408.3	2	2	2	2	1	2	2	2	2
1413409.3	2	2	2	2	1	2	2	2	2
1413410.3	2	2	2	2	1	2	2	2	2
1413411.3	2	2	2	2	1	2	2	2	2
1413412.3	2	2	2	2	1	2	2	2	2
1413413.3	2	2	2	2	1	2	2	2	2
1413416.3	2	2	2	2	1	2	2	2	2
1413418.3	2	2	2	2	1	2	2	2	2
1413419.3	2	2	2	2	1	2	2	2	2
1413420.3	2	2	2	2	1	2	2	2	2
1413421.3	2	2	2	2	1	2	2	2	2
1413422.3	2	2	2	2	1	2	2	2	2
1413423.3	2	2	2	2	1	2	2	2	2
1413424.3	2	2	2	2	1	2	2	2	2
1413425.3	2	2	2	2	1	2	2	2	2
1413426.3	2	2	2	2	1	2	2	2	2
1413427.3	2	2	2	2	1	2	2	2	2
1413428.3	2	2	2	2	1	2	2	2	2
1413429.3	2	2	2	2	1	2	2	2	2
1413430.3	2	2	2	2	1	2	2	2	2
1413431.3	2	2	2	2	1	2	2	2	2
1413432.3	2	2	2	2	1	2	2	2	2
1413433.3	2	2	2	2	1	2	2	2	2
1413434.3	2	2	2	2	1	2	2	2	2
1413435.3	2	2	2	2	1	2	2	2	2
1413436.3	2	2	2	2	1	2	2	2	2
1413437.3	2	2	2	2	1	2	2	2	2
1413438.3	2	2	2	2	1	2	2	2	2
1413439.3	2	2	2	2	1	2	2	2	2
1413440.3	2	2	2	2	1	2	2	2	2
1413441.3	2	2	2	2	1	2	2	2	2
1413446.3	2	2	2	2	1	2	2	2	2
1413447.3	2	2	2	2	1	2	2	2	2
1413448.3	2	2	2	2	1	2	2	2	2
1413449.3	2	2	2	2	1	2	2	2	2
1413450.3	2	2	2	2	1	2	2	2	2
1413451.3	2	2	2	2	1	2	2	2	2
1413456.3	2	2	2	2	1	2	2	2	2
1413457.3	2	2	2	2	1	2	2	2	2
1413458.3	2	2	2	2	1	2	2	2	2
1413459.3	2	2	2	2	1	2	2	2	2
1413461.3	2	2	2	2	1	2	2	2	2
1413466.3	2	2	2	2	1	2	2	2	2
1413467.3	2	2	2	2	1	2	2	2	2
1413470.3	2	2	2	2	1	2	2	2	2
1413471.3	2	2	2	2	1	2	2	2	2
1413472.3	2	2	2	2	1	2	2	2	2
1413473.3	2	2	2	2	1	2	2	2	2
1413474.3	2	2	2	2	1	2	2	2	2
1413475.3	2	2	2	2	1	2	2	2	2
1413476.3	2	2	2	2	1	2	2	2	2
1413477.3	2	2	2	2	1	2	2	2	2
1413480.3	2	2	2	2	1	2	2	2	2
1413484.3	2	2	2	2	1	2	2	2	2
1413485.3	2	2	2	2	1	2	2	2	2
1413486.3	2	2	2	2	1	2	2	2	2
1413487.3	2	2	2	2	1	2	2	2	2
1413488.3	2	2	2	2	1	2	2	2	2
1413514.3	2	2	2	2	1	2	2	2	2
1413515.3	2	2	2	2	1	2	2	2	2
1413516.3	2	2	2	2	1	2	2	2	2
1413517.3	2	2	2	2	1	2	2	2	2
1413518.3	2	2	2	2	1	2	2	2	2
1413519.3	2	2	2	2	1	2	2	2	2
1413521.3	2	2	2	2	1	2	2	2	2
1413522.3	2	2	2	2	1	2	2	2	2
1413523.3	2	2	2	2	1	2	2	2	2
1413524.3	2	2	2	2	1	2	2	2	2
1413570.3	2	2	2	2	1	2	2	2	2
1413572.3	2	2	2	2	1	2	2	2	2
1413574.3	2	2	2	2	1	2	2	2	2
1413575.3	2	2	2	2	1	2	2	2	2
1413576.3	2	2	2	2	1	2	2	2	2
1413577.3	2	2	2	2	1	2	2	2	2
1413578.3	2	2	2	2	1	2	2	2	2
1413580.3	2	2	2	2	1	2	2	2	2
1413581.3	2	2	2	2	1	2	2	2	2
1413586.3	2	2	2	2	1	2	2	2	2
1413587.3	2	2	2	2	1	2	2	2	2
1413588.3	2	2	2	2	1	2	2	2	2
1413591.3	2	2	2	2	1	2	2	2	2
1413592.3	2	2	2	2	1	2	2	2	2
1413595.3	2	2	2	2	1	2	2	2	2
1413596.3	2	2	2	2	1	2	2	2	2
1413597.3	2	2	2	2	1	2	2	2	2
1413599.3	2	2	2	2	1	2	2	2	2
1413600.3	2	2	2	2	1	2	2	2	2
1413603.3	2	2	2	2	1	2	2	2	2
1422390.3	2	2	2	2	1	2	2	2	2
1422391.3	2	2	2	2	1	2	2	2	2
1422392.3	2	2	2	2	1	2	2	2	2
1422393.3	2	2	2	2	1	2	2	2	2
1422394.3	2	2	2	2	1	2	2	2	2
1422395.3	2	2	2	2	1	2	2	2	2
1422396.3	2	2	2	2	1	2	2	2	2
1422397.3	2	2	2	2	1	2	2	2	2
1422398.3	2	2	2	2	1	2	2	2	2
1422399.3	2	2	2	2	1	2	2	2	2
1422400.3	2	2	2	2	1	2	2	2	2
1422401.3	2	2	2	2	1	2	2	2	2
1422402.3	2	2	2	2	1	2	2	2	2
1422403.3	2	2	2	2	1	2	2	2	2
1422404.3	2	2	2	2	1	2	2	2	2
1422405.3	2	2	2	2	1	2	2	2	2
1422406.3	2	2	2	2	1	2	2	2	2
1422407.3	2	2	2	2	1	2	2	2	2
1422408.3	2	2	2	2	1	2	2	2	2
1422409.3	2	2	2	2	1	2	2	2	2
1422410.3	2	2	2	2	1	2	2	2	2
1422411.3	2	2	2	2	1	2	2	2	2
1422412.3	2	2	2	2	1	2	2	2	2
1422413.3	2	2	2	2	1	2	2	2	2
1422414.3	2	2	2	2	1	2	2	2	2
1422415.3	2	2	2	2	1	2	2	2	2
1422416.3	2	2	2	2	1	2	2	2	2
1422417.3	2	2	2	2	1	2	2	2	2
1422418.3	2	2	2	2	1	2	2	2	2
1422419.3	2	2	2	2	1	2	2	2	2
1422420.3	2	2	2	2	1	2	2	2	2
1422421.3	2	2	2	2	1	2	2	2	2
1422422.3	2	2	2	2	1	2	2	2	2
1422423.3	2	2	2	2	1	2	2	2	2
1422424.3	2	2	2	2	1	2	2	2	2
1422425.3	2	2	2	2	1	2	2	2	2
1422426.3	2	2	2	2	1	2	2	2	2
1422427.3	2	2	2	2	1	2	2	2	2
1422428.3	2	2	2	2	1	2	2	2	2
1422429.3	2	2	2	2	1	2	2	2	2
1422430.3	2	2	2	2	1	2	2	2	2
1422431.3	2	2	2	2	1	2	2	2	2
1422432.3	2	2	2	2	1	2	2	2	2
1422433.3	2	2	2	2	1	2	2	2	2
1422434.3	2	2	2	2	1	2	2	2	2
1422435.3	2	2	2	2	1	2	2	2	2
1422436.3	2	2	2	2	1	2	2	2	2
1422437.3	2	2	2	2	1	2	2	2	2
1422438.3	2	2	2	2	1	2	2	2	2
1422439.3	2	2	2	2	1	2	2	2	2
1422440.3	2	2	2	2	1	2	2	2	2
1422441.3	2	2	2	2	1	2	2	2	2
1422442.3	2	2	2	2	1	2	2	2	2
1422443.3	2	2	2	2	1	2	2	2	2
1422444.3	2	2	2	2	1	2	2	2	2
1422445.3	2	2	2	2	1	2	2	2	2
1422446.3	2	2	2	2	1	2	2	2	2
1422447.3	2	2	2	2	1	2	2	2	2
1422448.3	2	2	2	2	1	2	2	2	2
1422449.3	2	2	2	2	1	2	2	2	2
1422450.3	2	2	2	2	1	2	2	2	2
1422451.3	2	2	2	2	1	2	2	2	2
1422452.3	2	2	2	2	1	2	2	2	2
1422453.3	2	2	2	2	1	2	2	2	2
1422454.3	2	2	2	2	1	2	2	2	2
1422455.3	2	2	2	2	1	2	2	2	2
1422456.3	2	2	2	2	1	2	2	2	2
1422457.3	2	2	2	2	1	2	2	2	2
1422458.3	2	2	2	2	1	2	2	2	2
1422459.3	2	2	2	2	1	2	2	2	2
1422460.3	2	2	2	2	1	2	2	2	2
1422461.3	2	2	2	2	1	2	2	2	2
1422462.3	2	2	2	2	1	2	2	2	2
1422463.3	2	2	2	2	1	2	2	2	2
1422464.3	2	2	2	2	1	2	2	2	2
1422465.3	2	2	2	2	1	2	2	2	2
1422466.3	2	2	2	2	1	2	2	2	2
1422467.3	2	2	2	2	1	2	2	2	2
1422468.3	2	2	2	2	1	2	2	2	2
1422469.3	2	2	2	2	1	2	2	2	2
1422470.3	2	2	2	2	1	2	2	2	2
1422471.3	2	2	2	2	1	2	2	2	2
1422472.3	2	2	2	2	1	2	2	2	2
1422473.3	2	2	2	2	1	2	2	2	2
1422474.3	2	2	2	2	1	2	2	2	2
1422475.3	2	2	2	2	1	2	2	2	2
1422476.3	2	2	2	2	1	2	2	2	2
1422477.3	2	2	2	2	1	2	2	2	2
1422478.3	2	2	2	2	1	2	2	2	2
1422479.3	2	2	2	2	1	2	2	2	2
1422480.3	2	2	2	2	1	2	2	2	2
1422481.3	2	2	2	2	1	2	2	2	2
1422482.3	2	2	2	2	1	2	2	2	2
1422483.3	2	2	2	2	1	2	2	2	2
1422484.3	2	2	2	2	1	2	2	2	2
1422485.3	2	2	2	2	1	2	2	2	2
1422488.3	2	2	2	2	1	2	2	2	2
1422489.3	2	2	2	2	1	2	2	2	2
1422490.3	2	2	2	2	1	2	2	2	2
1422491.3	2	2	2	2	1	2	2	2	2
1422492.3	2	2	2	2	1	2	2	2	2
1422493.3	2	2	2	2	1	2	2	2	2
1422494.3	2	2	2	2	1	2	2	2	2
1422495.3	2	2	2	2	1	2	2	2	2
1422497.3	2	2	2	2	1	2	2	2	2
1422498.3	2	2	2	2	1	2	2	2	2
1422500.3	2	2	2	2	1	2	2	2	2
1422503.3	2	2	2	2	1	2	2	2	2
1422508.3	2	2	2	2	1	2	2	2	2
1422509.3	2	2	2	2	1	2	2	2	2
1422510.3	2	2	2	2	1	2	2	2	2
1422511.3	2	2	2	2	1	2	2	2	2
1422512.3	2	2	2	2	1	2	2	2	2
1422513.3	2	2	2	2	1	2	2	2	2
1422514.3	2	2	2	2	1	2	2	2	2
1422515.3	2	2	2	2	1	2	2	2	2
1422516.3	2	2	2	2	1	2	2	2	2
1422517.3	2	2	2	2	1	2	2	2	2
1422518.3	2	2	2	2	1	2	2	2	2
1422519.3	2	2	2	2	1	2	2	2	2
1422520.3	2	2	2	2	1	2	2	2	2
1422521.3	2	2	2	2	1	2	2	2	2
1422522.3	2	2	2	2	1	2	2	2	2
1422523.3	2	2	2	2	1	2	2	2	2
1422524.3	2	2	2	2	1	2	2	2	2
1422525.3	2	2	2	2	1	2	2	2	2
1422526.3	2	2	2	2	1	2	2	2	2
1422527.3	2	2	2	2	1	2	2	2	2
1422528.3	2	2	2	2	1	2	2	2	2
1422529.3	2	2	2	2	1	2	2	2	2
1422530.3	2	2	2	2	1	2	2	2	2
1422531.3	2	2	2	2	1	2	2	2	2
1422532.3	2	2	2	2	1	2	2	2	2
1422533.3	2	2	2	2	1	2	2	2	2
1422534.3	2	2	2	2	1	2	2	2	2
1422535.3	2	2	2	2	1	2	2	2	2
1422536.3	2	2	2	2	1	2	2	2	2
1422537.3	2	2	2	2	1	2	2	2	2
1422538.3	2	2	2	2	1	2	2	2	2
1422539.3	2	2	2	2	1	2	2	2	2
1422540.3	2	2	2	2	1	2	2	2	2
1422541.3	2	2	2	2	1	2	2	2	2
1422542.3	2	2	2	2	1	2	2	2	2
1422543.3	2	2	2	2	1	2	2	2	2
1422544.3	2	2	2	2	1	2	2	2	2
1422545.3	2	2	2	2	1	2	2	2	2
1422546.3	2	2	2	2	1	2	2	2	2
1422547.3	2	2	2	2	1	2	2	2	2
1422548.3	2	2	2	2	1	2	2	2	2
1422549.3	2	2	2	2	1	2	2	2	2
1422550.3	2	2	2	2	1	2	2	2	2
1422551.3	2	2	2	2	1	2	2	2	2
1422552.3	2	2	2	2	1	2	2	2	2
1422553.3	2	2	2	2	1	2	2	2	2
1422554.3	2	2	2	2	1	2	2	2	2
1422555.3	2	2	2	2	1	2	2	2	2
1422556.3	2	2	2	2	1	2	2	2	2
1422557.3	2	2	2	2	1	2	2	2	2
1422558.3	2	2	2	2	1	2	2	2	2
1422559.3	2	2	2	2	1	2	2	2	2
1422560.3	2	2	2	2	1	2	2	2	2
1422561.3	2	2	2	2	1	2	2	2	2
1422562.3	2	2	2	2	1	2	2	2	2
1422563.3	2	2	2	2	1	2	2	2	2
1422564.3	2	2	2	2	1	2	2	2	2
1422565.3	2	2	2	2	1	2	2	2	2
1422566.3	2	2	2	2	1	2	2	2	2
1422567.3	2	2	2	2	1	2	2	2	2
1422568.3	2	2	2	2	1	2	2	2	2
1422569.3	2	2	2	2	1	2	2	2	2
1422570.3	2	2	2	2	1	2	2	2	2
1422571.3	2	2	2	2	1	2	2	2	2
1422572.3	2	2	2	2	1	2	2	2	2
1422573.3	2	2	2	2	1	2	2	2	2
1422574.3	2	2	2	2	1	2	2	2	2
1422575.3	2	2	2	2	1	2	2	2	2
1422576.3	2	2	2	2	1	2	2	2	2
1422577.3	2	2	2	2	1	2	2	2	2
1422578.3	2	2	2	2	1	2	2	2	2
1422579.3	2	2	2	2	1	2	2	2	2
1422580.3	2	2	2	2	1	2	2	2	2
1422581.3	2	2	2	2	1	2	2	2	2
1422582.3	2	2	2	2	1	2	2	2	2
1422583.3	2	2	2	2	1	2	2	2	2
1422584.3	2	2	2	2	1	2	2	2	2
1422585.3	2	2	2	2	1	2	2	2	2
1422586.3	2	2	2	2	1	2	2	2	2
1422587.3	2	2	2	2	1	2	2	2	2
1422588.3	2	2	2	2	1	2	2	2	2
1422589.3	2	2	2	2	1	2	2	2	2
1422590.3	2	2	2	2	1	2	2	2	2
1422591.3	2	2	2	2	1	2	2	2	2
1422592.3	2	2	2	2	1	2	2	2	2
1422593.3	2	2	2	2	1	2	2	2	2
1422594.3	2	2	2	2	1	2	2	2	2
1422595.3	2	2	2	2	1	2	2	2	2
1422596.3	2	2	2	2	1	2	2	2	2
1422597.3	2	2	2	2	1	2	2	2	2
1422598.3	2	2	2	2	1	2	2	2	2
1422599.3	2	2	2	2	1	2	2	2	2
1422600.3	2	2	2	2	1	2	2	2	2
1422601.3	2	2	2	2	1	2	2	2	2
1422602.3	2	2	2	2	1	2	2	2	2
1422603.3	2	2	2	2	1	2	2	2	2
1422604.3	2	2	2	2	1	2	2	2	2
1422605.3	2	2	2	2	1	2	2	2	2
1422606.3	2	2	2	2	1	2	2	2	2
1422607.3	2	2	2	2	1	2	2	2	2
1422608.3	2	2	2	2	1	2	2	2	2
1422609.3	2	2	2	2	1	2	2	2	2
1422610.3	2	2	2	2	1	2	2	2	2
1422611.3	2	2	2	2	1	2	2	2	2
1422613.3	2	2	2	2	1	2	2	2	2
1422614.3	2	2	2	2	1	2	2	2	2
1422615.3	2	2	2	2	1	2	2	2	2
1422616.3	2	2	2	2	1	2	2	2	2
1422617.3	2	2	2	2	1	2	2	2	2
1422618.3	2	2	2	2	1	2	2	2	2
1422619.3	2	2	2	2	1	2	2	2	2
1422620.3	2	2	2	2	1	2	2	2	2
1422621.3	2	2	2	2	1	2	2	2	2
1422622.3	2	2	2	2	1	2	2	2	2
1422623.3	2	2	2	2	1	2	2	2	2
1422624.3	2	2	2	2	1	2	2	2	2
1422625.3	2	2	2	2	1	2	2	2	2
1422626.3	2	2	2	2	1	2	2	2	2
1422627.3	2	2	2	2	1	2	2	2	2
1422628.3	2	2	2	2	1	2	2	2	2
1422629.3	2	2	2	2	1	2	2	2	2
1422630.3	2	2	2	2	1	2	2	2	2
1422631.3	2	2	2	2	1	2	2	2	2
1422632.3	2	2	2	2	1	2	2	2	2
1422633.3	2	2	2	2	1	2	2	2	2
1422634.3	2	2	2	2	1	2	2	2	2
1422635.3	2	2	2	2	1	2	2	2	2
1422636.3	2	2	2	2	1	2	2	2	2
1422637.3	2	2	2	2	1	2	2	2	2
1422638.3	2	2	2	2	1	2	2	2	2
1422639.3	2	2	2	2	1	2	2	2	2
1422640.3	2	2	2	2	1	2	2	2	2
1422641.3	2	2	2	2	1	2	2	2	2
1422642.3	2	2	2	2	1	2	2	2	2
1422643.3	2	2	2	2	1	2	2	2	2
1422644.3	2	2	2	2	1	2	2	2	2
1422645.3	2	2	2	2	1	2	2	2	2
1422646.3	2	2	2	2	1	2	2	2	2
1422647.3	2	2	2	2	1	2	2	2	2
1422648.3	2	2	2	2	1	2	2	2	2
1422649.3	2	2	2	2	1	2	2	2	2
1422650.3	2	2	2	2	1	2	2	2	2
1422651.3	2	2	2	2	1	2	2	2	2
1422652.3	2	2	2	2	1	2	2	2	2
1422653.3	2	2	2	2	1	2	2	2	2
1422654.3	2	2	2	2	1	2	2	2	2
1422655.3	2	2	2	2	1	2	2	2	2
1422656.3	2	2	2	2	1	2	2	2	2
1422657.3	2	2	2	2	1	2	2	2	2
1422658.3	2	2	2	2	1	2	2	2	2
1422659.3	2	2	2	2	1	2	2	2	2
1422660.3	2	2	2	2	1	2	2	2	2
1422661.3	2	2	2	2	1	2	2	2	2
1422662.3	2	2	2	2	1	2	2	2	2
1422663.3	2	2	2	2	1	2	2	2	2
1422664.3	2	2	2	2	1	2	2	2	2
1422665.3	2	2	2	2	1	2	2	2	2
1422666.3	2	2	2	2	1	2	2	2	2
1422667.3	2	2	2	2	1	2	2	2	2
1422668.3	2	2	2	2	1	2	2	2	2
1422669.3	2	2	2	2	1	2	2	2	2
1422670.3	2	2	2	2	1	2	2	2	2
1422671.3	2	2	2	2	1	2	2	2	2
1422672.3	2	2	2	2	1	2	2	2	2
1422673.3	2	2	2	2	1	2	2	2	2
1422674.3	2	2	2	2	1	2	2	2	2
1422675.3	2	2	2	2	1	2	2	2	2
1422676.3	2	2	2	2	1	2	2	2	2
1422677.3	2	2	2	2	1	2	2	2	2
1422678.3	2	2	2	2	1	2	2	2	2
1422679.3	2	2	2	2	1	2	2	2	2
1422680.3	2	2	2	2	1	2	2	2	2
1422681.3	2	2	2	2	1	2	2	2	2
1422682.3	2	2	2	2	1	2	2	2	2
1422683.3	2	2	2	2	1	2	2	2	2
1422684.3	2	2	2	2	1	2	2	2	2
1422685.3	2	2	2	2	1	2	2	2	2
1422686.3	2	2	2	2	1	2	2	2	2
1422687.3	2	2	2	2	1	2	2	2	2
1422688.3	2	2	2	2	1	2	2	2	2
1422689.3	2	2	2	2	1	2	2	2	2
1422690.3	2	2	2	2	1	2	2	2	2
1422691.3	2	2	2	2	1	2	2	2	2
1422692.3	2	2	2	2	1	2	2	2	2
1422693.3	2	2	2	2	1	2	2	2	2
1422694.3	2	2	2	2	1	2	2	2	2
1422695.3	2	2	2	2	1	2	2	2	2
1422696.3	2	2	2	2	1	2	2	2	2
1422697.3	2	2	2	2	1	2	2	2	2
1422698.3	2	2	2	2	1	2	2	2	2
1422699.3	2	2	2	2	1	2	2	2	2
1422700.3	2	2	2	2	1	2	2	2	2
1422701.3	2	2	2	2	1	2	2	2	2
1422702.3	2	2	2	2	1	2	2	2	2
1422703.3	2	2	2	2	1	2	2	2	2
1422704.3	2	2	2	2	1	2	2	2	2
1422705.3	2	2	2	2	1	2	2	2	2
1422706.3	2	2	2	2	1	2	2	2	2
1422707.3	2	2	2	2	1	2	2	2	2
1422708.3	2	2	2	2	1	2	2	2	2
1422709.3	2	2	2	2	1	2	2	2	2
1422710.3	2	2	2	2	1	2	2	2	2
1422711.3	2	2	2	2	1	2	2	2	2
1422712.3	2	2	2	2	1	2	2	2	2
1422713.3	2	2	2	2	1	2	2	2	2
1422714.3	2	2	2	2	1	2	2	2	2
1422715.3	2	2	2	2	1	2	2	2	2
1422716.3	2	2	2	2	1	2	2	2	2
1422717.3	2	2	2	2	1	2	2	2	2
1422718.3	2	2	2	2	1	2	2	2	2
1422719.3	2	2	2	2	1	2	2	2	2
1422720.3	2	2	2	2	1	2	2	2	2
1422721.3	2	2	2	2	1	2	2	2	2
1422722.3	2	2	2	2	1	2	2	2	2
1422723.3	2	2	2	2	1	2	2	2	2
1422724.3	2	2	2	2	1	2	2	2	2
1422725.3	2	2	2	2	1	2	2	2	2
1422726.3	2	2	2	2	1	2	2	2	2
1422727.3	2	2	2	2	1	2	2	2	2
1422728.3	2	2	2	2	1	2	2	2	2
1422729.3	2	2	2	2	1	2	2	2	2
1422730.3	2	2	2	2	1	2	2	2	2
1422731.3	2	2	2	2	1	2	2	2	2
1422732.3	2	2	2	2	1	2	2	2	2
1422733.3	2	2	2	2	1	2	2	2	2
1422734.3	2	2	2	2	1	2	2	2	2
1422735.3	2	2	2	2	1	2	2	2	2
1422736.3	2	2	2	2	1	2	2	2	2
1422737.3	2	2	2	2	1	2	2	2	2
1422738.3	2	2	2	2	1	2	2	2	2
1422739.3	2	2	2	2	1	2	2	2	2
1422740.3	2	2	2	2	1	2	2	2	2
1422741.3	2	2	2	2	1	2	2	2	2
1422742.3	2	2	2	2	1	2	2	2	2
1422743.3	2	2	2	2	1	2	2	2	2
1422744.3	2	2	2	2	1	2	2	2	2
1422745.3	2	2	2	2	1	2	2	2	2
1422746.3	2	2	2	2	1	2	2	2	2
1422747.3	2	2	2	2	1	2	2	2	2
1422748.3	2	2	2	2	1	2	2	2	2
1422749.3	2	2	2	2	1	2	2	2	2
1422750.3	2	2	2	2	1	2	2	2	2
1422751.3	2	2	2	2	1	2	2	2	2
904313.3	2	2	2	2	1	2	2	2	2
904315.3	2	2	2	2	1	2	2	2	2
904316.3	2	2	2	2	1	2	2	2	2
904317.3	2	2	2	2	1	2	2	2	2
904318.3	2	2	2	2	1	2	2	2	2
904320.3	2	2	2	2	1	2	2	2	2
904321.3	2	2	2	2	1	2	2	2	2
904323.3	2	2	2	2	1	2	2	2	2
904325.3	2	2	2	2	1	2	2	2	2
904326.3	2	2	2	2	1	2	2	2	2
904331.3	2	2	2	2	1	2	2	2	2
904335.3	2	2	2	2	1	2	2	2	2
904337.3	2	2	2	2	1	2	2	2	2
904340.3	2	2	2	2	1	2	2	2	2
904342.3	2	2	2	2	1	2	2	2	2
1413327.3	2	2	2	2	0	2	2	2	2
1413348.3	2	2	2	2	0	2	2	2	2
1413350.3	2	2	2	2	0	2	2	2	2
1413351.3	2	2	2	2	0	2	2	2	2
1413354.3	2	2	2	2	0	2	2	2	2
1413375.3	2	2	2	2	0	2	2	2	2
1413397.3	2	2	2	2	0	2	2	2	2
1413398.3	2	2	2	2	0	2	2	2	2
1413400.3	2	2	2	2	0	2	2	2	2
1413414.3	2	2	2	2	0	2	2	2	2
1413415.3	2	2	2	2	0	2	2	2	2
1413454.3	2	2	2	2	0	2	2	2	2
1413455.3	2	2	2	2	0	2	2	2	2
1413481.3	2	2	2	2	0	2	2	2	2
1413482.3	2	2	2	2	0	2	2	2	2
