	ceftazidime	levofloxacin	tetracycline	cefazolin	gentamicin	trimethoprim_sulfamethoxazole	ceftriaxone	amikacin	aztreonam	piperacillin_tazobactam	meropenem	cefepime	imipenem	cefoxitin	ciprofloxacin	ertapenem	tobramycin
573.13098	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	2	1
573.13099	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13101	1	1	2	1	0	0	1	0	1	1	0	0	0	1	1	2	1
573.13102	1	0	1	1	0	1	1	0	1	2	0	1	0	0	0	2	1
573.13104	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0
573.13105	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13106	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	2	0
573.13107	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13108	1	1	0	1	0	1	1	2	1	1	1	0	1	1	1	2	1
573.13109	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13110	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13111	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.13112	1	1	1	1	0	1	1	0	1	1	0	2	0	1	1	2	1
573.13113	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13114	1	1	1	1	0	1	1	0	1	0	0	2	0	1	1	2	2
573.13115	1	0	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13116	1	1	1	1	0	1	1	0	1	0	0	2	0	0	1	2	2
573.13118	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	0
573.13119	1	1	1	1	0	1	1	2	1	1	0	0	0	0	1	2	1
573.13120	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.13121	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13122	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13124	1	1	2	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13125	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	2	0
573.13126	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13127	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13128	1	1	1	1	0	1	1	0	1	2	0	0	0	1	1	2	2
573.13130	1	0	1	1	1	1	1	0	0	2	0	2	0	0	1	2	1
573.13131	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13132	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13133	1	0	0	1	0	1	1	0	1	0	0	0	0	0	2	2	0
573.13135	1	1	0	1	1	1	1	0	1	2	0	1	0	2	1	2	2
573.13136	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	2	0
573.13137	1	0	1	1	0	1	2	0	0	1	0	0	0	0	0	2	0
573.13138	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13139	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
573.13140	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	1
573.13142	1	1	2	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.13143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.13144	1	1	1	1	0	1	1	0	1	0	0	1	0	2	1	2	2
573.13145	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13146	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0
573.13147	1	1	1	1	0	1	1	0	0	2	0	1	0	0	1	2	2
573.13148	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	2	0
573.13149	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13150	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	2
573.13151	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	1
573.13152	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13153	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13156	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13157	1	1	0	1	0	1	1	2	1	0	0	0	0	0	1	2	1
573.13158	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	2	1
573.13159	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	2	1
573.13160	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	2	0
573.13161	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13162	1	2	1	1	1	1	1	0	1	1	1	1	2	1	1	2	2
573.13163	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13164	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13165	1	0	1	1	1	1	1	0	1	2	0	1	0	1	1	2	1
573.13166	1	0	1	1	0	1	1	0	1	0	0	2	0	0	1	2	2
573.13167	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
573.13168	1	0	1	1	0	1	1	0	1	0	0	2	0	0	1	2	2
573.13169	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	2	1
573.13170	1	0	1	1	0	1	1	0	1	2	0	2	0	0	1	2	2
573.13171	1	1	0	1	1	1	1	0	2	1	0	1	0	0	1	2	1
573.13172	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	2	0
573.13173	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.13174	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	2	0
573.13175	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13176	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13177	1	1	1	1	0	1	1	0	1	1	2	1	0	1	1	2	2
573.13178	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.13179	1	1	0	1	0	1	1	2	1	2	0	2	0	0	1	2	1
573.13180	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13181	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13182	1	1	2	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13183	1	1	0	1	1	1	1	0	1	1	1	1	2	1	1	2	2
573.13185	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.13186	1	1	1	1	0	1	1	0	1	1	2	1	1	1	1	2	0
573.13187	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.13189	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13190	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13191	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13192	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13193	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13194	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	2	1
573.13195	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	2	0
573.13196	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13197	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	2	1
573.13198	1	0	0	1	0	0	1	0	1	1	0	2	0	0	0	2	0
573.13199	1	0	0	1	0	0	1	0	1	1	0	2	0	0	0	2	0
573.13200	1	1	2	1	1	0	1	0	1	1	0	1	0	1	1	2	0
573.13201	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13202	1	1	2	1	1	1	1	0	0	1	1	0	0	1	1	2	0
573.13203	1	0	0	1	1	0	1	0	1	0	0	2	0	0	2	2	2
573.13204	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13205	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	2	1
573.13206	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1
573.13207	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	2	1
573.13208	1	1	0	1	2	1	1	1	1	1	1	1	2	1	1	2	1
573.13209	1	1	1	1	0	0	1	0	1	2	0	1	0	1	1	2	0
573.13210	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13211	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13212	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13213	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13214	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.13215	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13216	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.13217	1	1	0	1	2	1	1	2	1	1	1	1	1	1	1	2	1
573.13218	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	2	0
573.13219	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13220	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13221	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13222	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	2	2
573.13223	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13224	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13225	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13226	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	1
573.13227	1	1	1	1	1	1	1	2	1	1	0	2	0	1	1	2	1
573.13228	1	1	0	1	0	1	1	2	1	0	0	2	0	2	1	2	1
573.13229	1	0	1	1	0	1	1	0	1	0	0	1	0	0	2	2	0
573.13230	1	1	2	1	0	1	1	0	1	2	0	1	0	1	1	2	0
573.13231	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	2	0
573.13232	1	1	2	1	0	0	1	0	1	1	0	2	0	1	1	2	1
573.13233	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13234	1	1	0	1	2	0	1	1	1	1	1	1	1	1	1	2	1
573.13235	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13236	1	1	0	1	0	1	1	2	1	1	1	1	0	1	1	2	1
573.13237	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13238	1	1	0	1	0	0	1	2	2	1	1	0	1	1	1	2	1
573.13239	1	1	1	1	1	1	1	1	1	1	0	2	0	1	1	2	1
573.13240	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13241	1	0	0	1	0	0	1	0	1	1	0	1	0	0	2	2	0
573.13242	1	1	1	1	0	0	1	0	1	0	0	2	0	1	1	2	0
573.13243	1	1	1	1	2	0	1	0	1	0	0	0	0	1	1	2	2
573.13244	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13245	1	1	1	1	2	0	1	0	1	0	0	0	0	1	1	2	2
573.13246	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	2
573.13247	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13248	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13249	1	1	0	1	0	0	1	0	1	0	0	1	0	2	1	2	0
573.13250	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	2
573.13251	1	1	2	1	1	1	1	0	1	1	1	0	1	1	1	2	1
573.13252	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.13253	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	2	0
573.13254	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13255	1	1	0	1	1	1	1	0	1	1	2	1	1	1	1	2	1
573.13256	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13257	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	2	0
573.13258	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13259	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13260	1	1	1	1	0	1	2	0	1	0	0	0	0	2	1	2	0
573.13261	1	1	0	1	0	1	1	2	1	1	0	1	0	1	1	2	1
573.13262	1	1	2	1	1	0	1	0	1	1	0	2	0	0	1	2	2
573.13263	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.13264	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	2	0
573.13265	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13266	1	1	0	1	0	1	1	0	2	1	0	0	0	0	1	2	0
573.13267	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13268	1	1	2	1	1	0	1	0	1	1	0	0	0	1	1	2	0
573.13269	1	1	1	1	1	1	1	0	1	1	0	1	0	2	1	2	1
573.13270	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13271	1	1	2	1	0	0	1	0	1	0	0	2	0	1	1	2	2
573.13272	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	2	1
573.13273	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13274	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13275	1	0	0	1	0	1	1	0	1	0	0	2	0	0	0	2	0
573.13276	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	2	2
573.13277	1	0	0	1	0	1	1	0	1	1	0	2	0	0	0	2	0
573.13278	1	1	2	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13279	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	2	2
573.13280	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13281	1	1	2	1	0	0	1	0	1	1	0	1	0	1	1	2	1
573.13282	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13283	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13285	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	2	2
573.13287	1	2	1	1	1	1	1	0	1	2	0	1	0	1	1	2	1
573.13288	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13289	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.13290	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13291	1	1	1	1	1	1	1	2	1	1	0	0	0	1	1	2	1
573.13292	1	1	0	1	0	1	1	0	1	1	1	2	1	1	1	2	0
573.13293	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13294	1	1	1	1	0	1	1	0	1	0	0	1	0	2	1	2	0
573.13296	1	2	2	1	2	0	2	0	1	0	0	0	0	0	1	2	2
573.13297	1	2	2	0	2	0	2	0	1	0	0	0	0	2	1	2	2
573.13299	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13300	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	1
573.13301	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13302	1	1	1	1	0	0	1	0	1	2	0	2	0	1	1	2	2
573.13303	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.13304	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13305	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13306	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	2
573.13307	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.13308	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13309	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13310	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	1
573.13311	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13312	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.13313	1	1	1	1	1	0	1	0	1	1	0	2	0	0	1	2	2
573.13314	1	2	1	1	1	1	1	0	1	1	0	1	0	0	1	2	2
573.13315	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13316	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13317	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13318	1	0	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13319	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13321	1	2	1	1	0	1	2	0	1	0	0	0	0	0	1	2	0
573.13322	1	1	0	1	0	1	1	1	1	1	1	1	2	1	1	2	1
573.13323	1	2	0	1	0	0	1	0	1	1	0	0	2	0	1	2	0
573.13324	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	2	0
573.13325	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	2	0
573.13326	1	1	1	1	0	1	1	0	1	1	0	1	0	2	1	2	2
573.13327	1	1	2	1	0	1	1	2	1	1	2	2	2	1	1	2	1
573.13328	1	1	1	1	1	1	1	0	1	2	0	0	0	0	1	2	0
573.13329	1	1	0	1	0	1	1	0	1	2	0	2	0	0	1	2	0
573.13330	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13331	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13332	1	0	1	1	1	1	1	0	1	0	0	2	0	0	2	2	1
573.13333	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.13334	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0
573.13335	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13336	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	2	0
573.13338	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13340	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13341	1	1	2	1	0	1	1	2	1	1	2	1	0	1	1	2	1
573.13342	1	1	1	1	1	0	1	2	1	0	0	1	0	1	1	2	1
573.13343	1	1	1	1	0	1	1	2	1	2	0	2	0	1	1	2	1
573.13344	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	2	0
573.13345	1	1	1	1	1	1	1	0	1	1	0	1	0	2	1	2	2
573.13346	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	2	0
573.13347	1	1	0	1	0	1	1	2	1	1	0	2	0	2	1	2	1
573.13348	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13349	1	2	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13350	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13351	1	1	0	1	0	1	1	2	1	1	2	1	0	1	1	2	1
573.13352	1	2	0	1	0	0	1	0	0	1	0	0	0	0	1	2	0
573.13353	1	1	2	1	0	0	1	0	1	1	0	1	0	1	1	2	1
573.13354	1	1	0	1	0	0	1	0	0	1	0	0	2	0	1	2	0
573.13355	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13356	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.13357	1	2	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.13358	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	2	0
573.13359	1	0	0	1	0	1	1	0	1	0	0	2	0	0	2	2	0
573.13360	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13361	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.13362	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13363	1	1	0	1	1	1	1	0	1	1	2	1	1	1	1	2	1
573.13364	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1
573.13365	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13367	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
573.13368	1	1	0	1	0	1	1	0	1	0	0	1	0	2	1	2	0
573.13369	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13370	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0
573.13371	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	2	2
573.13372	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13373	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.13374	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13375	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13376	1	2	0	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13377	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.13378	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13379	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13380	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	2	1
573.13381	1	1	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13382	1	1	2	1	0	1	1	0	1	1	1	2	1	1	1	2	0
573.13383	1	0	0	1	0	1	1	0	1	0	0	1	0	0	2	2	0
573.13384	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13386	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13387	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
573.13388	1	1	2	1	0	1	1	0	1	1	0	1	0	2	1	2	2
573.13389	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13390	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13391	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13392	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1
573.13393	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	0
573.13394	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
573.13395	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	2	1
573.13396	1	2	0	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13397	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.13399	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	2	1
573.13400	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1
573.13402	1	1	0	1	0	0	1	2	1	1	1	0	1	1	1	2	1
573.13403	1	0	2	1	0	0	1	0	1	1	1	1	1	1	0	2	0
573.13404	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	2	2
573.13405	1	1	1	1	0	0	1	0	1	0	0	2	0	1	1	2	0
573.13406	1	1	2	1	0	1	1	0	1	1	0	1	0	2	1	2	0
573.13407	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	2
573.13409	1	0	0	1	0	1	1	0	1	0	0	1	0	0	2	2	0
573.13411	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	0
573.13412	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13413	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	0
573.13414	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13415	1	1	0	1	0	1	1	0	1	2	0	2	0	1	1	2	0
573.13416	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13417	1	1	0	1	1	1	1	0	1	1	2	1	1	1	1	2	1
573.13418	1	1	0	1	1	1	1	2	1	1	0	1	0	2	1	2	1
573.13419	1	1	2	1	0	0	1	0	1	1	1	1	1	1	1	2	1
573.13420	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
573.13422	1	0	1	1	0	0	1	0	1	1	0	2	0	1	0	2	0
573.13424	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13425	1	1	2	1	0	1	1	0	1	0	0	1	0	1	1	2	0
573.13426	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	2	1
573.13427	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13428	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	2	1
573.13429	1	1	1	1	1	1	1	0	1	1	1	2	1	2	1	2	1
573.13430	1	1	0	1	0	1	1	0	1	1	2	0	1	1	1	2	0
573.13431	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13432	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
573.13433	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1
573.13434	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.13435	1	1	0	1	1	1	1	2	1	1	0	2	0	0	1	2	1
573.13436	1	2	0	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13437	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13438	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13440	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13441	1	1	1	1	1	1	1	0	1	1	1	2	0	1	1	2	0
573.13442	1	0	0	1	0	1	1	0	1	0	0	1	0	0	2	2	0
573.13444	1	1	0	1	0	1	1	0	1	1	1	1	1	2	1	2	1
573.13445	1	1	2	1	0	1	1	2	1	1	0	2	0	1	1	2	1
573.13446	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.13447	1	1	2	1	0	0	1	0	1	1	1	2	0	1	1	2	0
573.13448	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	2	1
573.13449	1	1	0	1	2	1	1	2	1	1	2	1	0	1	1	2	1
573.13450	1	1	0	1	0	1	1	0	1	1	1	2	0	2	1	2	1
573.13451	1	1	2	1	0	0	1	0	1	1	1	1	2	1	1	2	0
573.13452	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13453	1	1	0	1	0	1	1	2	1	1	0	1	0	0	1	2	1
573.13454	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	2	0
573.13455	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13457	1	0	0	1	0	0	1	0	1	1	0	1	0	2	1	2	0
573.13458	1	1	0	1	1	1	1	0	2	2	0	2	0	0	1	2	1
573.13459	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13460	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	2	1
573.13461	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	2	1
573.13462	1	1	1	1	1	1	1	0	1	1	2	0	0	1	1	2	2
573.13463	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13464	1	1	0	1	0	1	1	0	1	2	0	2	0	0	1	2	0
573.13465	1	1	1	1	0	1	1	0	1	1	0	0	0	2	1	2	1
573.13467	1	1	0	1	1	0	1	0	1	1	0	2	0	0	1	2	2
573.13468	1	1	0	1	0	1	1	2	1	0	0	2	0	0	1	2	1
573.13469	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	2	0
573.13470	1	1	2	1	0	1	1	0	1	1	1	2	1	1	1	2	1
573.13471	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13472	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.13473	1	1	0	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13475	1	1	1	1	0	1	1	0	1	1	0	0	0	2	1	2	2
573.13477	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	2	1
573.13478	1	1	2	1	0	1	1	1	1	1	1	2	1	1	1	2	1
573.13479	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13481	1	1	1	1	1	1	1	0	1	1	0	0	0	2	1	2	1
573.13482	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.13483	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13484	1	0	0	1	0	0	1	0	1	0	0	1	0	0	2	2	0
