	ceftazidime	levofloxacin	tetracycline	cefazolin	gentamicin	trimethoprim_sulfamethoxazole	ceftriaxone	amikacin	aztreonam	piperacillin_tazobactam	meropenem	cefepime	imipenem	cefoxitin	ciprofloxacin	ertapenem	tobramycin
573.13870	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	0
573.13871	1	1	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13872	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2
573.13873	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	0
573.13875	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13876	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	2	1
573.13877	1	1	0	1	0	1	1	2	1	2	0	2	0	0	1	2	1
573.13878	1	1	0	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13879	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.13880	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	2	2
573.13881	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13882	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13883	1	1	2	1	0	1	1	0	1	1	0	2	0	2	1	2	0
573.13884	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13885	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13886	1	1	0	1	1	1	1	0	1	1	0	2	0	1	1	2	2
573.13887	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13888	1	1	1	1	0	1	1	0	1	0	0	2	0	0	1	2	2
573.13889	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13891	1	0	1	1	0	1	1	0	0	0	0	0	0	2	2	2	2
573.13892	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	1
573.13893	1	1	1	1	0	1	1	2	1	1	0	1	0	2	1	2	1
573.13894	1	1	1	1	1	1	1	0	2	1	1	0	1	2	1	2	2
573.13895	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	2	1
573.13896	1	1	1	1	1	1	1	2	2	1	2	2	0	1	1	2	1
573.13897	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	2	1
573.13898	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	2	1
573.13900	1	1	1	1	1	0	1	0	1	1	1	2	1	1	1	2	1
573.13901	1	1	1	1	1	1	1	0	1	0	0	1	0	2	1	2	2
573.13902	1	1	1	1	1	1	1	0	1	0	0	2	0	0	1	2	1
573.13903	1	1	2	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13904	1	1	0	1	0	1	1	2	1	1	0	1	0	2	1	2	1
573.13905	1	1	0	1	1	0	1	0	1	1	1	1	1	2	1	2	1
573.13906	1	1	0	1	1	1	1	0	1	1	0	2	0	1	1	2	2
573.13907	1	1	2	1	1	1	1	0	1	1	0	1	0	2	1	2	2
573.13908	1	1	0	1	2	0	1	0	1	1	1	1	1	1	1	2	1
573.13909	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13910	1	1	0	1	0	1	1	0	1	0	0	2	0	2	1	2	2
573.13911	1	1	0	1	2	0	1	0	1	1	1	1	1	1	1	2	1
573.13912	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.13913	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	2	1
573.13915	1	1	0	1	0	0	1	0	1	1	0	2	0	2	1	2	1
573.13916	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.13917	1	1	2	1	0	1	1	2	1	1	0	1	0	2	1	2	1
573.13918	1	1	1	1	1	0	1	0	1	1	1	1	1	2	1	2	2
573.13919	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13920	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.13921	1	1	2	1	0	1	1	0	1	1	0	1	0	2	1	2	1
573.13922	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	2	2
573.13923	1	1	0	1	0	1	1	2	1	1	1	1	1	2	1	2	1
573.13925	1	0	1	1	0	1	1	0	1	1	0	2	0	0	0	2	0
573.13926	1	1	1	1	1	1	1	2	1	1	0	1	0	1	1	2	1
573.13927	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13928	1	0	0	1	2	0	2	0	1	0	0	0	0	0	0	2	2
573.13929	1	0	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13930	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	2	2
573.13931	1	1	2	1	0	0	1	2	1	1	1	1	1	2	1	2	1
573.13932	1	1	1	1	0	1	1	0	2	1	0	1	0	2	1	2	1
573.13933	1	1	2	1	0	1	1	2	1	2	1	1	1	1	1	2	1
573.13934	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	2	1
573.13935	1	0	1	1	0	1	1	0	1	2	0	1	0	2	0	2	1
573.13937	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13938	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13939	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.13940	1	1	2	1	0	0	1	2	1	1	1	2	1	1	1	2	1
573.13942	1	1	0	1	0	1	1	2	1	1	1	2	1	1	1	2	1
573.13943	1	2	2	1	0	1	1	0	1	1	0	2	0	2	1	2	0
573.13945	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	1
573.13946	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	2	1
573.13947	1	1	2	1	0	1	1	0	1	1	1	0	1	1	1	2	2
573.13948	1	1	1	1	0	1	1	2	1	1	0	0	0	1	1	2	1
573.13949	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13950	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	1
573.13951	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13952	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13953	1	1	0	1	0	0	1	2	1	1	0	1	0	0	1	2	1
573.13954	1	1	0	1	0	1	1	0	0	1	1	0	1	2	1	2	0
573.13955	1	1	1	1	1	0	1	0	1	1	1	2	1	2	1	2	1
573.13956	1	1	0	1	0	1	1	0	0	1	1	0	1	2	1	2	0
573.13958	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	0
573.13959	1	1	1	1	1	1	1	0	1	2	0	0	0	0	1	2	0
573.13960	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13961	1	1	0	1	1	1	1	0	1	1	1	2	1	1	1	2	0
573.13962	1	1	1	0	0	0	2	0	2	0	0	0	0	0	1	2	2
573.13963	1	1	1	1	1	1	1	0	1	1	0	2	0	2	1	2	2
573.13964	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.13965	1	1	1	1	0	1	1	0	1	1	1	1	1	2	1	2	0
573.13966	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.13969	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.13970	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.13971	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.13972	1	1	0	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13973	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.13974	1	1	0	1	1	0	1	2	1	1	0	2	0	1	1	2	1
573.13975	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13976	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.13977	1	1	0	1	0	0	1	2	1	0	0	2	0	0	1	2	1
573.13978	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13979	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.13981	1	1	0	1	0	0	1	2	2	1	1	1	1	1	1	2	1
573.13982	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.13983	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.13984	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.13985	1	1	1	1	0	1	1	0	2	0	0	1	0	0	1	2	2
573.13986	1	1	0	1	0	1	1	2	1	1	2	1	1	1	1	2	1
573.13987	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13988	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13989	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13990	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	2
573.13991	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.13992	1	1	1	1	1	1	1	0	1	0	0	2	0	0	1	2	2
573.13993	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	2	1
573.13994	1	1	1	1	0	1	1	0	1	2	0	1	0	0	1	2	2
573.13996	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.13997	1	1	0	1	0	1	1	2	1	1	2	1	1	1	1	2	1
573.13998	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	2	1
573.13999	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	2	1
573.14000	1	1	0	1	0	1	1	2	1	1	1	1	0	1	1	2	1
573.14001	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	2	0
573.14002	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	2	2
573.14003	1	1	0	1	0	0	1	2	1	0	0	2	0	0	1	2	1
573.14004	1	1	2	1	0	1	1	0	1	1	0	1	0	2	1	2	2
573.14005	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14006	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.14007	1	1	1	1	0	0	1	0	1	2	0	1	0	1	1	2	0
573.14008	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.14009	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	2	0
573.14010	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14011	1	1	0	1	0	1	1	0	1	1	1	2	1	1	1	2	0
573.14012	1	1	0	1	1	1	1	2	1	1	0	0	0	2	1	2	1
573.14014	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	2
573.14015	1	1	1	1	0	1	1	0	0	0	0	2	0	1	1	2	0
573.14016	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	2	0
573.14017	1	1	1	1	1	1	1	0	2	1	0	0	0	1	1	2	0
573.14018	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14019	1	1	1	1	1	1	1	0	2	1	0	0	0	1	1	2	0
573.14020	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14022	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.14023	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.14024	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.14026	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.14028	1	1	1	1	0	1	1	0	1	1	0	2	0	0	1	2	2
573.14029	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	2	1
573.14030	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.14031	1	1	1	1	0	1	1	2	1	1	2	1	0	1	1	2	1
573.14032	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	2	1
573.14033	1	1	0	1	0	1	1	2	0	1	1	2	1	1	1	2	1
573.14034	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	2
573.14035	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14036	1	1	0	1	0	1	1	1	1	2	0	2	0	2	1	2	1
573.14037	1	1	2	1	0	1	1	0	1	1	0	1	0	1	1	2	0
573.14038	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14039	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14040	1	1	1	1	0	1	1	0	2	1	1	2	1	1	1	2	2
573.14041	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	0
573.14042	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.14044	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14045	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	0
573.14046	1	1	0	1	0	1	1	0	1	1	0	2	0	1	1	2	0
573.14047	1	0	2	1	0	0	1	0	1	1	0	1	0	1	0	2	0
573.14048	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	2	0
573.14049	1	1	2	1	1	1	1	2	1	1	0	1	0	1	1	2	1
573.14050	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14051	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	2	2
573.14052	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14053	1	1	0	1	0	1	1	2	1	1	2	1	1	1	1	2	1
573.14054	1	1	1	1	1	1	1	0	1	1	0	2	0	0	1	2	1
573.14055	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	2	0
573.14056	1	1	0	1	1	1	1	0	1	1	1	2	1	1	1	2	0
573.14057	1	1	1	1	1	1	1	0	1	1	0	1	0	2	1	2	1
573.14058	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	2	1
573.14059	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	0
573.14060	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14061	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.14062	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	0
573.14065	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.14066	1	1	0	1	2	1	1	1	1	1	1	1	0	1	1	2	1
573.14067	1	1	1	1	1	0	1	2	1	1	0	1	0	1	1	2	1
573.14068	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14069	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.14070	1	0	0	1	0	1	1	0	1	0	0	2	0	0	2	2	0
573.14071	1	0	0	1	0	1	1	0	1	0	0	2	0	0	2	2	0
573.14072	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	2	2
573.14074	1	1	1	1	1	1	1	0	1	1	2	0	0	1	1	2	0
573.14075	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14076	1	1	0	1	0	0	1	2	1	1	1	1	0	1	1	2	1
573.14077	1	1	1	1	1	1	1	0	1	1	2	2	0	1	1	2	0
573.14078	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14079	1	1	0	1	1	0	1	0	1	1	1	2	1	1	1	2	0
573.14080	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14081	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	2	1
573.14082	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14083	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14084	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14085	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14086	1	2	2	1	2	1	1	0	1	2	0	2	0	1	2	2	2
573.14087	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	2	1
573.14088	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.14089	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.14090	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14091	1	1	1	1	0	0	1	0	1	1	1	2	1	1	1	2	2
573.14092	1	1	2	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14093	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14094	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	2
573.14095	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.14096	1	1	1	1	1	1	1	0	1	1	2	2	1	1	1	2	0
573.14097	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14098	1	1	2	1	0	1	1	0	1	1	1	2	1	1	1	2	2
573.14099	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14100	1	1	0	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14101	1	0	1	1	1	1	1	0	1	0	0	1	0	0	2	2	2
573.14102	1	1	1	1	2	1	1	0	1	1	0	1	0	2	1	2	2
573.14103	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14105	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14106	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14107	1	1	0	1	0	0	1	0	1	1	0	1	0	1	1	2	0
573.14108	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	2	0
573.14109	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14110	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14111	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	2
573.14112	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.14113	1	1	0	1	0	0	1	0	1	1	0	2	0	1	1	2	0
573.14114	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	2	1
573.14115	1	1	2	1	0	1	1	1	1	1	2	1	1	1	1	2	1
573.14116	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	2
573.14118	1	1	0	1	0	1	1	2	0	1	1	0	1	1	1	2	1
573.14119	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	2	2
573.14120	1	2	1	1	0	1	1	0	1	2	0	2	0	1	1	2	1
573.14121	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.14122	1	1	0	1	0	1	1	1	1	2	0	2	0	0	1	2	1
573.14123	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14124	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14125	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	2	1
573.14126	1	1	1	1	1	1	1	0	1	1	2	2	0	1	1	2	0
573.14127	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14128	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	2	1
573.14129	1	1	1	1	0	1	1	0	1	2	0	1	0	2	1	2	0
573.14130	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14131	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	0
573.14132	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	2	2
573.14133	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14134	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.14135	1	0	0	1	1	1	1	2	0	1	0	2	0	0	0	2	1
573.14136	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1
573.14137	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	2	1
573.14138	1	1	0	1	0	1	1	0	0	1	1	2	1	1	1	2	0
573.14139	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	2	1
573.14140	1	1	0	1	1	0	1	0	1	0	0	2	0	1	1	2	0
573.14141	1	1	1	1	0	1	2	0	2	0	0	0	1	0	1	2	0
573.14142	1	1	2	1	0	1	1	0	2	1	0	2	0	1	1	2	0
573.14143	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	2	0
573.14144	1	1	1	1	1	1	1	0	2	1	2	0	0	1	1	2	0
573.14146	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	2	1
573.14147	1	1	0	1	1	1	1	0	2	1	0	0	0	0	1	2	0
573.14148	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14149	1	1	1	1	1	1	1	0	0	2	0	2	0	2	1	2	1
573.14151	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	2	2
573.14152	1	1	1	1	1	1	1	0	0	1	2	0	0	1	1	2	0
573.14153	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14154	1	1	0	1	1	0	1	0	0	1	0	2	0	2	1	2	2
573.14155	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	2	2
573.14156	1	1	1	1	1	1	1	0	0	1	0	2	0	1	1	2	0
573.14158	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14159	1	1	1	1	2	1	1	0	1	1	0	0	0	1	1	2	0
573.14160	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	2
573.14161	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	2	2
573.14162	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14163	1	1	0	1	2	1	1	0	0	1	1	2	1	1	1	2	0
573.14164	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14165	1	1	0	1	0	1	1	1	1	1	2	1	0	1	1	2	1
573.14166	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	2	2
573.14167	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	2	0
573.14168	1	1	2	1	0	1	1	0	0	1	1	0	1	1	1	2	0
573.14169	1	0	1	1	1	1	1	0	1	2	0	1	0	0	1	2	1
573.14170	1	0	0	1	0	0	1	0	1	1	0	2	0	0	0	2	0
573.14172	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14173	1	1	0	1	0	1	1	2	1	1	0	0	0	2	1	2	1
573.14174	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	2	0
573.14175	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	2	1
573.14176	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	0
573.14177	1	1	0	1	1	1	1	2	1	1	0	1	0	2	1	2	1
573.14178	1	1	0	1	2	1	1	1	1	1	0	1	1	1	1	2	1
573.14179	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	2	2
573.14180	1	1	1	1	1	1	1	0	1	1	0	2	0	0	1	2	1
573.14181	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14182	1	1	0	1	1	1	1	2	1	1	0	1	0	2	1	2	1
573.14183	1	1	1	1	0	0	1	2	2	1	1	2	1	1	1	2	1
573.14184	1	1	0	1	0	0	1	2	1	1	1	1	1	1	1	2	1
573.14185	1	1	0	1	0	1	1	1	1	1	1	2	1	1	1	2	1
573.14186	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1
573.14187	1	1	1	1	1	1	1	0	1	1	2	0	0	1	1	2	1
573.14188	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	2	2
573.14189	1	1	0	1	1	1	1	0	1	1	0	1	0	2	1	2	2
573.14190	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14191	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	2	2
573.14192	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	2	2
573.14193	1	1	0	1	1	1	1	0	0	1	0	2	0	0	1	2	1
573.14194	1	1	1	1	0	1	1	0	1	1	0	2	0	0	1	2	1
573.14195	1	1	1	1	0	1	1	0	2	1	0	2	0	1	1	2	0
573.14196	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.14197	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	0
573.14199	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	2	2
573.14200	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	2	1
573.14202	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.14203	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	2	2
573.14204	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1
573.14206	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	2	1
573.14207	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.14208	1	1	1	1	0	1	1	0	2	0	0	1	0	0	1	2	2
573.14209	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0
573.14210	1	1	0	1	0	1	1	0	1	1	0	1	1	2	1	2	0
573.14211	1	1	0	1	0	1	1	0	1	0	0	2	0	0	1	2	0
573.14212	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	2	2
573.14213	1	1	0	1	0	1	1	2	1	1	0	0	0	0	1	2	1
573.14214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.14215	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	0
573.14216	1	1	0	1	0	1	1	2	1	1	0	0	0	0	1	2	1
573.14217	1	1	0	1	1	1	1	0	1	1	1	0	2	1	1	2	1
573.14218	1	1	0	1	1	1	1	1	1	1	0	1	0	2	1	2	1
573.14219	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.14220	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0
573.14221	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	2	1
573.14222	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14223	1	1	0	1	1	1	1	2	1	1	1	2	1	1	1	2	1
573.14224	1	1	0	1	1	0	1	2	1	1	0	1	0	1	1	2	1
573.14225	1	1	0	1	1	1	1	0	1	1	1	2	1	2	1	2	2
573.14226	1	1	0	1	1	1	1	2	1	1	2	1	1	1	1	2	1
573.14227	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	2	1
573.14228	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	2	1
573.14229	1	0	0	1	0	0	1	0	1	1	0	2	1	1	0	2	0
573.14230	1	1	1	1	0	1	1	2	1	1	0	2	0	1	1	2	1
573.14231	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
573.14232	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	2	0
573.14233	1	1	0	1	1	1	1	1	1	1	0	1	0	2	1	2	1
573.14234	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.14235	1	2	1	1	1	1	1	0	1	0	0	1	0	0	1	2	1
573.14236	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	2	0
573.14237	1	0	1	1	0	1	1	0	1	2	0	1	0	0	0	2	2
573.14238	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	2	2
573.14239	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.14240	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
573.14241	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	2	1
573.14242	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	2	1
573.14243	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
573.14244	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	2	0
573.14245	1	1	1	1	1	1	1	0	1	2	0	1	0	2	1	2	1
573.14246	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	2	0
573.14247	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	2
573.14248	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	2	0
573.14249	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	2	1
573.14250	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1
573.14251	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2
573.14252	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	2
573.14253	1	1	0	1	0	0	1	0	1	1	0	1	0	1	1	2	0
573.14254	1	1	2	1	0	1	1	2	1	1	1	1	1	1	1	2	1
