	chloramphenicol	gentamicin	ceftiofur	sulfisoxazole	streptomycin	ampicillin	cefoxitin	ceftriaxone	tetracycline
28901.9246	0	1	0	0	1	1	0	0	1
28901.9247	0	0	0	1	1	1	0	0	1
28901.9248	0	0	0	1	1	1	0	0	1
340188.39	0	0	0	0	0	0	0	0	0
340188.40	0	0	0	0	0	0	0	0	0
340188.41	0	0	0	0	0	0	0	0	0
340188.42	0	0	0	0	0	0	0	0	0
340189.10	0	0	0	0	0	0	0	0	0
340190.10	0	0	0	0	1	0	0	0	0
340190.11	0	0	0	0	1	0	0	0	0
340190.12	0	0	0	0	1	0	0	0	0
340190.13	0	0	0	0	1	0	0	0	0
340190.14	0	0	0	0	1	0	0	0	0
340190.15	0	0	0	0	0	0	0	0	0
340190.16	0	0	0	0	1	0	0	0	0
340190.17	0	0	0	0	1	0	0	0	1
340190.18	0	0	0	0	0	0	0	0	0
340190.19	0	0	0	0	1	0	0	0	0
340190.20	0	0	0	0	0	0	0	0	1
340190.21	0	0	1	0	0	1	1	1	0
340190.4	0	0	0	0	0	0	0	0	0
340190.5	0	0	0	0	1	0	0	0	0
340190.6	0	0	0	0	1	1	0	0	0
340190.7	0	0	0	0	0	0	0	0	0
340190.8	0	0	0	0	1	0	0	0	0
340190.9	0	0	0	0	0	0	0	0	0
363569.33	0	0	0	0	0	0	0	0	0
363569.34	0	0	0	0	0	0	0	0	0
363569.35	0	0	0	0	0	0	0	0	0
363569.36	0	0	0	0	0	0	0	0	0
363569.37	0	0	0	0	0	0	0	0	0
363569.38	0	0	0	0	0	0	0	0	0
363569.39	0	0	0	0	0	0	0	0	0
363569.3	0	0	0	0	0	0	0	0	0
363569.40	0	0	0	0	0	0	0	0	0
363569.41	0	0	0	0	0	0	0	0	0
363569.42	0	0	0	0	0	0	0	0	0
363569.43	0	0	0	0	0	0	0	0	0
363569.44	0	0	0	0	0	0	0	0	0
363569.45	0	0	0	0	0	0	0	0	0
363569.46	0	0	0	0	0	0	0	0	0
439853.3	0	0	0	0	0	0	0	0	1
439853.4	0	0	1	1	0	1	1	1	1
439853.5	0	0	0	0	0	0	0	0	0
46626.36	0	0	0	0	0	0	0	0	0
46626.37	0	0	0	0	0	0	0	0	0
46626.38	0	0	0	0	0	0	0	0	0
46626.39	0	0	0	0	0	0	0	0	0
46626.41	0	0	0	0	0	0	0	0	0
486990.7	0	0	0	0	0	0	0	0	0
486990.8	0	0	0	0	0	0	0	0	0
486990.9	0	0	0	0	0	0	0	0	0
486994.10	0	0	0	0	0	0	0	0	0
486994.9	0	0	0	0	0	0	0	0	0
486998.3	0	0	0	0	0	0	0	0	0
486998.4	0	0	0	0	0	0	0	0	0
486998.5	0	0	0	0	0	0	0	0	0
486998.6	0	0	0	0	0	0	0	0	0
486998.7	0	0	0	0	0	0	0	0	0
486998.8	0	0	0	0	0	0	0	0	1
486999.10	0	0	0	0	0	0	0	0	0
486999.9	0	0	0	0	0	0	0	0	0
57045.18	0	0	0	0	0	0	0	0	0
57045.19	0	0	0	0	0	0	0	0	0
58095.10	0	0	0	0	0	0	0	0	0
58095.11	0	1	0	1	1	1	0	0	0
58095.12	0	0	0	0	0	0	0	0	0
58095.13	0	0	0	0	0	0	0	0	0
58095.14	0	0	0	0	0	0	0	0	0
58095.15	0	1	0	0	1	1	0	0	1
58095.16	0	1	0	1	1	1	0	0	0
58095.17	0	1	0	1	1	0	0	0	0
58095.9	0	0	0	0	0	0	0	0	0
58096.44	0	0	0	0	0	0	0	0	0
58097.44	0	0	0	0	0	0	0	0	0
58712.10	0	0	0	0	0	0	0	0	0
58712.3	0	0	0	0	0	0	0	0	1
58712.4	0	0	0	0	0	0	0	0	1
58712.59	0	0	0	0	0	0	0	0	0
58712.5	0	0	0	0	0	0	0	0	0
58712.60	0	0	0	0	0	0	0	0	1
58712.61	0	0	0	0	0	0	0	0	0
58712.62	0	0	0	0	0	0	0	0	0
58712.63	0	0	0	0	0	0	0	0	0
58712.64	0	1	0	1	1	1	0	0	1
58712.65	0	1	0	0	0	1	0	0	1
58712.66	0	0	0	0	0	0	0	0	0
58712.67	0	0	0	0	0	0	0	0	0
58712.68	0	0	0	0	0	0	0	0	0
58712.69	0	0	0	0	0	0	0	0	0
58712.70	0	0	0	0	0	0	0	0	0
58712.71	0	0	0	0	1	0	0	0	0
58712.72	0	0	0	0	0	0	0	0	0
58712.73	0	0	0	0	0	0	0	0	0
58712.74	0	0	0	0	0	0	0	0	0
58712.75	0	0	0	0	0	0	0	0	0
58712.76	0	0	0	0	0	0	0	0	0
58712.77	0	0	0	0	0	0	0	0	0
58712.78	0	0	0	0	0	0	0	0	0
58712.79	0	0	0	0	0	0	0	0	0
58712.81	0	0	0	0	0	0	0	0	0
58712.83	0	0	0	0	0	0	0	0	0
58712.84	0	0	0	0	0	0	0	0	0
58712.85	0	0	0	0	0	0	0	0	0
58712.86	0	0	0	0	0	0	0	0	0
58712.87	0	0	0	0	0	0	0	0	0
58712.88	0	0	0	0	0	0	0	0	0
58712.89	0	0	0	0	0	0	0	0	0
58712.8	0	1	0	0	1	1	0	0	1
58712.90	0	1	0	0	0	0	0	0	0
58712.91	0	0	0	0	0	0	0	0	0
58712.92	0	0	0	0	0	0	0	0	0
58712.93	0	0	0	0	0	0	0	0	0
58712.94	0	0	0	0	0	0	0	0	0
58712.95	0	0	0	0	0	0	0	0	1
58712.96	0	0	0	0	0	0	0	0	0
58712.9	0	0	0	0	1	0	0	0	0
595.100	0	0	2	2	0	0	2	2	1
595.101	0	0	2	2	0	0	2	2	1
595.102	0	0	2	2	1	1	2	2	1
595.103	0	0	2	2	0	0	2	2	1
595.104	0	0	2	2	0	1	2	2	1
595.105	0	0	2	2	1	0	2	2	1
595.106	0	0	2	2	0	0	2	2	1
595.107	0	0	2	2	0	0	2	2	1
595.108	0	0	2	2	0	0	2	2	0
595.109	0	0	2	2	1	0	2	2	1
595.110	0	0	2	2	1	0	2	2	1
595.111	0	0	2	2	1	1	2	2	1
595.112	0	0	2	2	0	0	2	2	1
595.113	0	0	2	2	0	0	2	2	0
595.114	0	0	2	2	0	0	2	2	1
595.115	0	0	2	2	0	0	2	2	1
595.116	0	0	2	2	0	0	2	2	0
595.117	0	0	2	2	1	0	2	2	1
595.118	0	0	2	2	0	0	2	2	1
595.119	0	0	2	2	1	0	2	2	1
595.120	0	0	2	2	0	0	2	2	0
595.121	0	0	2	2	1	0	2	2	1
595.122	0	0	2	2	0	0	2	2	1
595.123	0	0	2	2	1	0	2	2	1
595.124	0	0	2	2	1	0	2	2	1
595.125	0	0	2	2	0	0	2	2	0
595.129	0	0	2	2	1	0	2	2	1
595.137	0	0	0	0	0	0	0	0	0
595.138	0	0	0	0	0	0	0	0	0
595.139	0	0	0	0	0	0	0	0	0
595.140	0	0	0	0	0	0	0	0	0
595.141	0	0	0	0	0	0	0	0	0
595.142	0	0	0	0	0	0	0	0	0
595.143	0	0	0	0	0	0	0	0	0
595.144	0	0	0	0	0	0	0	0	0
595.145	0	0	0	0	0	0	0	0	0
595.146	0	0	0	0	0	0	0	0	0
595.147	0	0	0	0	0	0	0	0	0
595.148	0	0	0	0	0	0	0	0	0
595.149	0	0	0	0	0	0	0	0	0
595.150	0	0	0	1	0	0	0	0	1
595.151	0	0	0	0	0	0	0	0	0
595.152	0	0	0	0	0	0	0	0	0
595.153	0	0	0	0	0	0	0	0	0
595.154	0	0	0	0	0	0	0	0	0
595.155	0	0	0	0	0	0	0	0	0
595.156	0	0	0	0	0	0	0	0	0
595.29	0	0	0	0	0	0	0	0	0
595.30	0	0	0	0	0	0	0	0	0
595.31	0	0	0	0	0	0	0	0	0
595.32	0	0	0	0	0	0	0	0	0
595.33	0	0	0	0	0	0	0	0	0
595.35	0	0	0	0	0	0	0	0	0
595.36	0	0	0	0	0	0	0	0	0
595.37	0	0	0	0	0	0	0	0	0
595.38	0	0	0	0	0	0	0	0	0
595.39	0	1	0	1	1	0	0	0	1
595.40	0	1	0	1	0	0	0	0	0
595.41	0	0	0	0	0	0	0	0	0
595.46	0	0	0	0	0	0	0	0	0
595.96	0	0	2	2	1	0	2	2	1
595.97	0	0	2	2	1	0	2	2	1
595.98	0	0	2	2	1	0	2	2	1
595.99	0	0	2	2	0	0	2	2	0
596.10	0	0	0	0	0	0	0	0	0
596.11	0	1	0	1	0	0	0	0	1
596.12	0	0	0	1	1	0	0	0	1
596.13	0	0	0	0	0	0	0	0	0
596.14	0	0	0	0	0	0	0	0	0
596.15	0	0	0	0	0	0	0	0	0
596.16	0	0	0	1	0	0	0	0	1
596.17	0	0	0	0	0	0	0	0	0
596.18	0	0	0	0	0	0	0	0	0
596.19	0	0	0	1	1	0	0	0	1
596.20	0	0	0	1	1	0	0	0	1
596.21	0	0	0	0	0	0	0	0	0
596.3	0	0	0	1	0	0	0	0	1
596.4	0	0	0	0	0	0	0	0	0
596.5	0	0	0	0	0	0	0	0	0
596.67	0	0	0	0	0	0	0	0	0
596.68	0	0	0	0	0	0	0	0	0
596.6	0	0	0	0	0	0	0	0	0
596.7	0	0	0	1	0	0	0	0	1
596.8	0	0	0	1	1	0	0	0	1
596.9	0	0	0	0	0	0	0	0	0
598.23	0	0	0	0	0	0	0	0	0
598.24	0	0	0	0	0	0	0	0	0
598.26	0	1	1	1	1	1	0	1	1
598.27	0	0	0	0	0	0	0	0	0
598.28	0	0	0	0	0	0	0	0	0
598.29	0	0	0	0	0	0	0	0	0
598.30	0	0	0	0	0	0	0	0	0
598.31	0	0	0	0	0	0	0	0	0
598.32	0	0	0	0	0	0	0	0	0
598.33	0	0	0	0	0	0	0	0	0
600.10	0	0	0	0	0	0	0	0	0
600.11	0	0	0	0	0	0	0	0	0
600.42	0	0	0	0	0	0	0	0	0
600.43	0	0	0	0	0	0	0	0	0
600.44	0	0	0	0	0	0	0	0	0
600.45	0	0	0	0	0	0	0	0	0
600.4	0	0	0	0	0	0	0	0	0
600.5	0	0	0	0	0	0	0	0	0
600.6	0	0	0	0	0	0	0	0	0
600.7	0	0	0	0	0	0	0	0	0
611.131	0	0	0	0	0	0	0	0	0
611.132	0	0	0	0	0	0	0	0	0
611.133	0	0	0	0	0	0	0	0	0
611.134	0	0	0	0	0	0	0	0	0
611.16	0	1	0	0	0	1	0	0	1
611.17	0	0	0	0	0	0	0	0	0
611.18	0	0	0	0	0	0	0	0	0
611.19	0	1	0	0	1	1	0	0	1
611.20	0	1	0	0	1	1	0	0	1
611.21	0	0	0	0	0	0	0	0	0
611.22	0	0	0	0	1	0	0	0	1
611.24	0	1	0	1	1	0	0	0	1
611.25	0	0	0	0	0	0	0	0	0
611.26	0	0	0	0	0	0	0	0	0
611.27	0	0	1	0	1	1	1	1	1
611.28	0	0	0	0	1	1	0	0	1
611.29	0	1	0	0	1	1	0	0	1
611.30	0	0	1	0	1	1	1	1	1
611.31	0	1	0	0	0	1	0	0	1
611.32	0	1	0	0	0	1	0	0	1
611.33	0	1	0	1	0	0	0	0	1
611.34	0	1	0	0	1	1	0	0	1
611.35	0	0	0	0	0	0	0	0	0
611.36	0	1	0	1	0	0	0	0	1
611.37	0	1	0	1	1	0	0	0	1
611.38	0	1	0	1	1	0	0	0	0
611.39	0	0	0	0	0	0	0	0	0
611.40	0	0	0	0	0	0	0	0	0
611.41	0	1	0	0	1	1	0	0	1
611.42	0	0	0	0	0	0	0	0	0
611.43	0	1	0	0	1	0	0	0	1
611.44	0	1	0	1	1	1	0	0	1
611.45	0	0	0	0	0	0	0	0	0
611.46	0	0	0	0	0	0	0	0	0
611.47	0	0	0	0	0	0	0	0	0
611.48	0	0	0	0	0	0	0	0	0
611.49	0	0	0	1	0	0	0	0	1
611.50	0	1	0	1	1	0	0	0	1
611.51	0	0	0	0	0	0	0	0	0
611.52	0	0	0	0	0	0	0	0	0
611.53	0	1	1	1	1	1	1	1	1
611.54	0	0	0	0	0	0	0	0	0
611.55	0	0	0	0	0	0	0	0	0
611.56	0	0	0	0	0	0	0	0	0
611.57	0	1	0	1	1	0	0	0	0
611.58	0	0	0	0	0	0	0	0	0
611.59	0	0	0	0	1	0	0	0	1
611.60	0	1	0	0	1	1	0	0	1
611.61	0	0	0	0	0	0	0	0	0
611.62	0	0	0	0	1	0	0	0	1
611.63	0	1	1	0	1	1	1	1	0
611.69	0	0	0	0	0	0	0	0	0
611.70	0	1	0	0	0	1	0	0	1
611.71	0	1	0	0	0	1	0	0	1
611.72	0	1	0	0	0	1	0	0	1
611.73	0	0	1	0	1	1	1	1	1
611.74	0	1	0	0	1	1	0	0	0
611.76	0	1	0	0	1	0	0	0	0
611.77	0	1	0	0	0	1	0	0	1
611.78	0	0	0	1	1	0	0	0	1
611.79	0	1	0	0	1	1	0	0	1
611.80	0	0	0	0	1	0	0	0	1
611.81	0	0	0	0	0	0	0	0	0
611.82	0	1	1	1	1	1	1	1	1
611.83	0	1	0	1	1	1	0	0	1
682797.8	0	0	0	0	0	0	0	0	0
82689.3	0	0	0	0	0	0	0	0	0
82689.4	0	0	0	0	0	1	0	0	0
82689.62	0	0	0	1	1	0	0	0	1
82689.63	0	0	0	0	0	0	0	0	0
82689.64	0	0	0	0	0	0	0	0	0
85569.100	0	0	2	2	1	1	2	2	0
85569.102	0	0	2	2	0	0	2	2	0
85569.105	0	0	2	2	1	1	2	2	1
85569.110	0	0	2	2	1	0	2	2	0
85569.125	0	0	2	2	1	0	2	2	1
85569.126	0	0	2	2	1	1	2	2	1
85569.128	0	2	2	2	1	0	2	2	0
85569.131	0	0	2	2	0	1	2	2	0
85569.132	0	0	2	2	1	0	2	2	0
85569.141	0	0	2	2	1	0	2	2	0
85569.143	0	0	2	2	1	1	2	2	1
85569.144	0	0	2	2	0	0	2	2	1
85569.145	0	0	2	2	0	1	2	2	1
85569.147	0	0	2	2	1	1	2	2	1
85569.150	0	0	2	2	1	1	2	2	1
85569.15	0	2	2	2	1	1	2	2	1
85569.165	0	0	2	2	1	1	2	2	0
85569.166	0	0	2	2	0	1	2	2	0
85569.167	0	0	2	2	1	0	2	2	0
85569.171	0	0	2	2	1	1	2	2	1
85569.181	0	0	2	2	0	0	2	2	1
85569.187	0	0	2	2	0	0	2	2	1
85569.188	0	0	2	2	0	0	2	2	0
85569.18	0	2	2	2	0	0	2	2	1
85569.193	0	0	2	2	0	0	2	2	0
85569.198	0	0	2	2	1	1	2	2	1
85569.199	0	0	2	2	1	1	2	2	1
85569.200	0	0	2	2	0	0	2	2	0
85569.202	0	0	2	2	0	1	2	2	0
85569.208	0	2	2	2	0	0	2	2	0
85569.210	0	0	2	2	1	0	2	2	0
85569.215	0	2	2	2	0	0	2	2	0
85569.218	0	0	2	2	1	0	2	2	0
85569.222	0	0	2	2	1	0	2	2	0
85569.225	0	0	2	2	1	0	2	2	0
85569.228	0	0	2	2	0	1	2	2	0
85569.22	0	2	2	2	0	0	2	2	1
85569.233	0	0	2	2	0	0	2	2	1
85569.238	0	0	2	2	1	1	2	2	1
85569.240	0	0	2	2	1	0	2	2	1
85569.24	0	2	2	2	0	0	2	2	0
85569.255	0	2	2	2	0	0	2	2	0
85569.258	0	0	2	2	1	0	2	2	0
85569.259	0	0	2	2	0	0	2	2	0
85569.273	0	0	2	2	1	0	2	2	0
85569.274	0	0	2	2	1	1	2	2	0
85569.277	0	0	2	2	1	0	2	2	1
85569.283	0	0	2	2	1	0	2	2	0
85569.285	0	0	2	2	0	0	2	2	1
85569.296	0	0	2	2	1	1	2	2	0
85569.297	0	0	2	2	0	0	2	2	0
85569.298	0	0	2	2	1	1	2	2	1
85569.299	0	0	2	2	0	1	2	2	0
85569.307	0	0	2	2	1	0	2	2	0
85569.320	0	0	2	2	0	0	2	2	0
85569.323	0	0	2	2	1	0	2	2	0
85569.324	0	0	2	2	0	0	2	2	0
85569.333	0	0	2	2	1	0	2	2	0
85569.335	0	0	2	2	0	1	2	2	0
85569.342	0	2	2	2	1	0	2	2	0
85569.343	0	2	2	2	1	0	2	2	0
85569.345	0	0	2	2	0	1	2	2	0
85569.347	0	2	2	2	0	0	2	2	0
85569.348	0	2	2	2	0	0	2	2	0
85569.351	0	2	2	2	0	0	2	2	0
85569.353	0	2	2	2	0	0	2	2	0
85569.354	0	2	2	2	0	0	2	2	0
85569.355	0	2	2	2	1	0	2	2	0
85569.359	0	2	2	2	0	0	2	2	0
85569.35	0	2	2	2	0	0	2	2	1
85569.360	0	2	2	2	0	0	2	2	0
85569.377	0	0	2	2	0	0	2	2	1
85569.37	0	2	2	2	0	0	2	2	1
85569.38	0	2	2	2	1	0	2	2	0
85569.39	0	2	2	2	0	0	2	2	0
85569.40	0	2	2	2	1	0	2	2	0
85569.44	0	2	2	2	0	1	2	2	0
85569.53	0	0	2	2	0	0	2	2	1
85569.56	0	0	2	2	1	0	2	2	1
85569.62	0	0	2	2	0	0	2	2	0
85569.63	0	0	2	2	1	0	2	2	0
85569.65	0	0	2	2	1	1	2	2	1
85569.66	0	0	2	2	0	0	2	2	0
85569.74	0	0	2	2	0	0	2	2	0
85569.81	0	0	2	2	0	0	2	2	1
85569.84	0	0	2	2	1	1	2	2	1
85569.86	0	0	2	2	1	1	2	2	1
85569.90	0	0	2	2	0	0	2	2	0
85569.93	0	0	2	2	1	1	2	2	0
85569.97	0	0	2	2	0	1	2	2	0
85569.9	0	2	2	2	1	1	2	2	1
90105.10	0	0	0	0	0	1	0	0	1
90105.11	0	1	0	1	1	1	0	0	0
90105.12	0	1	0	1	1	1	0	0	0
90105.137	0	0	0	0	0	0	0	0	0
90105.138	0	0	0	0	0	0	0	0	0
90105.13	0	1	0	1	1	0	0	0	0
90105.14	0	0	0	0	0	1	0	0	1
90105.15	0	1	0	0	1	1	0	0	1
90105.16	0	1	0	0	1	1	0	0	1
90105.17	0	1	0	1	1	1	0	0	0
90105.18	0	0	0	0	0	0	0	0	1
90105.19	0	0	0	0	0	0	0	0	1
90105.20	0	0	0	0	0	1	0	0	1
90105.21	0	0	0	0	0	0	0	0	0
90105.22	0	0	0	0	0	0	0	0	0
90105.23	0	0	0	0	0	1	0	0	1
90105.24	0	0	0	0	0	1	0	0	0
90105.25	0	0	0	0	0	0	0	0	1
90105.26	0	0	0	0	0	1	0	0	0
90105.27	0	1	0	1	1	1	0	0	1
90105.28	0	0	0	0	1	0	0	0	1
90105.29	0	0	1	0	0	1	1	1	1
90105.30	0	1	0	1	1	0	0	0	0
90105.31	0	0	0	0	0	1	0	0	1
90105.32	0	1	0	0	1	1	0	0	1
90105.33	0	0	0	0	0	0	0	0	0
90105.34	0	0	0	0	0	1	0	0	1
90105.35	0	0	0	0	0	0	0	0	0
90105.36	0	1	0	1	1	1	0	0	1
90105.37	0	1	0	1	1	1	0	0	0
90105.38	0	0	1	0	0	1	1	1	0
90105.3	0	0	0	0	0	1	0	0	1
90105.4	0	0	0	0	0	1	0	0	1
90105.5	0	0	0	0	0	1	0	0	1
90105.6	0	1	0	0	1	1	0	0	1
90105.7	0	0	0	0	0	1	0	0	1
90105.8	0	0	0	0	0	1	0	0	1
90105.9	0	0	0	0	0	1	0	0	1
90371.2125	0	2	1	1	1	1	1	1	1
90371.2126	0	2	1	0	0	1	0	1	0
90371.2131	0	2	1	0	0	1	1	1	0
90371.2132	0	2	1	0	0	1	1	1	0
90371.2133	0	2	1	0	0	1	1	1	0
90371.2134	0	2	0	1	1	1	0	0	1
90371.2135	0	2	1	1	1	1	1	1	1
90371.2138	0	2	1	1	1	1	1	1	1
90371.2140	0	2	0	1	1	0	0	0	0
90371.2141	0	2	1	0	0	1	1	1	0
90371.2474	0	2	0	0	0	0	0	0	1
90371.2475	0	2	0	0	1	1	0	0	1
90371.2482	0	2	1	1	0	1	1	1	1
90371.2485	0	2	0	0	1	1	0	0	1
90371.2930	0	0	0	0	0	0	0	0	0
90371.2931	0	0	0	0	0	0	0	0	0
90371.2932	0	0	0	0	0	0	0	0	0
90371.2933	0	0	0	0	0	0	0	0	0
90371.2934	0	0	0	0	0	2	0	0	0
90371.2935	0	0	0	0	0	0	0	0	0
90371.2936	0	0	0	0	0	0	0	0	0
90371.2937	0	0	0	0	0	0	0	0	0
90371.2938	0	0	0	0	0	0	0	0	0
90371.2939	0	0	0	0	0	0	0	0	0
90371.2940	0	0	0	0	0	0	0	0	0
90371.2941	0	0	0	0	0	0	0	0	0
90371.2943	0	0	0	0	0	0	0	0	0
90371.2945	0	0	0	0	0	0	0	0	0
90371.2946	0	0	0	0	0	0	0	0	0
90371.862	0	0	1	1	0	1	1	1	1
90371.863	0	0	1	1	0	1	1	1	1
90371.864	0	0	1	1	0	1	1	1	1
90371.865	0	0	1	1	0	1	1	1	1
90371.866	0	0	0	1	0	0	0	0	1
90371.867	0	0	1	1	0	1	1	1	1
90371.868	0	0	0	0	0	0	0	0	0
90371.869	0	0	0	0	0	0	0	0	0
90371.870	0	0	0	0	0	0	0	0	0
90371.871	0	0	0	0	0	0	0	0	0
90371.909	0	0	1	1	0	1	0	1	1
90371.910	0	1	0	0	1	1	0	0	1
90371.911	0	0	1	1	0	1	0	1	1
90371.912	0	0	1	1	0	1	1	1	1
90371.913	0	0	1	1	1	1	1	1	1
90371.914	0	1	0	1	1	0	0	0	1
90371.915	0	0	1	1	1	1	0	1	1
90371.916	0	0	1	1	0	1	1	1	1
90371.917	0	0	0	1	0	1	0	0	1
90371.918	0	0	0	0	0	0	0	0	0
90371.919	0	0	0	1	1	0	0	0	1
90371.920	0	0	0	1	0	0	0	0	1
90371.921	0	1	0	1	1	0	0	0	0
90371.922	0	0	0	0	0	0	0	0	0
90371.923	0	0	0	1	1	1	0	0	1
913070.17	0	0	0	0	0	0	0	0	0
913070.18	0	0	0	0	0	0	0	0	0
913070.19	0	0	0	0	0	0	0	0	0
913076.10	0	0	0	0	0	0	0	0	0
913076.8	0	0	0	0	0	0	0	0	0
913076.9	0	0	0	0	0	0	0	0	0
913079.13	0	0	0	0	0	0	0	0	0
913079.14	0	0	0	0	0	0	0	0	0
98360.48	0	0	0	0	0	0	0	0	0
98360.90	0	2	1	1	1	1	1	1	1
28150.63	2	1	2	2	2	1	1	1	0
28901.8250	2	0	0	1	1	1	0	0	1
28901.8297	2	0	0	0	0	0	1	0	0
28901.8309	2	0	0	1	1	1	0	0	1
28901.8355	2	0	0	0	0	0	0	0	1
28901.8384	2	0	2	0	0	0	0	0	0
28901.8389	2	0	0	0	0	0	0	0	0
28901.8493	2	0	0	0	0	0	2	0	0
28901.9209	2	0	0	1	1	1	0	0	1
90371.2927	2	0	2	2	2	0	0	0	0
28901.8432	2	2	2	2	2	1	2	0	2
28901.8434	2	2	2	2	2	1	2	2	2
90371.3118	2	2	2	2	2	1	2	1	2
28901.8429	2	2	2	2	2	0	2	0	2
28901.8430	2	2	2	2	2	0	2	2	2
28901.8433	2	2	2	2	2	0	2	2	2
28901.8435	2	2	2	2	2	0	2	2	2
28901.9234	2	2	2	2	2	0	2	2	2
28901.9235	2	2	2	2	2	0	2	2	2
28901.9236	2	2	2	2	2	0	2	2	2
28901.9237	2	2	2	2	2	0	2	2	2
28901.9238	2	2	2	2	2	0	2	2	2
28901.9239	2	2	2	2	2	0	2	2	2
28901.9240	2	2	2	2	2	0	2	2	2
28901.9241	2	2	2	2	2	0	2	2	2
28901.9242	2	2	2	2	2	0	2	2	2
28901.9243	2	2	2	2	2	0	2	2	2
28901.9245	2	2	2	2	2	0	2	2	2
599.297	2	2	2	2	2	0	2	0	2
