num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
7678,5,5,5,0,5,0,5,1
7679,5,5,5,0,5,0,5,1
7680,5,5,5,0,5,0,5,1
7681,5,5,5,0,5,0,5,1
7682,5,5,5,0,5,0,5,1
7683,5,5,5,0,5,0,5,1
7684,2,2,2,3,2,0,5,1
7685,5,5,5,0,5,0,5,1
7686,5,5,5,0,5,0,5,1
7687,5,5,5,0,5,0,5,1
7688,5,5,5,0,5,0,5,1
7689,1,1,1,4,1,0,5,1
7690,1,1,1,4,1,0,5,1
7691,5,5,5,0,5,0,5,1
7692,5,5,5,0,5,0,5,1
7693,5,5,5,0,5,0,5,1
7694,1,1,1,4,1,0,5,1
7695,5,5,5,0,5,0,5,1
7696,5,5,5,0,5,0,5,1
7697,1,1,1,4,1,0,5,1
7698,5,5,5,0,5,0,5,1
7699,5,5,5,0,5,0,5,1
7700,5,5,5,0,5,0,5,1
7701,5,5,5,0,5,0,5,1
7702,5,5,5,0,5,0,5,1
7703,5,5,5,0,5,0,5,1
7704,5,5,5,0,5,0,5,1
7705,1,1,1,4,1,0,5,1
7706,5,5,5,0,5,0,5,1
7707,5,5,5,0,5,0,5,1
7708,5,5,5,0,5,0,5,1
7709,5,5,5,0,5,0,5,1
7710,1,1,1,4,1,0,5,1
7711,5,5,5,0,5,0,5,1
7712,5,5,5,0,5,0,5,1
7713,5,5,5,0,5,0,5,1
7714,5,5,5,0,5,0,5,1
7715,5,5,5,0,5,0,5,1
7716,5,5,5,0,5,0,5,1
7717,5,5,5,0,5,0,5,1
7718,5,5,5,0,5,0,5,1
7719,5,5,5,0,5,0,5,1
7720,5,5,5,0,5,0,5,1
7721,5,5,5,0,5,0,5,1
7722,5,5,5,0,5,0,5,1
7723,5,5,5,0,5,0,5,1
7724,5,5,5,0,5,0,5,1
7725,5,5,5,0,5,0,5,1
7726,4,4,3,2,2,1,5,2
7727,1,1,1,4,1,0,5,1
7728,5,5,5,0,5,0,5,1
7729,5,5,5,0,5,0,5,1
7730,5,5,5,0,5,0,5,1
7731,5,5,5,0,5,0,5,1
7732,5,5,5,0,5,0,5,1
7733,5,5,5,0,5,0,5,1
7734,1,1,1,4,1,0,5,1
7735,1,1,1,4,1,0,5,1
7736,5,5,5,0,5,0,5,1
7737,5,5,5,0,5,0,5,1
7738,5,5,5,0,5,0,5,1
7739,5,5,5,0,5,0,5,1
7740,5,5,5,0,5,0,5,1
7741,1,1,1,4,1,0,5,1
7742,1,1,1,4,1,0,5,1
7743,1,1,1,4,1,0,5,1
7744,2,2,2,3,2,0,5,1
7745,5,5,5,0,5,0,5,1
7746,4,4,4,1,4,0,5,1
7747,5,5,5,0,5,0,5,1
7748,5,5,5,0,5,0,5,1
7749,5,5,5,0,5,0,5,1
7750,1,1,1,4,1,0,5,1
7751,1,1,1,4,1,0,5,1
7752,5,5,5,0,5,0,5,1
7753,1,1,1,4,1,0,5,1
7754,5,5,5,0,5,0,5,1
7755,5,5,5,0,5,0,5,1
7756,5,5,5,0,5,0,5,1
7757,5,5,5,0,5,0,5,1
7758,5,5,5,0,5,0,5,1
7759,5,5,5,0,5,0,5,1
7760,5,5,5,0,5,0,5,1
7761,5,5,5,0,5,0,5,1
7762,5,5,5,0,5,0,5,1
7763,5,5,5,0,5,0,5,1
7764,1,1,1,4,1,0,5,1
7765,5,5,5,0,5,0,5,1
7766,5,5,5,0,5,0,5,1
7767,5,5,5,0,5,0,5,1
7768,5,5,5,0,5,0,5,1
7769,5,5,5,0,5,0,5,1
7770,1,1,1,4,1,0,5,1
7771,2,2,2,3,2,0,5,1
7772,1,1,1,4,1,0,5,1
7773,5,5,5,0,5,0,5,1
7774,2,2,2,3,2,0,5,1
7775,1,1,1,4,1,0,5,1
7776,5,5,5,0,5,0,5,1
7777,3,3,3,2,3,0,5,1
7778,5,5,5,0,5,0,5,1
7779,5,5,5,0,5,0,5,1
7780,2,2,2,3,2,0,5,1
7781,1,1,1,4,1,0,5,1
7782,5,5,5,0,5,0,5,1
7783,5,5,5,0,5,0,5,1
7784,5,5,5,0,5,0,5,1
7785,5,5,5,0,5,0,5,1
7786,5,5,5,0,5,0,5,1
7787,5,5,5,0,5,0,5,1
7788,5,5,5,0,5,0,5,1
7789,5,5,5,0,5,0,5,1
7790,5,5,5,0,5,0,5,1
7791,4,4,4,1,4,0,5,1
7792,5,5,5,0,5,0,5,1
7793,5,5,5,0,5,0,5,1
7794,5,5,5,0,5,0,5,1
7795,5,5,5,0,5,0,5,1
7796,5,5,5,0,5,0,5,1
7797,5,5,5,0,5,0,5,1
7798,5,5,5,0,5,0,5,1
7799,5,5,5,0,5,0,5,1
7800,5,5,5,0,5,0,5,1
7801,5,5,5,0,5,0,5,1
7802,1,1,1,4,1,0,5,1
7803,1,1,1,4,1,0,5,1
7804,5,5,5,0,5,0,5,1
7805,5,5,5,0,5,0,5,1
7806,5,5,5,0,5,0,5,1
7807,5,5,5,0,5,0,5,1
7808,5,5,5,0,5,0,5,1
7809,7,7,5,0,3,2,5,2
7810,5,5,5,0,5,0,5,1
7811,4,4,4,1,4,0,5,1
7812,5,5,5,0,5,0,5,1
7813,5,5,5,0,5,0,5,1
7814,5,5,5,0,5,0,5,1
7815,3,3,3,2,3,0,5,1
7816,5,5,5,0,5,0,5,1
7817,1,1,1,4,1,0,5,1
7818,1,1,1,4,1,0,5,1
7819,5,5,5,0,5,0,5,1
7820,4,4,4,1,4,0,5,1
7821,1,1,1,4,1,0,5,1
7822,1,1,1,4,1,0,5,1
7823,1,1,1,4,1,0,5,1
7824,1,1,1,4,1,0,5,1
7825,3,3,2,3,1,1,5,2
7826,5,5,5,0,5,0,5,1
7827,5,5,5,0,5,0,5,1
7828,1,1,1,4,1,0,5,1
7829,1,1,1,4,1,0,5,1
7830,3,3,3,2,3,0,5,1
7831,5,5,5,0,5,0,5,1
7832,5,5,5,0,5,0,5,1
7833,5,5,5,0,5,0,5,1
7834,5,5,5,0,5,0,5,1
7835,5,5,5,0,5,0,5,1
7836,5,5,5,0,5,0,5,1
7837,1,1,1,4,1,0,5,1
7838,1,1,1,4,1,0,5,1
7839,4,4,4,1,4,0,5,1
7840,4,4,4,1,4,0,5,1
7841,1,1,1,4,1,0,5,1
7842,3,3,3,2,3,0,5,1
7843,4,4,4,1,4,0,5,1
7844,7,7,5,0,3,2,5,2
7845,1,1,1,4,1,0,5,1
7846,1,1,1,4,1,0,5,1
7847,1,1,1,4,1,0,5,1
7848,2,2,2,3,2,0,5,1
7849,5,5,5,0,5,0,5,1
7850,5,5,5,0,5,0,5,1
7851,5,5,5,0,5,0,5,1
7852,5,5,5,0,5,0,5,1
7853,1,1,1,4,1,0,5,1
7854,5,5,5,0,5,0,5,1
7855,5,5,5,0,5,0,5,1
7856,5,5,5,0,5,0,5,1
7857,5,5,5,0,5,0,5,1
7858,5,5,5,0,5,0,5,1
7859,5,5,5,0,5,0,5,1
7860,5,5,5,0,5,0,5,1
7861,5,5,5,0,5,0,5,1
7862,5,5,5,0,5,0,5,1
7863,1,1,1,4,1,0,5,1
7864,1,1,1,4,1,0,5,1
7865,1,1,1,4,1,0,5,1
7866,1,1,1,4,1,0,5,1
7867,2,2,2,3,2,0,5,1
7868,1,1,1,4,1,0,5,1
7869,5,5,5,0,5,0,5,1
7870,1,1,1,4,1,0,5,1
7871,6,6,5,0,4,1,5,2
7872,3,3,3,2,3,0,5,1
7873,1,1,1,4,1,0,5,1
7874,1,1,1,4,1,0,5,1
7875,1,1,1,4,1,0,5,1
7876,5,5,5,0,5,0,5,1
7877,1,1,1,4,1,0,5,1
7878,1,1,1,4,1,0,5,1
7879,1,1,1,4,1,0,5,1
7880,3,3,3,2,3,0,5,1
7881,4,4,3,2,2,1,5,2
7882,5,5,5,0,5,0,5,1
7883,1,1,1,4,1,0,5,1
7884,1,1,1,4,1,0,5,1
7885,1,1,1,4,1,0,5,1
7886,1,1,1,4,1,0,5,1
7887,2,2,2,3,2,0,5,1
7888,5,5,5,0,5,0,5,1
7889,5,5,5,0,5,0,5,1
7890,5,5,5,0,5,0,5,1
7891,5,5,5,0,5,0,5,1
7892,5,5,5,0,5,0,5,1
7893,4,4,4,1,4,0,5,1
7894,5,5,5,0,5,0,5,1
7895,1,1,1,4,1,0,5,1
7896,2,2,2,3,2,0,5,1
7897,2,2,2,3,2,0,5,1
7898,5,5,5,0,5,0,5,1
7899,1,1,1,4,1,0,5,1
7900,6,6,5,0,4,1,5,2
7901,2,2,2,3,2,0,5,1
7902,1,1,1,4,1,0,5,1
7903,5,5,5,0,5,0,5,1
7904,1,1,1,4,1,0,5,1
7905,2,2,2,3,2,0,5,1
7906,5,5,5,0,5,0,5,1
7907,2,2,2,3,2,0,5,1
7908,5,5,5,0,5,0,5,1
7909,1,1,1,4,1,0,5,1
7910,1,1,1,4,1,0,5,1
7911,1,1,1,4,1,0,5,1
7912,2,2,2,3,2,0,5,1
7913,1,1,1,4,1,0,5,1
7914,1,1,1,4,1,0,5,1
7915,1,1,1,4,1,0,5,1
7916,1,1,1,4,1,0,5,1
7917,1,1,1,4,1,0,5,1
7918,1,1,1,4,1,0,5,1
7919,5,5,5,0,5,0,5,1
7920,2,2,2,3,2,0,5,1
7921,1,1,1,4,1,0,5,1
7922,1,1,1,4,1,0,5,1
7923,2,2,1,4,0,1,5,2
7924,4,4,3,2,2,1,5,2
7925,1,1,1,4,1,0,5,1
7926,1,1,1,4,1,0,5,1
7927,1,1,1,4,1,0,5,1
7928,1,1,1,4,1,0,5,1
7929,2,2,2,3,2,0,5,1
7930,1,1,1,4,1,0,5,1
7931,2,2,2,3,2,0,5,1
7932,2,2,2,3,2,0,5,1
7933,1,1,1,4,1,0,5,1
7934,1,1,1,4,1,0,5,1
7935,5,5,5,0,5,0,5,1
7936,3,3,3,2,3,0,5,1
7937,1,1,1,4,1,0,5,1
7938,5,5,5,0,5,0,5,1
7939,1,1,1,4,1,0,5,1
7940,2,2,2,3,2,0,5,1
7941,8,8,5,0,3,2,5,3
7942,1,1,1,4,1,0,5,1
7943,5,5,5,0,5,0,5,1
7944,2,2,2,3,2,0,5,1
7945,1,1,1,4,1,0,5,1
7946,4,4,4,1,4,0,5,1
7947,1,1,1,4,1,0,5,1
7948,1,1,1,4,1,0,5,1
7949,5,5,5,0,5,0,5,1
7950,1,1,1,4,1,0,5,1
7951,1,1,1,4,1,0,5,1
7952,4,4,4,1,4,0,5,1
7953,1,1,1,4,1,0,5,1
7954,1,1,1,4,1,0,5,1
7955,1,1,1,4,1,0,5,1
7956,2,2,2,3,2,0,5,1
7957,2,2,2,3,2,0,5,1
7958,2,2,2,3,2,0,5,1
7959,3,3,2,3,1,1,5,2
7960,1,1,1,4,1,0,5,1
7961,2,2,2,3,2,0,5,1
7962,2,2,2,3,2,0,5,1
7963,1,1,1,4,1,0,5,1
7964,1,1,1,4,1,0,5,1
7965,1,1,1,4,1,0,5,1
7966,1,1,1,4,1,0,5,1
7967,1,1,1,4,1,0,5,1
7968,1,1,1,4,1,0,5,1
7969,1,1,1,4,1,0,5,1
7970,1,1,1,4,1,0,5,1
7971,1,1,1,4,1,0,5,1
7972,1,1,1,4,1,0,5,1
7973,1,1,1,4,1,0,5,1
7974,1,1,1,4,1,0,5,1
7975,1,1,1,4,1,0,5,1
7976,1,1,1,4,1,0,5,1
7977,1,1,1,4,1,0,5,1
7978,1,1,1,4,1,0,5,1
7979,2,2,2,3,2,0,5,1
7980,2,2,2,3,2,0,5,1
7981,1,1,1,4,1,0,5,1
7982,1,1,1,4,1,0,5,1
7983,1,1,1,4,1,0,5,1
7984,2,2,2,3,2,0,5,1
7985,3,3,2,3,1,1,5,2
7986,2,2,2,3,2,0,5,1
7987,1,1,1,4,1,0,5,1
7988,5,5,5,0,5,0,5,1
7989,2,2,2,3,2,0,5,1
7990,1,1,1,4,1,0,5,1
7991,2,2,2,3,2,0,5,1
7992,2,2,1,4,0,1,5,2
7993,1,1,1,4,1,0,5,1
7994,1,1,1,4,1,0,5,1
7995,2,2,2,3,2,0,5,1
7996,1,1,1,4,1,0,5,1
7997,1,1,1,4,1,0,5,1
7998,2,2,2,3,2,0,5,1
7999,4,4,4,1,4,0,5,1
8000,2,2,2,3,2,0,5,1
8001,2,2,2,3,2,0,5,1
8002,2,2,2,3,2,0,5,1
8003,1,1,1,4,1,0,5,1
8004,1,1,1,4,1,0,5,1
8005,2,2,2,3,2,0,5,1
8006,1,1,1,4,1,0,5,1
8007,4,4,4,1,4,0,5,1
8008,1,1,1,4,1,0,5,1
8009,3,3,2,3,1,1,5,2
8010,1,1,1,4,1,0,5,1
8011,1,1,1,4,1,0,5,1
8012,3,3,3,2,3,0,5,1
8013,4,4,4,1,4,0,5,1
8014,1,1,1,4,1,0,5,1
8015,1,1,1,4,1,0,5,1
8016,1,1,1,4,1,0,5,1
8017,2,2,2,3,2,0,5,1
8018,7,7,5,0,3,2,5,2
8019,1,1,1,4,1,0,5,1
8020,2,2,2,3,2,0,5,1
8021,5,5,5,0,5,0,5,1
8022,5,5,5,0,5,0,5,1
8023,5,5,5,0,5,0,5,1
8024,5,5,5,0,5,0,5,1
8025,5,5,5,0,5,0,5,1
8026,1,1,1,4,1,0,5,1
8027,1,1,1,4,1,0,5,1
8028,5,5,5,0,5,0,5,1
8029,5,5,5,0,5,0,5,1
8030,5,5,5,0,5,0,5,1
8031,5,5,5,0,5,0,5,1
8032,5,5,5,0,5,0,5,1
8033,5,5,5,0,5,0,5,1
8034,5,5,5,0,5,0,5,1
8035,1,1,1,4,1,0,5,1
8036,5,5,5,0,5,0,5,1
8037,5,5,5,0,5,0,5,1
8038,5,5,5,0,5,0,5,1
8039,1,1,1,4,1,0,5,1
8040,1,1,1,4,1,0,5,1
8041,5,5,5,0,5,0,5,1
8042,5,5,5,0,5,0,5,1
8043,4,4,4,1,4,0,5,1
8044,5,5,5,0,5,0,5,1
8045,3,3,3,2,3,0,5,1
8046,5,5,5,0,5,0,5,1
8047,5,5,5,0,5,0,5,1
8048,1,1,1,4,1,0,5,1
8049,5,5,5,0,5,0,5,1
8050,5,5,5,0,5,0,5,1
8051,5,5,5,0,5,0,5,1
8052,5,5,5,0,5,0,5,1
8053,5,5,5,0,5,0,5,1
8054,5,5,5,0,5,0,5,1
8055,5,5,5,0,5,0,5,1
8056,5,5,5,0,5,0,5,1
8057,5,5,5,0,5,0,5,1
8058,5,5,5,0,5,0,5,1
8059,5,5,5,0,5,0,5,1
8060,5,5,5,0,5,0,5,1
8061,5,5,5,0,5,0,5,1
8062,5,5,5,0,5,0,5,1
8063,5,5,5,0,5,0,5,1
8064,5,5,5,0,5,0,5,1
8065,5,5,5,0,5,0,5,1
8066,5,5,5,0,5,0,5,1
8067,5,5,5,0,5,0,5,1
8068,4,4,4,1,4,0,5,1
8069,5,5,5,0,5,0,5,1
8070,5,5,5,0,5,0,5,1
8071,5,5,5,0,5,0,5,1
8072,1,1,1,4,1,0,5,1
8073,5,5,5,0,5,0,5,1
8074,1,1,1,4,1,0,5,1
8075,5,5,5,0,5,0,5,1
8076,5,5,5,0,5,0,5,1
8077,5,5,5,0,5,0,5,1
8078,4,4,4,1,4,0,5,1
8079,1,1,1,4,1,0,5,1
8080,5,5,5,0,5,0,5,1
8081,5,5,5,0,5,0,5,1
8082,5,5,5,0,5,0,5,1
8083,5,5,5,0,5,0,5,1
8084,5,5,5,0,5,0,5,1
8085,3,3,3,2,3,0,5,1
8086,6,6,5,0,4,1,5,2
8087,5,5,5,0,5,0,5,1
8088,5,5,5,0,5,0,5,1
8089,5,5,5,0,5,0,5,1
8090,1,1,1,4,1,0,5,1
8091,5,5,5,0,5,0,5,1
8092,5,5,5,0,5,0,5,1
8093,1,1,1,4,1,0,5,1
8094,1,1,1,4,1,0,5,1
8095,3,3,2,3,1,1,5,2
8096,5,5,5,0,5,0,5,1
8097,5,5,5,0,5,0,5,1
8098,3,3,3,2,3,0,5,1
8099,5,5,5,0,5,0,5,1
8100,5,5,5,0,5,0,5,1
8101,5,5,5,0,5,0,5,1
8102,5,5,5,0,5,0,5,1
8103,5,5,5,0,5,0,5,1
8104,5,5,5,0,5,0,5,1
8105,5,5,5,0,5,0,5,1
8106,5,5,5,0,5,0,5,1
8107,5,5,5,0,5,0,5,1
8108,5,5,5,0,5,0,5,1
8109,5,5,5,0,5,0,5,1
8110,5,5,5,0,5,0,5,1
8111,5,5,5,0,5,0,5,1
8112,5,5,5,0,5,0,5,1
8113,5,5,5,0,5,0,5,1
8114,5,5,5,0,5,0,5,1
8115,3,3,3,2,3,0,5,1
8116,5,5,5,0,5,0,5,1
8117,5,5,5,0,5,0,5,1
8118,5,5,5,0,5,0,5,1
8119,5,5,5,0,5,0,5,1
8120,5,5,5,0,5,0,5,1
8121,5,5,5,0,5,0,5,1
8122,5,5,5,0,5,0,5,1
8123,5,5,5,0,5,0,5,1
8124,5,5,5,0,5,0,5,1
8125,5,5,5,0,5,0,5,1
8126,5,5,5,0,5,0,5,1
8127,5,5,5,0,5,0,5,1
8128,4,4,4,1,4,0,5,1
8129,5,5,5,0,5,0,5,1
8130,5,5,5,0,5,0,5,1
8131,5,5,5,0,5,0,5,1
8132,4,4,4,1,4,0,5,1
8133,5,5,5,0,5,0,5,1
8134,5,5,5,0,5,0,5,1
8135,1,1,1,4,1,0,5,1
8136,1,1,1,4,1,0,5,1
8137,5,5,5,0,5,0,5,1
8138,5,5,5,0,5,0,5,1
8139,5,5,5,0,5,0,5,1
8140,5,5,5,0,5,0,5,1
8141,5,5,5,0,5,0,5,1
8142,5,5,5,0,5,0,5,1
8143,5,5,5,0,5,0,5,1
8144,5,5,5,0,5,0,5,1
8145,5,5,5,0,5,0,5,1
8146,5,5,5,0,5,0,5,1
8147,5,5,5,0,5,0,5,1
8148,5,5,5,0,5,0,5,1
8149,5,5,5,0,5,0,5,1
8150,5,5,5,0,5,0,5,1
8151,5,5,5,0,5,0,5,1
8152,5,5,5,0,5,0,5,1
8153,5,5,5,0,5,0,5,1
8154,5,5,5,0,5,0,5,1
8155,5,5,5,0,5,0,5,1
8156,5,5,5,0,5,0,5,1
8157,5,5,5,0,5,0,5,1
8158,5,5,5,0,5,0,5,1
8159,5,5,5,0,5,0,5,1
8160,5,5,5,0,5,0,5,1
8161,5,5,5,0,5,0,5,1
8162,5,5,5,0,5,0,5,1
8163,5,5,5,0,5,0,5,1
8164,5,5,5,0,5,0,5,1
8165,5,5,5,0,5,0,5,1
8166,5,5,5,0,5,0,5,1
8167,5,5,5,0,5,0,5,1
8168,5,5,5,0,5,0,5,1
8169,1,1,1,4,1,0,5,1
8170,4,4,4,1,4,0,5,1
8171,1,1,1,4,1,0,5,1
8172,5,5,5,0,5,0,5,1
8173,5,5,5,0,5,0,5,1
8174,5,5,5,0,5,0,5,1
8175,5,5,5,0,5,0,5,1
8176,4,4,4,1,4,0,5,1
8177,5,5,5,0,5,0,5,1
8178,5,5,5,0,5,0,5,1
8179,5,5,5,0,5,0,5,1
8180,5,5,5,0,5,0,5,1
8181,5,5,5,0,5,0,5,1
8182,1,1,1,4,1,0,5,1
8183,5,5,5,0,5,0,5,1
8184,5,5,5,0,5,0,5,1
8185,3,3,3,2,3,0,5,1
8186,5,5,5,0,5,0,5,1
8187,5,5,5,0,5,0,5,1
8188,5,5,5,0,5,0,5,1
8189,5,5,5,0,5,0,5,1
8190,5,5,5,0,5,0,5,1
8191,4,4,4,1,4,0,5,1
8192,5,5,5,0,5,0,5,1
8193,5,5,5,0,5,0,5,1
8194,5,5,5,0,5,0,5,1
8195,5,5,5,0,5,0,5,1
8196,4,4,4,1,4,0,5,1
8197,5,5,5,0,5,0,5,1
8198,5,5,5,0,5,0,5,1
8199,5,5,5,0,5,0,5,1
8200,5,5,5,0,5,0,5,1
8201,5,5,5,0,5,0,5,1
8202,5,5,5,0,5,0,5,1
8203,5,5,5,0,5,0,5,1
8204,5,5,5,0,5,0,5,1
8205,5,5,5,0,5,0,5,1
8206,1,1,1,4,1,0,5,1
8207,4,4,4,1,4,0,5,1
8208,8,8,5,0,2,3,5,2
8209,5,5,5,0,5,0,5,1
8210,5,5,5,0,5,0,5,1
8211,5,5,5,0,5,0,5,1
8212,5,5,5,0,5,0,5,1
8213,5,5,5,0,5,0,5,1
8214,5,5,5,0,5,0,5,1
8215,5,5,5,0,5,0,5,1
8216,3,3,3,2,3,0,5,1
8217,10,10,5,0,0,5,5,2
8218,5,5,5,0,5,0,5,1
8219,5,5,5,0,5,0,5,1
8220,5,5,5,0,5,0,5,1
8221,5,5,5,0,5,0,5,1
8222,1,1,1,4,1,0,5,1
8223,5,5,5,0,5,0,5,1
8224,5,5,5,0,5,0,5,1
8225,5,5,5,0,5,0,5,1
8226,4,4,4,1,4,0,5,1
8227,5,5,5,0,5,0,5,1
8228,5,5,5,0,5,0,5,1
8229,5,5,5,0,5,0,5,1
8230,5,5,5,0,5,0,5,1
8231,1,1,1,4,1,0,5,1
8232,1,1,1,4,1,0,5,1
8233,5,5,5,0,5,0,5,1
8234,5,5,5,0,5,0,5,1
8235,1,1,1,4,1,0,5,1
8236,5,5,5,0,5,0,5,1
8237,5,5,5,0,5,0,5,1
8238,1,1,1,4,1,0,5,1
8239,4,4,4,1,4,0,5,1
8240,5,5,5,0,5,0,5,1
8241,5,5,5,0,5,0,5,1
8242,5,5,5,0,5,0,5,1
8243,5,5,5,0,5,0,5,1
8244,5,5,5,0,5,0,5,1
8245,5,5,5,0,5,0,5,1
8246,5,5,5,0,5,0,5,1
8247,5,5,5,0,5,0,5,1
8248,5,5,5,0,5,0,5,1
8249,5,5,5,0,5,0,5,1
8250,5,5,5,0,5,0,5,1
8251,5,5,5,0,5,0,5,1
8252,5,5,5,0,5,0,5,1
8253,5,5,5,0,5,0,5,1
8254,5,5,5,0,5,0,5,1
8255,5,5,5,0,5,0,5,1
8256,5,5,5,0,5,0,5,1
8257,5,5,5,0,5,0,5,1
8258,5,5,5,0,5,0,5,1
8259,5,5,5,0,5,0,5,1
8260,5,5,5,0,5,0,5,1
8261,5,5,5,0,5,0,5,1
8262,1,1,1,4,1,0,5,1
8263,5,5,5,0,5,0,5,1
8264,5,5,5,0,5,0,5,1
8265,1,1,1,4,1,0,5,1
8266,5,5,5,0,5,0,5,1
8267,5,5,5,0,5,0,5,1
8268,5,5,5,0,5,0,5,1
8269,1,1,1,4,1,0,5,1
8270,5,5,5,0,5,0,5,1
8271,1,1,1,4,1,0,5,1
8272,5,5,5,0,5,0,5,1
8273,5,5,5,0,5,0,5,1
8274,5,5,5,0,5,0,5,1
8275,5,5,5,0,5,0,5,1
8276,3,3,3,2,3,0,5,1
8277,5,5,5,0,5,0,5,1
8278,5,5,5,0,5,0,5,1
8279,1,1,1,4,1,0,5,1
8280,5,5,5,0,5,0,5,1
8281,5,5,5,0,5,0,5,1
