num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
6945,5,5,5,0,5,0,5,1
6946,5,5,5,0,5,0,5,1
6947,5,5,5,0,5,0,5,1
6948,5,5,5,0,5,0,5,1
6949,5,5,5,0,5,0,5,1
6950,5,5,5,0,5,0,5,1
6951,5,5,5,0,5,0,5,1
6952,5,5,5,0,5,0,5,1
6953,5,5,5,0,5,0,5,1
6954,1,1,1,4,1,0,5,1
6955,5,5,5,0,5,0,5,1
6956,5,5,5,0,5,0,5,1
6957,5,5,5,0,5,0,5,1
6958,5,5,5,0,5,0,5,1
6959,5,5,5,0,5,0,5,1
6960,5,5,5,0,5,0,5,1
6961,5,5,5,0,5,0,5,1
6962,5,5,5,0,5,0,5,1
6963,5,5,5,0,5,0,5,1
6964,5,5,5,0,5,0,5,1
6965,5,5,5,0,5,0,5,1
6966,5,5,5,0,5,0,5,1
6967,5,5,5,0,5,0,5,1
6968,5,5,5,0,5,0,5,1
6969,5,5,5,0,5,0,5,1
6970,5,5,5,0,5,0,5,1
6971,4,4,4,1,4,0,5,1
6972,5,5,5,0,5,0,5,1
6973,5,5,5,0,5,0,5,1
6974,5,5,5,0,5,0,5,1
6975,5,5,5,0,5,0,5,1
6976,1,1,1,4,1,0,5,1
6977,5,5,5,0,5,0,5,1
6978,5,5,5,0,5,0,5,1
6979,5,5,5,0,5,0,5,1
6980,3,3,3,2,3,0,5,1
6981,5,5,5,0,5,0,5,1
6982,5,5,5,0,5,0,5,1
6983,5,5,5,0,5,0,5,1
6984,5,5,5,0,5,0,5,1
6985,5,5,5,0,5,0,5,1
6986,1,1,1,4,1,0,5,1
6987,1,1,1,4,1,0,5,1
6988,1,1,1,4,1,0,5,1
6989,5,5,5,0,5,0,5,1
6990,5,5,5,0,5,0,5,1
6991,3,3,3,2,3,0,5,1
6992,5,5,5,0,5,0,5,1
6993,5,5,5,0,5,0,5,1
6994,5,5,5,0,5,0,5,1
6995,5,5,5,0,5,0,5,1
6996,5,5,5,0,5,0,5,1
6997,5,5,5,0,5,0,5,1
6998,5,5,5,0,5,0,5,1
6999,5,5,5,0,5,0,5,1
7000,5,5,5,0,5,0,5,1
7001,5,5,5,0,5,0,5,1
7002,5,5,5,0,5,0,5,1
7003,5,5,5,0,5,0,5,1
7004,5,5,5,0,5,0,5,1
7005,1,1,1,4,1,0,5,1
7006,5,5,5,0,5,0,5,1
7007,5,5,5,0,5,0,5,1
7008,3,3,3,2,3,0,5,1
7009,5,5,5,0,5,0,5,1
7010,5,5,5,0,5,0,5,1
7011,5,5,5,0,5,0,5,1
7012,5,5,5,0,5,0,5,1
7013,5,5,5,0,5,0,5,1
7014,5,5,5,0,5,0,5,1
7015,3,3,3,2,3,0,5,1
7016,5,5,5,0,5,0,5,1
7017,5,5,5,0,5,0,5,1
7018,5,5,5,0,5,0,5,1
7019,5,5,5,0,5,0,5,1
7020,5,5,5,0,5,0,5,1
7021,5,5,5,0,5,0,5,1
7022,5,5,5,0,5,0,5,1
7023,5,5,5,0,5,0,5,1
7024,5,5,5,0,5,0,5,1
7025,5,5,5,0,5,0,5,1
7026,5,5,5,0,5,0,5,1
7027,5,5,5,0,5,0,5,1
7028,1,1,1,4,1,0,5,1
7029,5,5,5,0,5,0,5,1
7030,5,5,5,0,5,0,5,1
7031,5,5,5,0,5,0,5,1
7032,5,5,5,0,5,0,5,1
7033,5,5,5,0,5,0,5,1
7034,5,5,5,0,5,0,5,1
7035,5,5,5,0,5,0,5,1
7036,5,5,5,0,5,0,5,1
7037,5,5,5,0,5,0,5,1
7038,5,5,5,0,5,0,5,1
7039,5,5,5,0,5,0,5,1
7040,5,5,5,0,5,0,5,1
7041,5,5,5,0,5,0,5,1
7042,5,5,5,0,5,0,5,1
7043,5,5,5,0,5,0,5,1
7044,5,5,5,0,5,0,5,1
7045,5,5,5,0,5,0,5,1
7046,5,5,5,0,5,0,5,1
7047,5,5,5,0,5,0,5,1
7048,5,5,5,0,5,0,5,1
7049,5,5,5,0,5,0,5,1
7050,5,5,5,0,5,0,5,1
7051,5,5,5,0,5,0,5,1
7052,5,5,5,0,5,0,5,1
7053,4,4,4,1,4,0,5,1
7054,5,5,5,0,5,0,5,1
7055,5,5,5,0,5,0,5,1
7056,5,5,5,0,5,0,5,1
7057,5,5,5,0,5,0,5,1
7058,5,5,5,0,5,0,5,1
7059,5,5,5,0,5,0,5,1
7060,4,4,4,1,4,0,5,1
7061,5,5,5,0,5,0,5,1
7062,5,5,5,0,5,0,5,1
7063,5,5,5,0,5,0,5,1
7064,5,5,5,0,5,0,5,1
7065,5,5,5,0,5,0,5,1
7066,5,5,5,0,5,0,5,1
7067,5,5,5,0,5,0,5,1
7068,5,5,5,0,5,0,5,1
7069,5,5,5,0,5,0,5,1
7070,5,5,5,0,5,0,5,1
7071,5,5,5,0,5,0,5,1
7072,5,5,5,0,5,0,5,1
7073,1,1,1,4,1,0,5,1
7074,5,5,5,0,5,0,5,1
7075,5,5,5,0,5,0,5,1
7076,5,5,5,0,5,0,5,1
7077,5,5,5,0,5,0,5,1
7078,5,5,5,0,5,0,5,1
7079,5,5,5,0,5,0,5,1
7080,5,5,5,0,5,0,5,1
7081,5,5,5,0,5,0,5,1
7082,5,5,5,0,5,0,5,1
7083,5,5,5,0,5,0,5,1
7084,5,5,5,0,5,0,5,1
7085,5,5,5,0,5,0,5,1
7086,5,5,5,0,5,0,5,1
7087,5,5,5,0,5,0,5,1
7088,5,5,5,0,5,0,5,1
7089,1,1,1,4,1,0,5,1
7090,4,4,4,1,4,0,5,1
7091,5,5,5,0,5,0,5,1
7092,5,5,5,0,5,0,5,1
7093,5,5,5,0,5,0,5,1
7094,5,5,5,0,5,0,5,1
7095,5,5,5,0,5,0,5,1
7096,5,5,5,0,5,0,5,1
7097,5,5,5,0,5,0,5,1
7098,5,5,5,0,5,0,5,1
7099,1,1,1,4,1,0,5,1
7100,5,5,5,0,5,0,5,1
7101,3,3,3,2,3,0,5,1
7102,5,5,5,0,5,0,5,1
7103,5,5,5,0,5,0,5,1
7104,5,5,5,0,5,0,5,1
7105,5,5,5,0,5,0,5,1
7106,5,5,5,0,5,0,5,1
7107,5,5,5,0,5,0,5,1
7108,5,5,5,0,5,0,5,1
7109,5,5,5,0,5,0,5,1
7110,5,5,5,0,5,0,5,1
7111,5,5,5,0,5,0,5,1
7112,5,5,5,0,5,0,5,1
7113,1,1,1,4,1,0,5,1
7114,5,5,5,0,5,0,5,1
7115,5,5,5,0,5,0,5,1
7116,5,5,5,0,5,0,5,1
7117,1,1,1,4,1,0,5,1
7118,5,5,5,0,5,0,5,1
7119,5,5,5,0,5,0,5,1
7120,5,5,5,0,5,0,5,1
7121,4,4,4,1,4,0,5,1
7122,5,5,5,0,5,0,5,1
7123,5,5,5,0,5,0,5,1
7124,5,5,5,0,5,0,5,1
7125,3,3,3,2,3,0,5,1
7126,5,5,5,0,5,0,5,1
7127,5,5,5,0,5,0,5,1
7128,5,5,5,0,5,0,5,1
7129,5,5,5,0,5,0,5,1
7130,5,5,5,0,5,0,5,1
7131,1,1,1,4,1,0,5,1
7132,5,5,5,0,5,0,5,1
7133,5,5,5,0,5,0,5,1
7134,1,1,1,4,1,0,5,1
7135,5,5,5,0,5,0,5,1
7136,5,5,5,0,5,0,5,1
7137,5,5,5,0,5,0,5,1
7138,5,5,5,0,5,0,5,1
7139,5,5,5,0,5,0,5,1
7140,5,5,5,0,5,0,5,1
7141,5,5,5,0,5,0,5,1
7142,4,4,4,1,4,0,5,1
7143,5,5,5,0,5,0,5,1
7144,5,5,5,0,5,0,5,1
7145,5,5,5,0,5,0,5,1
7146,5,5,5,0,5,0,5,1
7147,5,5,5,0,5,0,5,1
7148,5,5,5,0,5,0,5,1
7149,5,5,5,0,5,0,5,1
7150,5,5,5,0,5,0,5,1
7151,5,5,5,0,5,0,5,1
7152,5,5,5,0,5,0,5,1
7153,5,5,5,0,5,0,5,1
7154,5,5,5,0,5,0,5,1
7155,5,5,5,0,5,0,5,1
7156,5,5,5,0,5,0,5,1
7157,5,5,5,0,5,0,5,1
7158,5,5,5,0,5,0,5,1
7159,5,5,5,0,5,0,5,1
7160,5,5,5,0,5,0,5,1
7161,5,5,5,0,5,0,5,1
7162,5,5,5,0,5,0,5,1
7163,5,5,5,0,5,0,5,1
7164,5,5,5,0,5,0,5,1
7165,5,5,5,0,5,0,5,1
7166,5,5,5,0,5,0,5,1
7167,5,5,5,0,5,0,5,1
7168,5,5,5,0,5,0,5,1
7169,5,5,5,0,5,0,5,1
7170,5,5,5,0,5,0,5,1
7171,5,5,5,0,5,0,5,1
7172,5,5,5,0,5,0,5,1
7173,5,5,5,0,5,0,5,1
7174,5,5,5,0,5,0,5,1
7175,5,5,5,0,5,0,5,1
7176,5,5,5,0,5,0,5,1
7177,5,5,5,0,5,0,5,1
7178,5,5,5,0,5,0,5,1
7179,5,5,5,0,5,0,5,1
7180,5,5,5,0,5,0,5,1
7181,5,5,5,0,5,0,5,1
7182,1,1,1,4,1,0,5,1
7183,4,4,4,1,4,0,5,1
7184,4,4,4,1,4,0,5,1
7185,4,4,4,1,4,0,5,1
7186,4,4,4,1,4,0,5,1
7187,4,4,4,1,4,0,5,1
7188,1,1,1,4,1,0,5,1
7189,5,5,5,0,5,0,5,1
7190,5,5,5,0,5,0,5,1
7191,5,5,5,0,5,0,5,1
7192,5,5,5,0,5,0,5,1
7193,5,5,5,0,5,0,5,1
7194,5,5,5,0,5,0,5,1
7195,5,5,5,0,5,0,5,1
7196,5,5,5,0,5,0,5,1
7197,5,5,5,0,5,0,5,1
7198,1,1,1,4,1,0,5,1
7199,5,5,5,0,5,0,5,1
7200,5,5,5,0,5,0,5,1
7201,5,5,5,0,5,0,5,1
7202,5,5,5,0,5,0,5,1
7203,5,5,5,0,5,0,5,1
7204,5,5,5,0,5,0,5,1
7205,5,5,5,0,5,0,5,1
7206,1,1,1,4,1,0,5,1
7207,5,5,5,0,5,0,5,1
7208,5,5,5,0,5,0,5,1
7209,5,5,5,0,5,0,5,1
7210,4,4,4,1,4,0,5,1
7211,4,4,4,1,4,0,5,1
7212,4,4,4,1,4,0,5,1
7213,5,5,5,0,5,0,5,1
7214,1,1,1,4,1,0,5,1
7215,3,3,3,2,3,0,5,1
7216,5,5,5,0,5,0,5,1
7217,5,5,5,0,5,0,5,1
7218,5,5,5,0,5,0,5,1
7219,5,5,5,0,5,0,5,1
7220,5,5,5,0,5,0,5,1
7221,3,3,3,2,3,0,5,1
7222,5,5,5,0,5,0,5,1
7223,5,5,5,0,5,0,5,1
7224,4,4,4,1,4,0,5,1
7225,5,5,5,0,5,0,5,1
7226,5,5,5,0,5,0,5,1
7227,5,5,5,0,5,0,5,1
7228,1,1,1,4,1,0,5,1
7229,5,5,5,0,5,0,5,1
7230,1,1,1,4,1,0,5,1
7231,5,5,5,0,5,0,5,1
7232,5,5,5,0,5,0,5,1
7233,5,5,5,0,5,0,5,1
7234,5,5,5,0,5,0,5,1
7235,5,5,5,0,5,0,5,1
7236,4,4,4,1,4,0,5,1
7237,5,5,5,0,5,0,5,1
7238,5,5,5,0,5,0,5,1
7239,5,5,5,0,5,0,5,1
7240,5,5,5,0,5,0,5,1
7241,5,5,5,0,5,0,5,1
7242,5,5,5,0,5,0,5,1
7243,5,5,5,0,5,0,5,1
7244,5,5,5,0,5,0,5,1
7245,5,5,5,0,5,0,5,1
7246,5,5,5,0,5,0,5,1
7247,5,5,5,0,5,0,5,1
7248,10,10,5,0,0,5,5,2
7249,5,5,5,0,5,0,5,1
7250,5,5,5,0,5,0,5,1
7251,3,3,3,2,3,0,5,1
7252,3,3,3,2,3,0,5,1
7253,5,5,5,0,5,0,5,1
7254,5,5,5,0,5,0,5,1
7255,5,5,5,0,5,0,5,1
7256,5,5,5,0,5,0,5,1
7257,5,5,5,0,5,0,5,1
7258,5,5,5,0,5,0,5,1
7259,5,5,5,0,5,0,5,1
7260,5,5,5,0,5,0,5,1
7261,5,5,5,0,5,0,5,1
7262,5,5,5,0,5,0,5,1
7263,5,5,5,0,5,0,5,1
7264,5,5,5,0,5,0,5,1
7265,5,5,5,0,5,0,5,1
7266,5,5,5,0,5,0,5,1
7267,5,5,5,0,5,0,5,1
7268,5,5,5,0,5,0,5,1
7269,5,5,5,0,5,0,5,1
7270,4,4,4,1,4,0,5,1
7271,4,4,4,1,4,0,5,1
7272,4,4,4,1,4,0,5,1
7273,1,1,1,4,1,0,5,1
7274,5,5,5,0,5,0,5,1
7275,1,1,1,4,1,0,5,1
7276,5,5,5,0,5,0,5,1
7277,5,5,5,0,5,0,5,1
7278,5,5,5,0,5,0,5,1
7279,5,5,5,0,5,0,5,1
7280,3,3,3,2,3,0,5,1
7281,5,5,5,0,5,0,5,1
7282,5,5,5,0,5,0,5,1
7283,5,5,5,0,5,0,5,1
7284,5,5,5,0,5,0,5,1
7285,5,5,5,0,5,0,5,1
7286,5,5,5,0,5,0,5,1
7287,5,5,5,0,5,0,5,1
7288,2,2,2,3,2,0,5,1
7289,5,5,5,0,5,0,5,1
7290,5,5,5,0,5,0,5,1
7291,5,5,5,0,5,0,5,1
7292,5,5,5,0,5,0,5,1
7293,5,5,5,0,5,0,5,1
7294,1,1,1,4,1,0,5,1
7295,5,5,5,0,5,0,5,1
7296,5,5,5,0,5,0,5,1
7297,5,5,5,0,5,0,5,1
7298,5,5,5,0,5,0,5,1
7299,5,5,5,0,5,0,5,1
7300,5,5,5,0,5,0,5,1
7301,5,5,5,0,5,0,5,1
7302,5,5,5,0,5,0,5,1
7303,5,5,5,0,5,0,5,1
7304,5,5,5,0,5,0,5,1
7305,5,5,5,0,5,0,5,1
7306,5,5,5,0,5,0,5,1
7307,5,5,5,0,5,0,5,1
7308,5,5,5,0,5,0,5,1
7309,5,5,5,0,5,0,5,1
7310,5,5,5,0,5,0,5,1
7311,4,4,4,1,4,0,5,1
7312,4,4,4,1,4,0,5,1
7313,5,5,5,0,5,0,5,1
7314,5,5,5,0,5,0,5,1
7315,5,5,5,0,5,0,5,1
7316,5,5,5,0,5,0,5,1
7317,5,5,5,0,5,0,5,1
7318,5,5,5,0,5,0,5,1
7319,3,3,3,2,3,0,5,1
7320,3,3,3,2,3,0,5,1
7321,4,4,4,1,4,0,5,1
7322,5,5,5,0,5,0,5,1
7323,5,5,5,0,5,0,5,1
7324,5,5,5,0,5,0,5,1
7325,5,5,5,0,5,0,5,1
7326,5,5,5,0,5,0,5,1
7327,5,5,5,0,5,0,5,1
7328,5,5,5,0,5,0,5,1
7329,5,5,5,0,5,0,5,1
7330,5,5,5,0,5,0,5,1
7331,5,5,5,0,5,0,5,1
7332,5,5,5,0,5,0,5,1
7333,5,5,5,0,5,0,5,1
7334,4,4,4,1,4,0,5,1
7335,5,5,5,0,5,0,5,1
7336,4,4,4,1,4,0,5,1
7337,5,5,5,0,5,0,5,1
7338,5,5,5,0,5,0,5,1
7339,5,5,5,0,5,0,5,1
7340,5,5,5,0,5,0,5,1
7341,5,5,5,0,5,0,5,1
7342,5,5,5,0,5,0,5,1
7343,1,1,1,4,1,0,5,1
7344,5,5,5,0,5,0,5,1
7345,5,5,5,0,5,0,5,1
7346,5,5,5,0,5,0,5,1
7347,5,5,5,0,5,0,5,1
7348,5,5,5,0,5,0,5,1
7349,4,4,4,1,4,0,5,1
7350,5,5,5,0,5,0,5,1
7351,5,5,5,0,5,0,5,1
7352,5,5,5,0,5,0,5,1
7353,5,5,5,0,5,0,5,1
7354,5,5,5,0,5,0,5,1
7355,5,5,5,0,5,0,5,1
7356,5,5,5,0,5,0,5,1
7357,5,5,5,0,5,0,5,1
7358,4,4,4,1,4,0,5,1
7359,5,5,5,0,5,0,5,1
7360,5,5,5,0,5,0,5,1
7361,5,5,5,0,5,0,5,1
7362,5,5,5,0,5,0,5,1
7363,5,5,5,0,5,0,5,1
7364,5,5,5,0,5,0,5,1
7365,5,5,5,0,5,0,5,1
7366,5,5,5,0,5,0,5,1
7367,5,5,5,0,5,0,5,1
7368,1,1,1,4,1,0,5,1
7369,5,5,5,0,5,0,5,1
7370,1,1,1,4,1,0,5,1
7371,4,4,4,1,4,0,5,1
7372,5,5,5,0,5,0,5,1
7373,5,5,5,0,5,0,5,1
7374,4,4,4,1,4,0,5,1
7375,5,5,5,0,5,0,5,1
7376,5,5,5,0,5,0,5,1
7377,5,5,5,0,5,0,5,1
7378,5,5,5,0,5,0,5,1
7379,7,7,5,0,3,2,5,2
7380,5,5,5,0,5,0,5,1
7381,5,5,5,0,5,0,5,1
7382,5,5,5,0,5,0,5,1
7383,5,5,5,0,5,0,5,1
7384,5,5,5,0,5,0,5,1
7385,5,5,5,0,5,0,5,1
7386,4,4,4,1,4,0,5,1
7387,5,5,5,0,5,0,5,1
7388,5,5,5,0,5,0,5,1
7389,5,5,5,0,5,0,5,1
7390,1,1,1,4,1,0,5,1
7391,7,7,5,0,3,2,5,2
7392,5,5,5,0,5,0,5,1
7393,5,5,5,0,5,0,5,1
7394,5,5,5,0,5,0,5,1
7395,5,5,5,0,5,0,5,1
7396,5,5,5,0,5,0,5,1
7397,5,5,5,0,5,0,5,1
7398,5,5,5,0,5,0,5,1
7399,4,4,4,1,4,0,5,1
7400,4,4,4,1,4,0,5,1
7401,5,5,5,0,5,0,5,1
7402,3,3,3,2,3,0,5,1
7403,4,4,4,1,4,0,5,1
7404,5,5,5,0,5,0,5,1
7405,5,5,5,0,5,0,5,1
7406,5,5,5,0,5,0,5,1
7407,5,5,5,0,5,0,5,1
7408,5,5,5,0,5,0,5,1
7409,5,5,5,0,5,0,5,1
7410,1,1,1,4,1,0,5,1
7411,5,5,5,0,5,0,5,1
7412,5,5,5,0,5,0,5,1
7413,5,5,5,0,5,0,5,1
7414,5,5,5,0,5,0,5,1
7415,5,5,5,0,5,0,5,1
7416,5,5,5,0,5,0,5,1
7417,5,5,5,0,5,0,5,1
7418,4,4,4,1,4,0,5,1
7419,5,5,5,0,5,0,5,1
7420,1,1,1,4,1,0,5,1
7421,4,4,4,1,4,0,5,1
7422,5,5,5,0,5,0,5,1
7423,1,1,1,4,1,0,5,1
7424,5,5,5,0,5,0,5,1
7425,3,3,3,2,3,0,5,1
7426,5,5,5,0,5,0,5,1
7427,7,7,5,0,3,2,5,2
7428,5,5,5,0,5,0,5,1
7429,4,4,4,1,4,0,5,1
7430,5,5,5,0,5,0,5,1
7431,3,3,3,2,3,0,5,1
7432,5,5,5,0,5,0,5,1
7433,5,5,5,0,5,0,5,1
7434,1,1,1,4,1,0,5,1
7435,5,5,5,0,5,0,5,1
7436,1,1,1,4,1,0,5,1
7437,5,5,5,0,5,0,5,1
7438,5,5,5,0,5,0,5,1
7439,5,5,5,0,5,0,5,1
7440,5,5,5,0,5,0,5,1
7441,3,3,3,2,3,0,5,1
7442,5,5,5,0,5,0,5,1
7443,5,5,5,0,5,0,5,1
7444,5,5,5,0,5,0,5,1
7445,5,5,5,0,5,0,5,1
7446,5,5,5,0,5,0,5,1
7447,5,5,5,0,5,0,5,1
7448,3,3,3,2,3,0,5,1
7449,5,5,5,0,5,0,5,1
7450,5,5,5,0,5,0,5,1
7451,5,5,5,0,5,0,5,1
7452,5,5,5,0,5,0,5,1
7453,5,5,5,0,5,0,5,1
7454,5,5,5,0,5,0,5,1
7455,5,5,5,0,5,0,5,1
7456,5,5,5,0,5,0,5,1
7457,5,5,5,0,5,0,5,1
7458,5,5,5,0,5,0,5,1
7459,5,5,5,0,5,0,5,1
7460,5,5,5,0,5,0,5,1
7461,5,5,5,0,5,0,5,1
7462,5,5,5,0,5,0,5,1
7463,5,5,5,0,5,0,5,1
7464,3,3,3,2,3,0,5,1
7465,5,5,5,0,5,0,5,1
7466,5,5,5,0,5,0,5,1
7467,5,5,5,0,5,0,5,1
7468,5,5,5,0,5,0,5,1
7469,5,5,5,0,5,0,5,1
7470,5,5,5,0,5,0,5,1
7471,5,5,5,0,5,0,5,1
7472,5,5,5,0,5,0,5,1
7473,5,5,5,0,5,0,5,1
7474,5,5,5,0,5,0,5,1
7475,5,5,5,0,5,0,5,1
7476,1,1,1,4,1,0,5,1
7477,5,5,5,0,5,0,5,1
7478,5,5,5,0,5,0,5,1
7479,5,5,5,0,5,0,5,1
7480,1,1,1,4,1,0,5,1
7481,5,5,5,0,5,0,5,1
7482,1,1,1,4,1,0,5,1
7483,5,5,5,0,5,0,5,1
7484,5,5,5,0,5,0,5,1
7485,5,5,5,0,5,0,5,1
7486,3,3,3,2,3,0,5,1
7487,5,5,5,0,5,0,5,1
7488,1,1,1,4,1,0,5,1
7489,7,7,5,0,3,2,5,2
7490,4,4,4,1,4,0,5,1
7491,5,5,5,0,5,0,5,1
7492,5,5,5,0,5,0,5,1
7493,5,5,5,0,5,0,5,1
7494,5,5,5,0,5,0,5,1
7495,5,5,5,0,5,0,5,1
7496,5,5,5,0,5,0,5,1
7497,5,5,5,0,5,0,5,1
7498,5,5,5,0,5,0,5,1
7499,5,5,5,0,5,0,5,1
7500,1,1,1,4,1,0,5,1
7501,5,5,5,0,5,0,5,1
7502,6,6,5,0,4,1,5,2
7503,5,5,5,0,5,0,5,1
7504,5,5,5,0,5,0,5,1
7505,5,5,5,0,5,0,5,1
7506,5,5,5,0,5,0,5,1
7507,5,5,5,0,5,0,5,1
7508,5,5,5,0,5,0,5,1
7509,5,5,5,0,5,0,5,1
7510,5,5,5,0,5,0,5,1
7511,1,1,1,4,1,0,5,1
7512,5,5,5,0,5,0,5,1
7513,5,5,5,0,5,0,5,1
7514,7,7,3,2,2,1,5,5
7515,5,5,5,0,5,0,5,1
7516,5,5,5,0,5,0,5,1
7517,5,5,5,0,5,0,5,1
7518,4,4,4,1,4,0,5,1
7519,5,5,5,0,5,0,5,1
7520,5,5,5,0,5,0,5,1
7521,5,5,5,0,5,0,5,1
7522,1,1,1,4,1,0,5,1
7523,5,5,5,0,5,0,5,1
7524,5,5,5,0,5,0,5,1
7525,5,5,5,0,5,0,5,1
7526,1,1,1,4,1,0,5,1
7527,5,5,5,0,5,0,5,1
7528,5,5,5,0,5,0,5,1
7529,5,5,5,0,5,0,5,1
7530,5,5,5,0,5,0,5,1
7531,2,2,2,3,2,0,5,1
7532,5,5,5,0,5,0,5,1
7533,5,5,5,0,5,0,5,1
7534,5,5,5,0,5,0,5,1
7535,5,5,5,0,5,0,5,1
7536,5,5,5,0,5,0,5,1
7537,5,5,4,1,3,1,5,2
7538,5,5,5,0,5,0,5,1
7539,5,5,5,0,5,0,5,1
7540,1,1,1,4,1,0,5,1
7541,1,1,1,4,1,0,5,1
7542,5,5,5,0,5,0,5,1
7543,5,5,5,0,5,0,5,1
7544,5,5,5,0,5,0,5,1
7545,5,5,5,0,5,0,5,1
7546,5,5,5,0,5,0,5,1
7547,1,1,1,4,1,0,5,1
7548,5,5,5,0,5,0,5,1
7549,5,5,5,0,5,0,5,1
7550,5,5,5,0,5,0,5,1
7551,2,2,2,3,2,0,5,1
7552,5,5,5,0,5,0,5,1
7553,5,5,5,0,5,0,5,1
7554,3,3,3,2,3,0,5,1
7555,5,5,5,0,5,0,5,1
7556,2,2,2,3,2,0,5,1
7557,5,5,5,0,5,0,5,1
7558,5,5,5,0,5,0,5,1
7559,5,5,5,0,5,0,5,1
7560,5,5,5,0,5,0,5,1
7561,5,5,5,0,5,0,5,1
7562,1,1,1,4,1,0,5,1
7563,5,5,5,0,5,0,5,1
7564,1,1,1,4,1,0,5,1
7565,4,4,4,1,4,0,5,1
7566,5,5,5,0,5,0,5,1
7567,5,5,5,0,5,0,5,1
7568,5,5,5,0,5,0,5,1
7569,5,5,5,0,5,0,5,1
7570,5,5,5,0,5,0,5,1
7571,5,5,5,0,5,0,5,1
7572,5,5,5,0,5,0,5,1
7573,5,5,5,0,5,0,5,1
7574,5,5,5,0,5,0,5,1
7575,5,5,5,0,5,0,5,1
7576,5,5,5,0,5,0,5,1
7577,3,3,3,2,3,0,5,1
7578,5,5,5,0,5,0,5,1
7579,1,1,1,4,1,0,5,1
7580,5,5,5,0,5,0,5,1
7581,5,5,5,0,5,0,5,1
7582,5,5,5,0,5,0,5,1
7583,5,5,5,0,5,0,5,1
7584,1,1,1,4,1,0,5,1
7585,1,1,1,4,1,0,5,1
7586,5,5,5,0,5,0,5,1
7587,5,5,5,0,5,0,5,1
7588,4,4,4,1,4,0,5,1
7589,4,4,4,1,4,0,5,1
7590,1,1,1,4,1,0,5,1
7591,1,1,1,4,1,0,5,1
7592,5,5,5,0,5,0,5,1
7593,5,5,5,0,5,0,5,1
7594,5,5,5,0,5,0,5,1
7595,5,5,5,0,5,0,5,1
7596,3,3,3,2,3,0,5,1
7597,5,5,5,0,5,0,5,1
7598,4,4,4,1,4,0,5,1
7599,4,4,4,1,4,0,5,1
7600,5,5,5,0,5,0,5,1
7601,1,1,1,4,1,0,5,1
7602,5,5,5,0,5,0,5,1
7603,5,5,5,0,5,0,5,1
7604,5,5,5,0,5,0,5,1
7605,5,5,5,0,5,0,5,1
7606,3,3,3,2,3,0,5,1
7607,1,1,1,4,1,0,5,1
7608,5,5,5,0,5,0,5,1
7609,5,5,5,0,5,0,5,1
7610,5,5,5,0,5,0,5,1
7611,5,5,5,0,5,0,5,1
7612,5,5,5,0,5,0,5,1
7613,5,5,5,0,5,0,5,1
7614,5,5,5,0,5,0,5,1
7615,5,5,5,0,5,0,5,1
7616,5,5,5,0,5,0,5,1
7617,5,5,5,0,5,0,5,1
7618,1,1,1,4,1,0,5,1
7619,4,4,3,2,2,1,5,2
7620,5,5,5,0,5,0,5,1
7621,5,5,5,0,5,0,5,1
7622,12,12,5,0,1,4,5,3
7623,5,5,5,0,5,0,5,1
7624,1,1,1,4,1,0,5,1
7625,1,1,1,4,1,0,5,1
7626,5,5,5,0,5,0,5,1
7627,5,5,5,0,5,0,5,1
7628,5,5,5,0,5,0,5,1
7629,3,3,3,2,3,0,5,1
7630,4,4,4,1,4,0,5,1
7631,1,1,1,4,1,0,5,1
7632,1,1,1,4,1,0,5,1
7633,5,5,5,0,5,0,5,1
7634,1,1,1,4,1,0,5,1
7635,5,5,5,0,5,0,5,1
7636,5,5,5,0,5,0,5,1
7637,5,5,5,0,5,0,5,1
7638,5,5,5,0,5,0,5,1
7639,5,5,5,0,5,0,5,1
7640,5,5,5,0,5,0,5,1
7641,5,5,5,0,5,0,5,1
7642,1,1,1,4,1,0,5,1
7643,1,1,1,4,1,0,5,1
7644,5,5,5,0,5,0,5,1
7645,5,5,4,1,3,1,5,2
7646,1,1,1,4,1,0,5,1
7647,5,5,5,0,5,0,5,1
7648,5,5,5,0,5,0,5,1
7649,5,5,5,0,5,0,5,1
7650,5,5,5,0,5,0,5,1
7651,5,5,5,0,5,0,5,1
7652,5,5,5,0,5,0,5,1
7653,5,5,5,0,5,0,5,1
7654,5,5,5,0,5,0,5,1
7655,5,5,5,0,5,0,5,1
7656,1,1,1,4,1,0,5,1
7657,5,5,5,0,5,0,5,1
7658,5,5,5,0,5,0,5,1
7659,1,1,1,4,1,0,5,1
7660,5,5,5,0,5,0,5,1
7661,5,5,5,0,5,0,5,1
7662,5,5,5,0,5,0,5,1
7663,5,5,5,0,5,0,5,1
7664,5,5,5,0,5,0,5,1
7665,5,5,5,0,5,0,5,1
7666,5,5,5,0,5,0,5,1
7667,5,5,5,0,5,0,5,1
7668,5,5,5,0,5,0,5,1
7669,1,1,1,4,1,0,5,1
7670,5,5,5,0,5,0,5,1
7671,5,5,5,0,5,0,5,1
7672,5,5,5,0,5,0,5,1
7673,2,2,2,3,2,0,5,1
7674,1,1,1,4,1,0,5,1
7675,5,5,5,0,5,0,5,1
7676,1,1,1,4,1,0,5,1
7677,1,1,1,4,1,0,5,1
