re_pmid_id	re_id	pmid	sentence_index	pub_year
91244	19757	33239886	12	2020
91245	19757	33239886	13	2020
92597	19862	33239886	1	2020
26042	7396	33240230	4	2020
26043	7396	33240230	7	2020
27908	7554	33240230	6	2020
29193	7598	33240230	6	2020
29194	7598	33240230	7	2020
30801	7670	33240230	6	2020
31145	7789	33240230	6	2020
31198	7799	33240230	6	2020
31272	7815	33240230	6	2020
37713	9144	33240245	9	2020
37714	9145	33240245	10	2020
37718	9148	33240245	6	2020
37720	9150	33240245	7	2020
37722	9151	33240245	6	2020
37723	9152	33240245	9	2020
44946	11163	33240245	6	2020
44947	11164	33240245	6	2020
44948	11165	33240245	6	2020
27273	7439	33240958	6	2020
30664	7656	33240958	5	2020
20871	5798	33240959	6	2020
96310	20986	33240959	6	2020
84161	18858	33243148	1	2020
84243	18876	33243148	1	2020
84266	18888	33243148	1	2020
84383	18922	33243148	0	2020
86382	19518	33247131	5	2020
88793	19716	33247131	5	2020
91247	19757	33247131	1	2020
60765	15822	33248554	4	2020
60787	15835	33248554	5	2020
60906	15880	33248554	5	2020
83984	18759	33248554	4	2020
83990	18762	33248554	5	2020
35566	8800	33248614	8	2020
84462	18963	33248615	1	2020
84530	18979	33248615	1	2020
84536	18980	33248615	1	2020
96531	21036	33248615	0	2020
96532	21036	33248615	1	2020
96572	21048	33248615	3	2020
96627	21076	33248615	4	2020
96654	21079	33248615	5	2020
96822	21093	33248615	0	2020
96823	21093	33248615	1	2020
96824	21093	33248615	3	2020
96825	21093	33248615	5	2020
96843	21095	33248615	1	2020
96868	21105	33248615	0	2020
96877	21106	33248615	5	2020
96967	21108	33248615	0	2020
96968	21108	33248615	4	2020
96969	21108	33248615	5	2020
96970	21108	33248615	6	2020
97061	21127	33248615	3	2020
2674	737	33248621	7	2020
3036	755	33248621	7	2020
97712	21263	33248621	7	2020
97733	21267	33248621	7	2020
57597	15232	33248624	2	2020
58013	15253	33248624	2	2020
87913	19635	33252355	2	2020
91248	19757	33252355	2	2020
64277	16662	33255315	5	2020
65942	16788	33255315	5	2020
74747	17268	33255315	5	2020
79685	17467	33255315	5	2020
99344	21754	33256601	9	2020
67533	16799	33256752	0	2020
76766	17323	33256752	0	2020
80597	17693	33256752	0	2020
80859	17757	33256752	0	2020
92070	19816	33258796	1	2020
56480	14863	33260774	10	2020
56721	14917	33260774	10	2020
56790	14921	33260774	10	2020
40150	10067	33262613	7	2020
40386	10150	33262613	7	2020
43772	10818	33262613	7	2020
43815	10844	33262613	7	2020
44266	10920	33262613	7	2020
44348	10963	33262613	7	2020
38803	9535	33262616	6	2020
38805	9537	33262616	6	2020
38819	9547	33262616	6	2020
43575	10812	33262616	6	2020
43576	10813	33262616	6	2020
43577	10814	33262616	6	2020
46045	11416	33262616	6	2020
46046	11417	33262616	6	2020
46047	11418	33262616	6	2020
10064	2977	33262742	12	2020
10244	3035	33262742	11	2020
10359	3046	33262742	8	2020
10390	3051	33262742	12	2020
10508	3064	33262742	12	2020
10607	3081	33262742	11	2020
11382	3149	33262742	12	2020
12552	3292	33262742	8	2020
12707	3303	33262742	12	2020
13096	3327	33262742	10	2020
13097	3327	33262742	12	2020
13327	3352	33262742	10	2020
11809	3209	33262745	12	2020
102136	22473	33265988	4	2020
65289	16787	33268997	2	2020
71851	17040	33268997	2	2020
37866	9218	33272354	1	2020
37869	9220	33272354	1	2020
37875	9225	33272354	1	2020
68776	16867	33272354	0	2020
69966	16887	33272354	0	2020
70831	16963	33272354	0	2020
79147	17417	33272354	0	2020
60623	15778	33273833	5	2020
60879	15869	33273833	4	2020
60888	15874	33273833	4	2020
99729	21852	33273833	4	2020
99737	21857	33273833	4	2020
87914	19635	33278300	1	2020
87915	19635	33278300	6	2020
91249	19757	33278300	1	2020
110462	24476	33278300	1	2020
111440	24547	33278300	1	2020
24264	7002	33281772	5	2020
79827	17491	33281782	2	2020
79828	17491	33281782	3	2020
79829	17491	33281782	13	2020
79830	17492	33281782	3	2020
79832	17493	33281782	2	2020
79833	17493	33281782	3	2020
79834	17493	33281782	13	2020
79838	17497	33281782	13	2020
84172	18862	33284842	1	2020
84173	18862	33284842	2	2020
84174	18862	33284842	3	2020
12553	3292	33287207	4	2020
12579	3295	33287207	4	2020
13098	3327	33287207	4	2020
43104	10726	33287207	4	2020
43118	10727	33287207	4	2020
43413	10750	33287207	4	2020
27274	7439	33292487	2	2020
28033	7557	33292487	3	2020
28160	7573	33292487	10	2020
28363	7595	33292487	1	2020
29196	7598	33292487	0	2020
29396	7610	33292487	4	2020
29558	7626	33292487	0	2020
29605	7636	33292487	6	2020
30424	7637	33292487	4	2020
87917	19635	33293853	7	2020
91250	19757	33293853	7	2020
427	177	33294489	5	2020
1936	628	33294489	5	2020
3096	772	33294489	5	2020
13389	3357	33294489	5	2020
38600	9468	33294489	5	2020
102137	22473	33295480	5	2020
65943	16788	33296340	0	2020
17088	4722	33296341	11	2020
18112	4908	33296341	11	2020
107606	23784	33297628	7	2020
107719	23805	33297628	7	2020
9171	2749	33298039	9	2020
9454	2817	33298039	5	2020
9455	2817	33298039	9	2020
9458	2819	33298039	5	2020
10815	3142	33298160	6	2020
11736	3178	33298160	6	2020
13099	3327	33298160	6	2020
34073	8633	33298160	6	2020
34981	8676	33298160	6	2020
36736	8878	33298160	6	2020
41793	10592	33298160	6	2020
42613	10626	33298160	6	2020
43414	10750	33298160	6	2020
31487	7932	33298573	11	2020
31491	7936	33298573	16	2020
31493	7938	33298573	11	2020
31512	7944	33298573	15	2020
31615	7976	33298573	6	2020
31663	7985	33298573	7	2020
31664	7985	33298573	8	2020
31665	7985	33298573	16	2020
31675	7989	33298573	7	2020
55394	14645	33298573	7	2020
55395	14645	33298573	16	2020
55836	14713	33298573	7	2020
55837	14713	33298573	10	2020
56020	14727	33298573	10	2020
56021	14727	33298573	12	2020
56022	14727	33298573	17	2020
56064	14733	33298573	7	2020
56962	15011	33298573	7	2020
56963	15011	33298573	16	2020
57065	15046	33298573	9	2020
57103	15054	33298573	7	2020
57104	15054	33298573	17	2020
57111	15056	33298573	7	2020
9606	2837	33299744	2	2020
42873	10706	33299744	1	2020
78509	17390	33299744	2	2020
48068	12113	33299848	6	2020
48069	12114	33299848	6	2020
48081	12116	33299848	5	2020
102357	22488	33299848	6	2020
102415	22498	33299848	6	2020
102558	22504	33299848	5	2020
79871	17503	33300460	3	2020
79872	17503	33300460	4	2020
79907	17514	33300460	2	2020
79936	17520	33300460	4	2020
79956	17523	33300460	4	2020
79960	17526	33300460	3	2020
79961	17526	33300460	4	2020
86787	19633	33302353	4	2020
87918	19635	33302353	4	2020
88800	19717	33302353	5	2020
91251	19757	33302353	4	2020
91252	19757	33302353	5	2020
5705	1610	33303031	9	2020
5731	1623	33303031	9	2020
6052	1779	33303661	2	2020
20047	5575	33303661	2	2020
47108	11754	33303661	2	2020
83253	18403	33303661	2	2020
84813	19065	33303661	2	2020
97700	21259	33303661	2	2020
101736	22448	33303661	2	2020
103071	22640	33303661	2	2020
19976	5553	29198952	4	2019
19977	5553	29198952	5	2019
20101	5589	29198952	5	2019
20132	5594	29198952	5	2019
20166	5605	29198952	5	2019
20169	5607	29198952	5	2019
20171	5608	29198952	5	2019
20218	5620	29198952	6	2019
20459	5663	29198952	6	2019
20819	5762	29198952	4	2019
6464	1897	29246087	2	2019
84201	18873	29275077	2	2019
84202	18873	29275077	3	2019
88121	19644	29613973	9	2019
90916	19757	29613973	5	2019
91471	19772	29613973	9	2019
92636	19867	29613973	9	2019
3512	857	29627505	4	2019
51437	13280	29627505	4	2019
11678	3178	29631930	6	2019
38284	9401	29631930	6	2019
42456	10626	29631930	0	2019
42457	10626	29631930	6	2019
42458	10626	29631930	8	2019
42932	10717	29631930	8	2019
52333	13575	29631930	6	2019
45143	11222	29636285	11	2019
45566	11310	29636285	7	2019
45594	11313	29636285	9	2019
45595	11313	29636285	11	2019
45653	11320	29636285	7	2019
45763	11330	29636285	9	2019
34500	8654	29698126	1	2019
34573	8659	29698126	0	2019
34851	8676	29698126	0	2019
34852	8676	29698126	1	2019
36103	8840	29698126	1	2019
4774	1308	29708846	7	2019
5786	1633	29708846	7	2019
106427	23476	29733689	1	2019
106481	23486	29733689	1	2019
1995	650	29748922	6	2019
2008	653	29748922	6	2019
2215	671	29748922	6	2019
2375	702	29748922	6	2019
2988	755	29748922	8	2019
35595	8802	29749296	0	2019
35702	8818	29749296	4	2019
36206	8846	29749296	0	2019
37177	9032	29749296	4	2019
37488	9105	29749296	4	2019
37571	9121	29749296	6	2019
37721	9151	29749296	4	2019
37804	9191	29749296	4	2019
61078	15928	29906589	7	2019
61079	15928	29906589	9	2019
61142	15949	29906589	7	2019
61143	15949	29906589	9	2019
61387	16042	29906589	9	2019
61441	16062	29906589	8	2019
61445	16066	29906589	9	2019
3581	884	29931813	6	2019
87744	19635	29931813	6	2019
25892	7390	29945744	3	2019
26407	7434	29945744	3	2019
30010	7637	29945744	0	2019
65825	16788	29982173	5	2019
97107	21150	30003527	7	2019
97699	21259	30003527	7	2019
100519	22007	30003527	10	2019
100548	22025	30003527	7	2019
38951	9644	30003961	2	2019
38968	9646	30003961	2	2019
42485	10626	30017896	0	2019
42960	10723	30017896	0	2019
43058	10726	30017896	4	2019
43168	10732	30017896	0	2019
43369	10750	30017896	4	2019
87750	19635	30031590	0	2019
88781	19716	30031590	2	2019
90947	19757	30031590	0	2019
92029	19816	30031590	0	2019
30434	7639	30036574	2	2019
98324	21456	30036574	2	2019
16822	4678	30047163	0	2019
16835	4687	30047163	0	2019
16838	4690	30047163	0	2019
16984	4721	30047163	0	2019
17280	4783	30047163	0	2019
17371	4817	30047163	0	2019
17375	4821	30047163	0	2019
17723	4906	30047163	0	2019
18053	4908	30047163	5	2019
18444	4986	30047163	0	2019
18472	5007	30047163	0	2019
18474	5009	30047163	0	2019
18627	5048	30047163	0	2019
95375	20683	30047163	0	2019
95387	20689	30047163	0	2019
95389	20691	30047163	0	2019
95403	20697	30047163	0	2019
106313	23447	30047163	0	2019
106322	23453	30047163	0	2019
106323	23454	30047163	0	2019
106398	23475	30047163	0	2019
106501	23498	30047163	0	2019
106523	23506	30047163	0	2019
106524	23507	30047163	0	2019
106566	23527	30047163	0	2019
106687	23579	30047163	0	2019
106793	23610	30047163	0	2019
106800	23613	30047163	0	2019
107017	23674	30047163	0	2019
107147	23677	30047163	3	2019
107447	23732	30047163	3	2019
107537	23754	30047163	0	2019
107562	23768	30047163	0	2019
107564	23770	30047163	0	2019
107649	23802	30047163	0	2019
108193	24012	30047163	0	2019
108206	24023	30047163	0	2019
108207	24024	30047163	0	2019
108271	24046	30047163	0	2019
38346	9425	30056230	4	2019
38586	9465	30056230	4	2019
101771	22449	30056230	4	2019
102675	22528	30056230	4	2019
107604	23784	30056230	4	2019
107818	23835	30056230	4	2019
54801	14447	30067146	2	2019
60415	15722	30067146	2	2019
60614	15775	30067146	2	2019
84442	18956	30076974	7	2019
84443	18956	30076974	8	2019
84448	18957	30076974	7	2019
84491	18978	30076974	7	2019
84511	18979	30076974	8	2019
84594	18995	30076974	8	2019
96389	21020	30076974	7	2019
96390	21020	30076974	8	2019
96397	21021	30076974	7	2019
96431	21031	30076974	0	2019
96486	21036	30076974	2	2019
96622	21075	30076974	4	2019
96695	21090	30076974	1	2019
96700	21092	30076974	7	2019
96755	21093	30076974	8	2019
96829	21094	30076974	9	2019
96833	21095	30076974	3	2019
96880	21107	30076974	10	2019
97032	21121	30076974	2	2019
97055	21127	30076974	8	2019
85323	19162	30096257	4	2019
26314	7433	30097296	3	2019
26315	7433	30097296	4	2019
26316	7433	30097296	7	2019
26841	7439	30097296	4	2019
28299	7590	30097296	4	2019
28781	7598	30097296	7	2019
2649	737	30105450	11	2019
2650	737	30105450	12	2019
2996	755	30105450	5	2019
87755	19635	30113003	1	2019
87756	19635	30113003	8	2019
90960	19757	30113003	8	2019
20077	5584	30113251	6	2019
20207	5617	30113251	10	2019
20306	5633	30113251	4	2019
20307	5633	30113251	6	2019
20335	5642	30113251	12	2019
20418	5654	30113251	4	2019
20419	5654	30113251	6	2019
20420	5654	30113251	8	2019
20541	5666	30113251	4	2019
20542	5666	30113251	8	2019
20543	5666	30113251	10	2019
20544	5666	30113251	11	2019
20545	5666	30113251	12	2019
20750	5727	30113251	6	2019
20789	5739	30113251	6	2019
20813	5756	30113251	6	2019
20831	5768	30113251	6	2019
108578	24177	30113251	10	2019
109030	24280	30113251	10	2019
17316	4785	30120711	4	2019
93987	20240	30120711	4	2019
94220	20282	30120711	4	2019
106513	23500	30120711	4	2019
106708	23581	30120711	4	2019
110122	24396	30120711	4	2019
111362	24547	30120711	4	2019
112818	24652	30120711	4	2019
113789	24819	30120711	4	2019
32932	8372	30126693	2	2019
32997	8385	30126693	2	2019
94685	20447	30129868	5	2019
94737	20452	30129868	5	2019
94792	20458	30129868	5	2019
67376	16799	30129883	1	2019
74181	17229	30129883	1	2019
74939	17294	30129883	1	2019
33968	8624	30141138	4	2019
34001	8632	30141138	3	2019
34002	8632	30141138	4	2019
34486	8649	30141138	4	2019
35225	8703	30141138	3	2019
65063	16783	30141138	3	2019
70806	16963	30141138	3	2019
26845	7439	30142027	12	2019
28783	7598	30142027	12	2019
102519	22504	30144295	9	2019
38911	9614	30150791	5	2019
38916	9616	30150791	5	2019
38920	9619	30150791	5	2019
38921	9620	30150791	5	2019
38925	9623	30150791	4	2019
41031	10271	30150791	4	2019
41036	10276	30150791	4	2019
41499	10479	30150791	3	2019
43541	10787	30150791	5	2019
43542	10788	30150791	5	2019
43543	10789	30150791	5	2019
43544	10790	30150791	5	2019
44097	10899	30150791	5	2019
44098	10900	30150791	5	2019
44099	10901	30150791	5	2019
44100	10902	30150791	5	2019
44101	10903	30150791	4	2019
96487	21036	30153086	2	2019
96756	21093	30153086	0	2019
96757	21093	30153086	2	2019
96834	21095	30153086	1	2019
96848	21100	30153086	0	2019
97066	21129	30153086	1	2019
28787	7598	30170212	4	2019
90963	19757	30171483	4	2019
17164	4751	30172134	1	2019
18421	4979	30172134	1	2019
107835	23841	30172134	1	2019
90964	19757	30172831	3	2019
111363	24547	30178076	1	2019
26197	7412	30179517	6	2019
26855	7439	30179517	2	2019
26856	7439	30179517	3	2019
28790	7598	30179517	0	2019
30043	7637	30179517	0	2019
30044	7637	30179517	1	2019
30045	7637	30179517	2	2019
30046	7637	30179517	5	2019
30047	7637	30179517	6	2019
30048	7637	30179517	7	2019
30049	7637	30179517	10	2019
97176	21172	30179517	6	2019
97257	21178	30179517	2	2019
97608	21232	30179517	1	2019
97609	21232	30179517	2	2019
97610	21232	30179517	4	2019
97611	21232	30179517	5	2019
97612	21232	30179517	6	2019
97613	21232	30179517	7	2019
97614	21232	30179517	8	2019
97615	21232	30179517	10	2019
11493	3176	30185065	4	2019
13445	3395	30185065	4	2019
14762	3866	30185065	4	2019
49298	12512	30185065	4	2019
49637	12603	30185065	4	2019
50522	12855	30185065	4	2019
50709	12951	30185065	4	2019
52282	13572	30185065	4	2019
53387	13754	30185065	4	2019
78477	17390	30201133	9	2019
16583	4524	30202900	10	2019
16584	4525	30202900	10	2019
16585	4526	30202900	10	2019
16586	4526	30202900	11	2019
25967	7396	30204838	2	2019
26862	7439	30204838	7	2019
27433	7460	30204838	2	2019
27434	7460	30204838	5	2019
27435	7460	30204838	7	2019
27788	7540	30204838	2	2019
27789	7540	30204838	9	2019
29316	7607	30204838	9	2019
29371	7609	30204838	9	2019
65833	16788	30204851	1	2019
86771	19633	30207248	1	2019
90968	19757	30207248	1	2019
11408	3160	30212274	0	2019
11447	3165	30212274	0	2019
11689	3178	30212274	0	2019
11690	3178	30212274	7	2019
11754	3187	30212274	0	2019
11913	3241	30212274	0	2019
12248	3276	30212274	7	2019
13055	3327	30212274	0	2019
96624	21076	30215228	8	2019
96973	21109	30215228	8	2019
97004	21116	30215228	4	2019
97005	21116	30215228	6	2019
740	300	30217548	9	2019
1585	585	30217548	9	2019
1957	638	30217548	11	2019
2304	682	30217548	11	2019
2445	723	30217548	9	2019
3054	762	30217548	11	2019
57569	15232	30217548	9	2019
58994	15418	30217548	9	2019
62314	16386	30217548	9	2019
64219	16662	30217734	3	2019
71829	17040	30217734	3	2019
72782	17119	30217734	3	2019
41651	10561	30220617	1	2019
100227	21976	30230939	8	2019
100451	21983	30230939	8	2019
100472	21988	30230939	8	2019
64587	16695	30234422	2	2019
67384	16799	30234422	2	2019
71918	17059	30234422	2	2019
76888	17329	30234422	2	2019
54814	14448	30236960	6	2019
60621	15776	30236960	6	2019
34866	8676	30240839	1	2019
35452	8756	30240839	1	2019
36026	8836	30240839	1	2019
36657	8878	30240839	1	2019
36772	8888	30240839	1	2019
33168	8457	30244038	6	2019
33171	8458	30244038	6	2019
25968	7396	30244040	10	2019
26867	7439	30244040	4	2019
26868	7439	30244040	6	2019
26869	7439	30244040	8	2019
27322	7453	30244040	10	2019
27437	7460	30244040	4	2019
27984	7557	30244040	10	2019
28794	7598	30244040	0	2019
28795	7598	30244040	10	2019
29236	7600	30244040	6	2019
94571	20430	30244040	5	2019
94572	20430	30244040	9	2019
94573	20430	30244040	11	2019
94695	20447	30244040	5	2019
94769	20453	30244040	9	2019
94770	20453	30244040	11	2019
83860	18681	30246548	5	2019
83877	18695	30246548	5	2019
94603	20439	30256174	2	2019
94696	20447	30256174	2	2019
98391	21474	30256174	2	2019
98426	21481	30256174	2	2019
7327	2349	30256175	0	2019
7777	2387	30256175	0	2019
8446	2472	30256175	0	2019
8487	2475	30256175	0	2019
19633	5410	30265589	5	2019
19678	5430	30265589	5	2019
52218	13557	30265589	6	2019
11691	3178	30266401	2	2019
42492	10626	30266401	2	2019
62890	16567	30266401	6	2019
94726	20448	30266401	6	2019
98430	21482	30266401	6	2019
17628	4874	30266640	11	2019
94084	20272	30266640	11	2019
95218	20627	30266640	11	2019
106957	23651	30266640	11	2019
25969	7396	30267758	3	2019
25970	7396	30267758	4	2019
26104	7407	30267758	3	2019
26871	7439	30267758	1	2019
28060	7569	30267758	4	2019
28798	7598	30267758	1	2019
29347	7608	30267758	3	2019
30053	7637	30267758	1	2019
30054	7637	30267758	2	2019
30055	7637	30267758	3	2019
30056	7637	30267758	4	2019
1138	423	30281548	9	2019
46811	11685	30281548	9	2019
97122	21156	30281548	9	2019
26872	7439	30282791	3	2019
67387	16799	30288954	6	2019
66082	16798	30297049	0	2019
69071	16884	30297049	0	2019
42493	10626	30297092	1	2019
42494	10626	30297092	6	2019
43170	10732	30297092	1	2019
22207	6309	30308701	6	2019
23029	6725	30308701	6	2019
56062	14733	30308701	6	2019
18404	4977	30308888	4	2019
18422	4979	30308888	4	2019
107456	23736	30308888	4	2019
107466	23738	30308888	4	2019
65835	16788	30312366	0	2019
26876	7439	30312830	2	2019
26877	7439	30312830	5	2019
27985	7557	30312830	7	2019
28142	7573	30312830	5	2019
29238	7600	30312830	4	2019
29373	7609	30312830	2	2019
30059	7637	30312830	4	2019
30060	7637	30312830	5	2019
30647	7655	30312830	2	2019
37863	9217	30312830	5	2019
37880	9229	30312830	5	2019
3677	900	30312831	13	2019
18738	5054	30312831	13	2019
91331	19763	30312831	13	2019
106449	23478	30312831	13	2019
5374	1528	30316087	6	2019
18058	4908	30316087	6	2019
19032	5149	30316087	6	2019
57986	15253	30316087	6	2019
102076	22473	30316087	6	2019
16934	4704	30317094	6	2019
84807	19065	30317094	6	2019
97108	21150	30317094	6	2019
101701	22448	30317094	6	2019
103057	22640	30317094	6	2019
104531	22988	30317094	6	2019
105524	23131	30317094	6	2019
40182	10079	30321713	1	2019
41131	10287	30321713	1	2019
41688	10571	30321713	1	2019
43787	10826	30321713	1	2019
44277	10928	30321713	1	2019
25854	7377	30321718	1	2019
25971	7396	30321718	1	2019
25972	7396	30321718	3	2019
25973	7396	30321718	7	2019
25974	7396	30321718	9	2019
27813	7545	30321718	1	2019
27814	7545	30321718	4	2019
27815	7545	30321718	9	2019
28190	7584	30321718	1	2019
30884	7683	30321718	1	2019
30885	7683	30321718	2	2019
30886	7683	30321718	4	2019
30888	7684	30321718	1	2019
30912	7685	30321718	1	2019
30913	7685	30321718	4	2019
33453	8570	30321718	1	2019
33764	8599	30321718	1	2019
33765	8599	30321718	3	2019
33766	8599	30321718	7	2019
35525	8788	30321718	1	2019
35526	8788	30321718	4	2019
35527	8788	30321718	9	2019
35734	8825	30321718	1	2019
36997	8916	30321718	1	2019
36998	8916	30321718	2	2019
36999	8916	30321718	4	2019
37000	8917	30321718	1	2019
37015	8918	30321718	1	2019
37016	8918	30321718	4	2019
108881	24249	30323043	2	2019
20966	5842	30323045	1	2019
21055	5868	30323045	1	2019
21367	6046	30323045	1	2019
21369	6048	30323045	1	2019
12514	3292	30323046	9	2019
12567	3295	30323046	2	2019
13056	3327	30323046	2	2019
13057	3327	30323046	9	2019
13289	3339	30323046	2	2019
42232	10622	30323046	0	2019
42233	10622	30323046	13	2019
42495	10626	30323046	0	2019
42496	10626	30323046	13	2019
43061	10726	30323046	12	2019
43111	10727	30323046	2	2019
43374	10750	30323046	2	2019
43375	10750	30323046	12	2019
43474	10764	30323046	2	2019
23548	6912	30323050	3	2019
25139	7099	30323050	3	2019
41978	10596	30323050	3	2019
18388	4972	30325436	5	2019
111365	24547	30328745	6	2019
111366	24547	30328745	11	2019
111798	24574	30328745	12	2019
103443	22686	30328753	8	2019
103528	22689	30328753	8	2019
103677	22716	30328753	8	2019
58595	15280	30328756	5	2019
58690	15298	30328756	5	2019
59545	15448	30328756	5	2019
59589	15459	30328756	5	2019
59956	15570	30328756	9	2019
60047	15579	30328756	5	2019
60075	15587	30328756	5	2019
82676	18251	30328756	5	2019
82702	18261	30328756	5	2019
83111	18357	30328756	9	2019
83194	18366	30328756	5	2019
83222	18377	30328756	5	2019
109476	24388	30339895	0	2019
109477	24388	30339895	1	2019
109478	24388	30339895	2	2019
110650	24514	30339895	1	2019
111367	24547	30339895	0	2019
111368	24547	30339895	1	2019
111369	24547	30339895	3	2019
111370	24547	30339895	5	2019
112119	24589	30339895	3	2019
54780	14438	30342248	8	2019
55058	14494	30342248	8	2019
5191	1496	30342929	7	2019
5375	1528	30342929	7	2019
5535	1553	30342929	7	2019
47483	11876	30342929	7	2019
47489	11879	30342929	7	2019
47499	11883	30342929	7	2019
94920	20507	30342929	7	2019
94971	20521	30342929	7	2019
95004	20532	30342929	7	2019
108663	24213	30342929	7	2019
108865	24247	30342929	7	2019
109032	24280	30342929	7	2019
26881	7439	30346547	0	2019
26882	7439	30346547	1	2019
26883	7439	30346547	2	2019
26884	7439	30346547	7	2019
18296	4951	30346650	10	2019
89146	19742	30353486	2	2019
26885	7439	30355469	0	2019
27886	7554	30355469	0	2019
27987	7557	30355469	0	2019
57195	15125	30358940	6	2019
57196	15126	30358940	6	2019
110857	24546	30361635	7	2019
112028	24582	30361635	1	2019
112029	24582	30361635	4	2019
71832	17040	30368151	5	2019
102400	22497	30368154	3	2019
102667	22527	30368154	3	2019
102712	22537	30368154	3	2019
102719	22538	30368154	3	2019
103431	22683	30368154	3	2019
103649	22707	30368154	3	2019
103681	22717	30368154	3	2019
103684	22718	30368154	3	2019
105009	23039	30368154	3	2019
105300	23067	30368154	3	2019
105345	23074	30368154	3	2019
105348	23075	30368154	3	2019
107220	23697	30368154	3	2019
107421	23728	30368154	3	2019
107457	23736	30368154	3	2019
107459	23737	30368154	3	2019
108323	24060	30368154	3	2019
108359	24074	30368154	3	2019
108371	24077	30368154	3	2019
108376	24078	30368154	3	2019
101426	22360	30368175	10	2019
101703	22448	30368175	10	2019
102077	22473	30368175	10	2019
102341	22488	30368175	10	2019
26425	7434	30373798	5	2019
26887	7439	30373798	9	2019
26888	7439	30373798	11	2019
27438	7460	30373798	9	2019
27439	7460	30373798	11	2019
27524	7479	30373798	5	2019
29374	7609	30373798	11	2019
34415	8643	30373798	9	2019
34416	8643	30373798	11	2019
34868	8676	30373798	9	2019
34869	8676	30373798	11	2019
36289	8848	30373798	11	2019
65838	16788	30373798	5	2019
70809	16963	30373798	5	2019
41698	10572	30376099	4	2019
42163	10604	30376099	4	2019
14774	3869	30376113	12	2019
14784	3872	30376113	12	2019
14816	3888	30376113	12	2019
14869	3899	30376113	12	2019
14885	3900	30376113	12	2019
7938	2430	30379599	5	2019
8117	2443	30379599	5	2019
8134	2445	30379599	5	2019
8448	2472	30379599	5	2019
37295	9060	30379599	0	2019
37427	9078	30379599	0	2019
37505	9111	30379599	0	2019
37587	9124	30379599	8	2019
37588	9124	30379599	10	2019
48455	12265	30380474	1	2019
48530	12266	30380474	1	2019
48808	12297	30380474	1	2019
89209	19755	30380474	1	2019
90972	19757	30380474	1	2019
92462	19853	30380474	1	2019
101895	22472	30380474	1	2019
102078	22473	30380474	1	2019
102679	22531	30380474	1	2019
107019	23676	30380474	1	2019
107150	23677	30380474	1	2019
107425	23730	30380474	1	2019
25746	7314	30381691	2	2019
25747	7315	30381691	2	2019
25761	7326	30381691	2	2019
44993	11189	30385392	0	2019
45009	11191	30385392	1	2019
45243	11262	30385392	3	2019
45568	11310	30385392	0	2019
45654	11320	30385392	0	2019
45681	11321	30385392	0	2019
2173	658	30388219	9	2019
38259	9392	30388219	9	2019
18060	4908	30389335	11	2019
107151	23677	30389335	12	2019
31000	7724	30389546	1	2019
444	193	30389638	5	2019
544	237	30389638	5	2019
690	282	30389638	4	2019
1451	547	30389638	2	2019
2021	655	30389638	2	2019
3904	1005	30389638	5	2019
61548	16108	30389638	4	2019
62359	16397	30389638	6	2019
62436	16402	30389638	6	2019
65839	16788	30391380	11	2019
86039	19398	30393188	9	2019
107424	23729	30393188	8	2019
79879	17510	30394846	8	2019
79901	17514	30394846	8	2019
79932	17520	30394846	8	2019
79951	17523	30394846	8	2019
26426	7434	30395986	5	2019
28812	7598	30395987	4	2019
30515	7645	30395987	4	2019
31338	7864	30395987	8	2019
31340	7866	30395987	8	2019
65840	16788	30396720	0	2019
67641	16825	30396720	0	2019
79247	17420	30396720	0	2019
38748	9520	30397053	2	2019
38765	9524	30397053	4	2019
38786	9529	30397053	10	2019
38794	9533	30397053	4	2019
38801	9535	30397053	4	2019
38812	9541	30397053	4	2019
38817	9546	30397053	4	2019
42112	10598	30399389	9	2019
42497	10626	30399389	9	2019
42662	10644	30399389	9	2019
16896	4694	30403546	9	2019
17077	4722	30403546	5	2019
17092	4724	30403546	9	2019
17152	4746	30403546	9	2019
18801	5068	30403546	10	2019
95285	20639	30403546	4	2019
110123	24396	30403547	4	2019
111371	24547	30403547	4	2019
97360	21200	30403553	5	2019
58455	15268	30412264	6	2019
82254	18179	30412264	6	2019
82318	18188	30412264	7	2019
33371	8541	30412735	7	2019
33428	8554	30412735	7	2019
95662	20812	30412735	8	2019
95766	20833	30412735	7	2019
95902	20852	30412735	7	2019
95903	20852	30412735	8	2019
101400	22345	30412878	4	2019
101549	22409	30412878	4	2019
102079	22473	30412878	4	2019
96384	21019	30412889	5	2019
104479	22982	30412889	5	2019
109256	24328	30412889	5	2019
105472	23116	30414589	9	2019
18447	4987	30415850	6	2019
106314	23448	30415850	6	2019
106507	23499	30415850	6	2019
106703	23580	30415850	6	2019
64551	16689	30418042	8	2019
65842	16788	30418042	8	2019
73584	17226	30418042	8	2019
25976	7396	30418551	17	2019
26072	7403	30418551	17	2019
26895	7439	30418551	17	2019
28816	7598	30418551	12	2019
28817	7598	30418551	15	2019
28818	7598	30418551	17	2019
30073	7637	30418551	14	2019
30596	7653	30418551	13	2019
71833	17040	30418554	1	2019
74222	17232	30418554	1	2019
75918	17303	30424950	2	2019
78714	17394	30424950	2	2019
65844	16788	30426331	7	2019
71834	17040	30426331	7	2019
72783	17119	30426331	7	2019
25595	7207	30427763	9	2019
25596	7208	30427763	1	2019
