re_pmid_id	re_id	pmid	sentence_index	pub_year
114108	24940	33057728	8	2021
91224	19757	33064844	3	2021
91225	19757	33064844	5	2021
108453	24111	33068846	8	2021
111795	24571	33068846	8	2021
25815	7358	33069047	3	2021
31369	7877	33069047	5	2021
31529	7947	33069047	6	2021
31668	7986	33069047	5	2021
10819	3145	33074751	10	2021
11380	3149	33074751	4	2021
11733	3178	33074751	4	2021
12264	3276	33074751	4	2021
12265	3276	33074751	10	2021
15232	4056	33074751	4	2021
15273	4068	33074751	4	2021
1013	384	33074767	9	2021
1040	400	33074767	9	2021
1187	436	33074767	9	2021
47460	11860	33074767	7	2021
47479	11872	33074767	9	2021
47484	11877	33074767	9	2021
47492	11882	33074767	9	2021
47500	11883	33074767	7	2021
47893	12043	33074767	9	2021
47923	12052	33074767	9	2021
47970	12071	33074767	9	2021
48010	12072	33074767	7	2021
48286	12208	33074767	9	2021
48386	12235	33074767	9	2021
48596	12281	33074767	9	2021
38672	9493	33083833	1	2021
38673	9493	33083833	15	2021
38688	9502	33083833	6	2021
6338	1863	33089314	1	2021
6339	1863	33089314	6	2021
85897	19357	33089314	8	2021
85943	19367	33089314	1	2021
85944	19367	33089314	6	2021
85945	19367	33089314	8	2021
85946	19367	33089314	10	2021
85992	19381	33089314	0	2021
96401	21023	33090061	8	2021
96527	21036	33090061	3	2021
96528	21036	33090061	8	2021
96674	21082	33090061	4	2021
96818	21093	33090061	5	2021
96962	21108	33090061	0	2021
96990	21111	33090061	0	2021
97011	21116	33090061	0	2021
97059	21127	33090061	5	2021
98647	21558	33090061	0	2021
98651	21560	33090061	0	2021
33932	8617	33090069	1	2021
34068	8633	33090069	0	2021
34069	8633	33090069	1	2021
34070	8633	33090069	2	2021
34071	8633	33090069	3	2021
35266	8703	33090069	0	2021
92244	19827	33090539	1	2021
92245	19827	33090539	2	2021
42964	10723	33090918	13	2021
43193	10732	33090918	13	2021
55765	14711	33090918	13	2021
55879	14719	33090918	13	2021
5265	1510	33091215	9	2021
84851	19066	33091215	9	2021
101793	22449	33091215	9	2021
6249	1833	33099622	9	2021
6300	1850	33099622	9	2021
99637	21830	33099622	7	2021
99688	21845	33099622	9	2021
99736	21856	33099622	9	2021
21123	5909	33099623	12	2021
110688	24519	33099709	3	2021
113068	24732	33099709	3	2021
27811	7544	33099779	4	2021
27812	7544	33099779	10	2021
27949	7556	33099779	7	2021
28341	7590	33099779	9	2021
29171	7598	33099779	1	2021
29172	7598	33099779	6	2021
29173	7598	33099779	7	2021
29414	7613	33099779	7	2021
29429	7617	33099779	5	2021
29604	7636	33099779	8	2021
30401	7637	33099779	1	2021
30932	7685	33099779	3	2021
30933	7685	33099779	4	2021
30934	7685	33099779	9	2021
30935	7685	33099779	10	2021
43467	10762	33103956	9	2021
45431	11287	33106439	5	2021
45500	11299	33106439	5	2021
45788	11337	33106439	12	2021
84610	19005	33118027	7	2021
84611	19006	33118027	7	2021
84613	19007	33118027	7	2021
101853	22463	33120226	3	2021
102414	22498	33120226	3	2021
106996	23664	33120226	3	2021
107229	23698	33120226	3	2021
4706	1283	33126077	4	2021
96599	21062	33127458	5	2021
62280	16365	33130509	5	2021
62346	16393	33130509	5	2021
70830	16963	33130509	5	2021
75960	17303	33130509	5	2021
100675	22043	33130509	6	2021
100688	22051	33130509	6	2021
100695	22055	33130509	6	2021
100745	22069	33130509	6	2021
100749	22073	33130509	6	2021
100750	22074	33130509	6	2021
38867	9586	33144215	5	2021
61168	15960	33144215	5	2021
91232	19757	33146719	6	2021
111439	24547	33146719	6	2021
76890	17329	33149210	2	2021
78508	17390	33149210	2	2021
40138	10067	33150386	5	2021
40906	10221	33150386	5	2021
41122	10280	33150386	5	2021
44261	10920	33150386	5	2021
44609	11005	33150386	5	2021
21302	6013	33152755	3	2021
34467	8643	33152764	5	2021
36146	8844	33152764	5	2021
36305	8848	33152764	5	2021
104619	22991	33160787	3	2021
107610	23787	33160787	3	2021
107932	23880	33160787	3	2021
108240	24034	33160787	3	2021
27528	7479	33162214	3	2021
30936	7685	33162214	3	2021
28272	7589	33168321	2	2021
28273	7589	33168321	6	2021
28343	7590	33168321	6	2021
29181	7598	33168321	2	2021
74952	17294	33171186	3	2021
45850	11345	33180031	7	2021
51858	13452	33180256	5	2021
51870	13459	33180256	5	2021
97741	21272	33180256	5	2021
97742	21273	33180256	5	2021
101795	22449	33181420	8	2021
104606	22989	33181420	8	2021
19257	5246	33183716	10	2021
19258	5247	33183716	10	2021
19449	5330	33183716	10	2021
19450	5331	33183716	10	2021
101410	22350	33183716	10	2021
101420	22355	33183716	10	2021
102844	22563	33183716	10	2021
102851	22568	33183716	10	2021
105773	23195	33183716	10	2021
105777	23199	33183716	10	2021
106120	23357	33183716	10	2021
106125	23362	33183716	10	2021
108189	24008	33183716	10	2021
108192	24011	33183716	10	2021
108401	24086	33183716	10	2021
108403	24088	33183716	10	2021
102133	22473	33184734	5	2021
40140	10067	33185494	8	2021
40752	10186	33185494	8	2021
43488	10765	33185508	4	2021
53358	13726	33185508	4	2021
64274	16662	33185513	0	2021
26479	7434	33197647	0	2021
26480	7434	33197647	4	2021
26481	7434	33197647	5	2021
27267	7439	33197647	5	2021
27268	7439	33197647	6	2021
27269	7439	33197647	7	2021
28159	7573	33197647	6	2021
28344	7590	33197647	5	2021
29186	7598	33197647	5	2021
29187	7598	33197647	6	2021
29188	7598	33197647	8	2021
29282	7600	33197647	4	2021
30419	7637	33197647	6	2021
30640	7653	33197647	6	2021
97069	21131	33199005	7	2021
97087	21140	33199005	7	2021
54736	14422	33199388	0	2021
55021	14484	33199388	0	2021
60564	15756	33199388	1	2021
60713	15801	33199388	1	2021
27490	7460	33199390	0	2021
27494	7461	33199390	0	2021
29388	7609	33199390	0	2021
30650	7655	33199390	0	2021
11735	3178	33200193	9	2021
12266	3276	33200193	9	2021
34978	8676	33200193	9	2021
35716	8818	33200193	9	2021
37767	9168	33200193	10	2021
37782	9173	33200193	10	2021
5867	1679	33200701	6	2021
5894	1686	33200701	6	2021
5927	1694	33200701	6	2021
5932	1698	33200701	6	2021
5942	1705	33200701	6	2021
5952	1713	33200701	6	2021
6043	1771	33200701	6	2021
6064	1780	33200701	6	2021
6095	1789	33200701	6	2021
6108	1798	33200701	6	2021
6112	1800	33200701	6	2021
6114	1801	33200701	6	2021
60344	15697	33200701	6	2021
60349	15700	33200701	6	2021
60350	15701	33200701	6	2021
60351	15702	33200701	6	2021
62159	16341	33200701	6	2021
62316	16386	33200701	6	2021
62393	16401	33200701	6	2021
95094	20577	33200701	6	2021
95101	20582	33200701	6	2021
95112	20588	33200701	6	2021
95419	20703	33200701	6	2021
95429	20710	33200701	6	2021
95441	20717	33200701	6	2021
104051	22818	33200701	6	2021
104053	22820	33200701	6	2021
104056	22823	33200701	6	2021
104061	22827	33200701	6	2021
105373	23078	33200701	6	2021
105571	23132	33200701	6	2021
105651	23150	33200701	6	2021
105721	23173	33200701	6	2021
108553	24164	33200701	6	2021
108707	24224	33200701	6	2021
109105	24284	33200701	6	2021
27270	7439	33202005	7	2021
29189	7598	33202005	7	2021
24042	6932	33202023	7	2021
25308	7113	33202023	7	2021
34072	8633	33202023	8	2021
15902	4325	33206955	10	2021
15977	4330	33206955	0	2021
15978	4330	33206955	1	2021
15979	4330	33206955	2	2021
15980	4330	33206955	4	2021
15981	4330	33206955	6	2021
15982	4330	33206955	9	2021
15983	4330	33206955	10	2021
16011	4338	33206955	10	2021
16037	4347	33206955	3	2021
16052	4354	33206955	3	2021
16079	4364	33206955	6	2021
16080	4364	33206955	9	2021
16087	4366	33206955	3	2021
16088	4366	33206955	7	2021
16098	4368	33206955	3	2021
20215	5617	33212165	8	2021
20345	5644	33212165	6	2021
20346	5644	33212165	8	2021
20442	5654	33212165	5	2021
20443	5654	33212165	8	2021
20463	5663	33212165	5	2021
20588	5666	33212165	8	2021
26041	7396	33212253	1	2021
26259	7412	33212253	1	2021
27277	7440	33212253	9	2021
29191	7598	33212253	1	2021
29192	7598	33212253	12	2021
30421	7637	33212253	1	2021
30422	7637	33212253	9	2021
30423	7637	33212253	12	2021
108869	24247	33212253	11	2021
109216	24307	33212253	11	2021
64275	16662	33215621	1	2021
22656	6578	33217119	5	2021
22731	6608	33217119	5	2021
40849	10209	33217483	3	2021
41305	10344	33217483	3	2021
43424	10757	33217483	3	2021
44058	10884	33217483	3	2021
44591	10998	33217483	3	2021
101735	22448	33217693	3	2021
103070	22640	33217693	3	2021
101397	22342	33219508	9	2021
102134	22473	33219508	7	2021
56832	14934	33226322	5	2021
40146	10067	33227138	0	2021
40147	10067	33227138	1	2021
40148	10067	33227138	7	2021
40429	10165	33227138	6	2021
40506	10175	33227138	1	2021
44263	10920	33227138	0	2021
44264	10920	33227138	1	2021
44265	10920	33227138	7	2021
44390	10978	33227138	1	2021
67528	16799	33228372	4	2021
88594	19693	33232623	1	2021
91238	19757	33232623	1	2021
91239	19757	33232623	9	2021
72034	17069	33232624	0	2021
74719	17262	33232624	0	2021
75963	17303	33232624	0	2021
19550	5386	33232636	3	2021
19577	5396	33232636	3	2021
19581	5397	33232636	3	2021
81433	17970	33232636	5	2021
81434	17971	33232636	2	2021
81435	17972	33232636	2	2021
81436	17973	33232636	2	2021
64731	16729	33232654	0	2021
67530	16799	33232654	0	2021
69965	16887	33232654	0	2021
64591	16698	33232750	1	2021
64930	16765	33232750	1	2021
67531	16799	33232750	1	2021
67532	16799	33232750	2	2021
74215	17229	33232750	1	2021
76003	17307	33232750	1	2021
76447	17319	33232750	1	2021
76915	17337	33232750	1	2021
79746	17470	33232750	2	2021
79770	17471	33232750	1	2021
79771	17471	33232750	2	2021
79937	17521	33243098	3	2021
79957	17524	33243098	3	2021
29195	7598	33243630	2	2021
34468	8643	33246038	3	2021
91246	19757	33246081	6	2021
31808	8073	33246085	6	2021
100961	22193	33246085	6	2021
94589	20430	33246210	0	2021
94778	20453	33246210	0	2021
94779	20453	33246210	3	2021
106648	23560	33246729	7	2021
107175	23677	33246729	7	2021
107458	23736	33246729	7	2021
107474	23738	33246729	7	2021
3704	908	33247717	10	2021
4725	1287	33247717	10	2021
64276	16662	33248262	4	2021
72805	17119	33248262	4	2021
60191	15641	33249367	3	2021
60199	15646	33249367	7	2021
60237	15659	33249367	7	2021
60246	15664	33249367	3	2021
60253	15667	33249367	3	2021
60285	15668	33249367	3	2021
60286	15668	33249367	7	2021
84445	18956	33249367	3	2021
84486	18975	33249367	3	2021
84492	18978	33249367	3	2021
84531	18979	33249367	3	2021
96394	21020	33249367	3	2021
96417	21028	33249367	2	2021
96418	21028	33249367	8	2021
96422	21029	33249367	1	2021
96423	21029	33249367	2	2021
96424	21030	33249367	4	2021
96440	21031	33249367	2	2021
96578	21053	33249367	2	2021
96621	21074	33249367	2	2021
96644	21078	33249367	8	2021
96675	21082	33249367	3	2021
96694	21089	33249367	2	2021
96705	21092	33249367	1	2021
96706	21092	33249367	3	2021
96826	21093	33249367	0	2021
96827	21093	33249367	3	2021
96828	21093	33249367	8	2021
96861	21103	33249367	1	2021
96985	21109	33249367	0	2021
97049	21123	33249367	2	2021
97062	21127	33249367	8	2021
58607	15286	33250254	5	2021
94261	20300	33250254	5	2021
102576	22511	33250254	5	2021
3920	1012	33250435	7	2021
4872	1354	33250435	7	2021
5804	1642	33250435	7	2021
108018	23907	33257169	4	2021
108345	24068	33257169	4	2021
24671	7044	33257320	3	2021
25566	7185	33257320	3	2021
60193	15642	33257452	5	2021
60195	15644	33257452	1	2021
60220	15652	33257452	8	2021
60221	15652	33257452	9	2021
60230	15658	33257452	3	2021
60241	15662	33257452	5	2021
60287	15668	33257452	1	2021
60288	15668	33257452	3	2021
60313	15679	33257452	3	2021
60314	15680	33257452	3	2021
60316	15682	33257452	5	2021
60318	15683	33257452	1	2021
12578	3295	33257991	5	2021
6118	1805	33258407	9	2021
81254	17888	33264900	8	2021
84988	19078	33264900	8	2021
102135	22473	33264900	8	2021
103338	22659	33264900	8	2021
106215	23392	33264900	8	2021
107176	23677	33264900	8	2021
107918	23875	33264900	9	2021
107985	23891	33264900	8	2021
107986	23891	33264900	9	2021
108046	23918	33264900	9	2021
40151	10067	33270079	3	2021
44267	10920	33270079	3	2021
21725	6215	33271337	0	2021
21814	6239	33271337	0	2021
21921	6256	33271337	0	2021
22389	6417	33271337	2	2021
22396	6422	33271337	2	2021
5036	1442	33272805	7	2021
18182	4930	33272805	7	2021
107231	23699	33272805	7	2021
24312	7013	33273017	6	2021
25029	7063	33273017	6	2021
25030	7064	33273017	11	2021
2475	729	33275861	6	2021
3037	755	33275861	5	2021
18246	4940	33275861	5	2021
47119	11759	33275861	6	2021
47234	11771	33275861	9	2021
47393	11854	33275861	6	2021
94780	20453	33275861	8	2021
62552	16452	33277010	6	2021
62564	16461	33277010	6	2021
87916	19635	33278518	3	2021
92071	19816	33278518	3	2021
83992	18764	33279085	2	2021
32270	8151	33285136	4	2021
24244	7000	33291867	0	2021
25162	7100	33291867	4	2021
25342	7137	33291867	0	2021
33793	8599	33302045	2	2021
35267	8703	33302045	1	2021
36086	8836	33302045	2	2021
36914	8900	33302045	1	2021
100970	22199	33302207	4	2021
100973	22200	33302207	4	2021
88812	19719	33302298	10	2021
105652	23150	33303714	8	2021
41827	10595	33305800	4	2021
41828	10595	33305800	5	2021
109339	24357	33305802	9	2021
20905	5826	33306232	3	2021
20914	5830	33306232	3	2021
21146	5925	33306232	3	2021
21147	5926	33306232	3	2021
21261	6001	33306232	3	2021
21277	6009	33306232	3	2021
21371	6050	33306232	3	2021
21379	6055	33306232	3	2021
17714	4902	33307498	8	2021
18361	4967	33307498	8	2021
101875	22467	33307498	8	2021
102671	22527	33307498	8	2021
110833	24541	33307498	8	2021
112264	24604	33307498	8	2021
67392	16799	30475302	2	2020
69907	16887	30475302	2	2020
73434	17220	30475302	2	2020
26906	7439	30501992	0	2020
26907	7439	30501992	5	2020
26908	7439	30501992	7	2020
27889	7554	30501992	0	2020
28143	7573	30501992	7	2020
29464	7624	30501992	0	2020
30080	7637	30501992	0	2020
30081	7637	30501992	7	2020
30082	7637	30501992	9	2020
30485	7643	30501992	5	2020
30758	7670	30501992	5	2020
30759	7670	30501992	9	2020
68718	16862	30659550	1	2020
69985	16897	30659550	1	2020
