re_id	cvterm_id	aro_accession	cvterm_name	epi_lexicon	epi_normalized_accession	epi_normalized_term_name	paper_count
1	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	NCBI_TAXON	NCBI_TAXON:870	Dichelobacter nodosus	1
2	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	NCBI_TAXON	NCBI_TAXON:1773	Mycobacterium tuberculosis	1
3	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	NCBI_TAXON	NCBI_TAXON:28903	Mycoplasma bovis	1
4	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000704	gene	1
5	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000973	insertion_sequence	1
6	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000178	operon	1
7	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000155	plasmid	1
8	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000417	polypeptide_domain	1
9	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000167	promoter	2
10	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000252	rRNA	1
11	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	UBERON	UBERON:0007311	sputum	1
12	40805	ARO:3003976	16S rRNA with mutation conferring resistance to pactamycin	SO	SO:0000141	terminator	1
13	37237	ARO:3000857	16S ribosomal RNA methyltransferase	GAZ	GAZ:22222679	Canadian	1
14	37237	ARO:3000857	16S ribosomal RNA methyltransferase	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	1
15	37237	ARO:3000857	16S ribosomal RNA methyltransferase	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	1
16	37237	ARO:3000857	16S ribosomal RNA methyltransferase	SO	SO:0001026	genome	1
17	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NCBI_TAXON	NCBI_TAXON:1350	Enterococcus	1
18	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	GAZ	GAZ:00005285	Kuwait	1
19	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	GAZ	GAZ:00002852	Mexico	1
20	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NCBI_TAXON	NCBI_TAXON:1257	Peptostreptococcus	1
21	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NCBI_TAXON	NCBI_TAXON:1280	Staphylococcus aureus	1
22	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NCBI_TAXON	NCBI_TAXON:1301	Streptococcus	1
23	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NCBI_TAXON	NCBI_TAXON:1311	Streptococcus agalactiae	2
24	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NCBI_TAXON	NCBI_TAXON:1314	Streptococcus pyogenes	1
25	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	GAZ	GAZ:00037803	[Former] State of Korea	1
26	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	IDO	IDO:0000581	antibiotic resistance	4
27	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	IDO	IDO:0000558	antimicrobial	2
28	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0000151	clone	1
29	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0000704	gene	29
30	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	ENVO	ENVO:00002173	hospital	1
31	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0001522	insertional	1
32	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0000234	mRNA	1
33	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0001147	natural_variant_site	1
34	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0000155	plasmid	1
35	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0000112	primer	2
36	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0000001	region	2
37	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0005836	regulatory_region	1
38	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	SO	SO:0000318	start_codon	1
39	43314	ARO:3005099	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	UBERON	UBERON:0001088	urine	1
40	41423	ARO:3004259	AAC(1)	SO	SO:0000704	gene	1
41	41423	ARO:3004259	AAC(1)	SO	SO:0000180	retrotransposon	1
42	36480	ARO:3000341	AAC(2')	NCBI_TAXON	NCBI_TAXON:583	Proteus	1
43	36480	ARO:3000341	AAC(2')	NCBI_TAXON	NCBI_TAXON:586	Providencia	1
44	36480	ARO:3000341	AAC(2')	SO	SO:0000704	gene	2
45	36480	ARO:3000341	AAC(2')	IDO	IDO:0000531	host	1
46	36480	ARO:3000341	AAC(2')	IDO	IDO:0000528	pathogen	1
47	36480	ARO:3000341	AAC(2')	SO	SO:0000155	plasmid	1
48	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0001606	amino_acid_substitution	1
49	42613	ARO:3004628	AAC(2')-IIa	IDO	IDO:0000581	antibiotic resistance	1
50	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0000704	gene	1
51	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0001026	genome	1
52	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0000772	genomic_island	1
53	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0000155	plasmid	1
54	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0000167	promoter	1
55	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0002203	replication_start_site	1
56	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0001444	serine	1
57	42613	ARO:3004628	AAC(2')-IIa	SO	SO:0001445	threonine	1
58	38923	ARO:3002523	AAC(2')-Ia	GAZ	GAZ:00007944	Ames	1
59	38923	ARO:3002523	AAC(2')-Ia	NCBI_TAXON	NCBI_TAXON:588	Providencia stuartii	3
60	38923	ARO:3002523	AAC(2')-Ia	SO	SO:0000704	gene	1
61	38923	ARO:3002523	AAC(2')-Ia	SO	SO:0000234	mRNA	1
62	38923	ARO:3002523	AAC(2')-Ia	SO	SO:0000104	polypeptide	1
63	38924	ARO:3002524	AAC(2')-Ib	NCBI_TAXON	NCBI_TAXON:470	Acinetobacter baumannii	1
64	38924	ARO:3002524	AAC(2')-Ib	NCBI_TAXON	NCBI_TAXON:28090	Acinetobacter lwoffii	1
65	38924	ARO:3002524	AAC(2')-Ib	NCBI_TAXON	NCBI_TAXON:96345	Flavobacterium psychrophilum	1
66	38924	ARO:3002524	AAC(2')-Ib	NCBI_TAXON	NCBI_TAXON:1763	Mycobacterium	2
67	38924	ARO:3002524	AAC(2')-Ib	NCBI_TAXON	NCBI_TAXON:1766	Mycolicibacterium fortuitum	2
68	38924	ARO:3002524	AAC(2')-Ib	SO	SO:0000236	ORF	1
69	38924	ARO:3002524	AAC(2')-Ib	NCBI_TAXON	NCBI_TAXON:588	Providencia stuartii	1
70	38924	ARO:3002524	AAC(2')-Ib	SO	SO:0000704	gene	3
71	38924	ARO:3002524	AAC(2')-Ib	SO	SO:0000155	plasmid	1
72	38924	ARO:3002524	AAC(2')-Ib	SO	SO:0000104	polypeptide	1
73	38924	ARO:3002524	AAC(2')-Ib	SO	SO:0000051	probe	1
74	38925	ARO:3002525	AAC(2')-Ic	NCBI_TAXON	NCBI_TAXON:1773	Mycobacterium tuberculosis	1
75	38925	ARO:3002525	AAC(2')-Ic	NCBI_TAXON	NCBI_TAXON:1772	Mycolicibacterium smegmatis	1
76	38925	ARO:3002525	AAC(2')-Ic	SO	SO:0000704	gene	1
77	38926	ARO:3002526	AAC(2')-Id	NCBI_TAXON	NCBI_TAXON:1773	Mycobacterium tuberculosis	1
78	38926	ARO:3002526	AAC(2')-Id	NCBI_TAXON	NCBI_TAXON:1772	Mycolicibacterium smegmatis	1
79	38926	ARO:3002526	AAC(2')-Id	SO	SO:0000340	chromosome	1
80	38926	ARO:3002526	AAC(2')-Id	SO	SO:0000704	gene	1
81	38927	ARO:3002527	AAC(2')-Ie	NCBI_TAXON	NCBI_TAXON:1769	Mycobacterium leprae	1
82	38927	ARO:3002527	AAC(2')-Ie	SO	SO:0000704	gene	1
83	38927	ARO:3002527	AAC(2')-Ie	SO	SO:0001026	genome	1
84	36461	ARO:3000322	AAC(3)	SO	SO:0001633	5KB_downstream_variant	1
85	36461	ARO:3000322	AAC(3)	NCBI_TAXON	NCBI_TAXON:470	Acinetobacter baumannii	1
86	36461	ARO:3000322	AAC(3)	NCBI_TAXON	NCBI_TAXON:543	Enterobacteriaceae	1
87	36461	ARO:3000322	AAC(3)	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	4
88	36461	ARO:3000322	AAC(3)	GAZ	GAZ:00000464	Europe	1
89	36461	ARO:3000322	AAC(3)	NCBI_TAXON	NCBI_TAXON:570	Klebsiella	1
90	36461	ARO:3000322	AAC(3)	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	2
91	36461	ARO:3000322	AAC(3)	GAZ	GAZ:00243371	Norway	1
92	36461	ARO:3000322	AAC(3)	SO	SO:0000236	ORF	1
93	36461	ARO:3000322	AAC(3)	NCBI_TAXON	NCBI_TAXON:590	Salmonella	1
94	36461	ARO:3000322	AAC(3)	SO	SO:0001237	amino_acid	1
95	36461	ARO:3000322	AAC(3)	IDO	IDO:0000581	antibiotic resistance	2
96	36461	ARO:3000322	AAC(3)	IDO	IDO:0000558	antimicrobial	1
97	36461	ARO:3000322	AAC(3)	SO	SO:0000704	gene	14
98	36461	ARO:3000322	AAC(3)	SO	SO:0001027	genotype	1
99	36461	ARO:3000322	AAC(3)	SO	SO:0000365	integron	1
100	36461	ARO:3000322	AAC(3)	SO	SO:0000178	operon	1
101	36461	ARO:3000322	AAC(3)	SO	SO:0000155	plasmid	14
102	36461	ARO:3000322	AAC(3)	SO	SO:0000104	polypeptide	2
103	36461	ARO:3000322	AAC(3)	SO	SO:0000112	primer	1
104	36461	ARO:3000322	AAC(3)	SO	SO:0000051	probe	2
105	36461	ARO:3000322	AAC(3)	SO	SO:0001235	replicon	1
106	36461	ARO:3000322	AAC(3)	SO	SO:0000180	retrotransposon	1
107	38936	ARO:3002536	AAC(3)-IIIa	IDO	IDO:0000581	antibiotic resistance	1
108	38936	ARO:3002536	AAC(3)-IIIa	SO	SO:0000704	gene	2
109	38936	ARO:3002536	AAC(3)-IIIa	SO	SO:0000365	integron	1
110	38936	ARO:3002536	AAC(3)-IIIa	SO	SO:0000112	primer	1
111	38936	ARO:3002536	AAC(3)-IIIa	SO	SO:0000051	probe	1
112	38936	ARO:3002536	AAC(3)-IIIa	SO	SO:0000001	region	1
113	38936	ARO:3002536	AAC(3)-IIIa	ENVO	ENVO:00000092	sea beach	1
114	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0001635	5KB_upstream_variant	2
115	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:469	Acinetobacter	2
116	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:470	Acinetobacter baumannii	4
117	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:642	Aeromonas	1
118	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00007944	Ames	8
119	38933	ARO:3002533	AAC(3)-IIa	FOODON	NCBITaxon:9913	Bos taurus	1
120	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00002828	Brazil	1
121	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:194	Campylobacter	2
122	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00002560	Canada	1
123	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00002845	China	3
124	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:283	Comamonas	1
125	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:543	Enterobacteriaceae	1
126	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	12
127	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00002646	Germany	1
128	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00004240	Hokkaido	1
129	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00004474	Iran	1
130	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:570	Klebsiella	1
131	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	2
132	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00004284	Kyushu	1
133	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000236	ORF	3
134	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:745	Pasteurella	1
135	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00002939	Poland	1
136	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:286	Pseudomonas	1
137	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0001481	RAPD	1
138	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000356	RNA	1
139	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:590	Salmonella	1
140	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:613	Serratia	1
141	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:22	Shewanella	1
142	38933	ARO:3002533	AAC(3)-IIa	NCBI_TAXON	NCBI_TAXON:1280	Staphylococcus aureus	1
143	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00004485	Tehran	1
144	38933	ARO:3002533	AAC(3)-IIa	GAZ	GAZ:00000690	Unity State	1
145	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0001237	amino_acid	2
146	38933	ARO:3002533	AAC(3)-IIa	UBERON	UBERON:0012284	animal hemisphere	1
147	38933	ARO:3002533	AAC(3)-IIa	IDO	IDO:0000581	antibiotic resistance	10
148	38933	ARO:3002533	AAC(3)-IIa	IDO	IDO:0000558	antimicrobial	8
149	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000409	binding_site	1
150	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000340	chromosome	1
151	38933	ARO:3002533	AAC(3)-IIa	IDO	IDO:0000615	colony	2
152	38933	ARO:3002533	AAC(3)-IIa	ENVO	ENVO:00000078	farm	1
153	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000704	gene	31
154	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0005851	gene_array	1
155	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0005853	gene_cassette	1
156	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0005854	gene_cassette_array	1
157	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0001026	genome	2
158	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0001027	genotype	1
159	38933	ARO:3002533	AAC(3)-IIa	ENVO	ENVO:00002173	hospital	2
160	38933	ARO:3002533	AAC(3)-IIa	IDO	IDO:0000464	infectivity	2
161	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000973	insertion_sequence	1
162	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000365	integron	7
163	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0001234	mobile	2
164	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0001147	natural_variant_site	1
165	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000155	plasmid	20
166	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000104	polypeptide	4
167	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000112	primer	2
168	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000051	probe	4
169	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000167	promoter	1
170	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000252	rRNA	3
171	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000001	region	10
172	38933	ARO:3002533	AAC(3)-IIa	UBERON	UBERON:0001008	renal system	1
173	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000180	retrotransposon	1
174	38933	ARO:3002533	AAC(3)-IIa	ENVO	ENVO:00000092	sea beach	1
175	38933	ARO:3002533	AAC(3)-IIa	UBERON	UBERON:0002415	tail	1
176	38933	ARO:3002533	AAC(3)-IIa	SO	SO:0000101	transposable_element	3
177	38933	ARO:3002533	AAC(3)-IIa	IDO	IDO:0000466	virulence	1
178	38934	ARO:3002534	AAC(3)-IIb	SO	SO:0000704	gene	1
179	38934	ARO:3002534	AAC(3)-IIb	SO	SO:0000051	probe	1
180	38934	ARO:3002534	AAC(3)-IIb	SO	SO:0000001	region	1
181	38935	ARO:3002535	AAC(3)-IIc	NCBI_TAXON	NCBI_TAXON:469	Acinetobacter	1
182	38935	ARO:3002535	AAC(3)-IIc	NCBI_TAXON	NCBI_TAXON:642	Aeromonas	1
183	38935	ARO:3002535	AAC(3)-IIc	GAZ	GAZ:00007944	Ames	1
184	38935	ARO:3002535	AAC(3)-IIc	NCBI_TAXON	NCBI_TAXON:283	Comamonas	1
185	38935	ARO:3002535	AAC(3)-IIc	NCBI_TAXON	NCBI_TAXON:745	Pasteurella	1
186	38935	ARO:3002535	AAC(3)-IIc	NCBI_TAXON	NCBI_TAXON:286	Pseudomonas	1
187	38935	ARO:3002535	AAC(3)-IIc	NCBI_TAXON	NCBI_TAXON:22	Shewanella	1
188	38935	ARO:3002535	AAC(3)-IIc	IDO	IDO:0000581	antibiotic resistance	1
189	38935	ARO:3002535	AAC(3)-IIc	IDO	IDO:0000558	antimicrobial	1
190	38935	ARO:3002535	AAC(3)-IIc	SO	SO:0000112	primer	1
191	38935	ARO:3002535	AAC(3)-IIc	SO	SO:0000051	probe	1
192	42605	ARO:3004623	AAC(3)-IId	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	1
193	42605	ARO:3004623	AAC(3)-IId	NCBI_TAXON	NCBI_TAXON:287	Pseudomonas aeruginosa	1
194	42605	ARO:3004623	AAC(3)-IId	IDO	IDO:0000581	antibiotic resistance	1
195	42605	ARO:3004623	AAC(3)-IId	IDO	IDO:0000558	antimicrobial	3
196	42605	ARO:3004623	AAC(3)-IId	SO	SO:0000704	gene	2
197	42605	ARO:3004623	AAC(3)-IId	SO	SO:0001026	genome	1
198	42605	ARO:3004623	AAC(3)-IId	SO	SO:0000155	plasmid	8
199	42605	ARO:3004623	AAC(3)-IId	SO	SO:0000001	region	1
200	42605	ARO:3004623	AAC(3)-IId	SO	SO:0001235	replicon	1
201	42605	ARO:3004623	AAC(3)-IId	IDO	IDO:0000466	virulence	1
202	42600	ARO:3004621	AAC(3)-IIe	GAZ	GAZ:00007944	Ames	1
203	42600	ARO:3004621	AAC(3)-IIe	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	4
204	42600	ARO:3004621	AAC(3)-IIe	NCBI_TAXON	NCBI_TAXON:570	Klebsiella	1
205	42600	ARO:3004621	AAC(3)-IIe	NCBI_TAXON	NCBI_TAXON:1467763	Shigella sp. ECOLY	2
206	42600	ARO:3004621	AAC(3)-IIe	IDO	IDO:0000558	antimicrobial	1
207	42600	ARO:3004621	AAC(3)-IIe	SO	SO:0000856	conserved	1
208	42600	ARO:3004621	AAC(3)-IIe	SO	SO:0000330	conserved_region	1
209	42600	ARO:3004621	AAC(3)-IIe	SO	SO:0000163	five_prime_cis_splice_site	1
210	42600	ARO:3004621	AAC(3)-IIe	SO	SO:0000704	gene	14
211	42600	ARO:3004621	AAC(3)-IIe	ENVO	ENVO:00002173	hospital	2
212	42600	ARO:3004621	AAC(3)-IIe	IDO	OBI:0100026	organism	1
213	42600	ARO:3004621	AAC(3)-IIe	SO	SO:0000155	plasmid	2
214	42600	ARO:3004621	AAC(3)-IIe	SO	SO:0000001	region	1
215	42600	ARO:3004621	AAC(3)-IIe	SO	SO:0000101	transposable_element	2
216	42600	ARO:3004621	AAC(3)-IIe	FOODON	FOODON:00002340	water food product	1
217	43296	ARO:3005085	AAC(3)-IIg	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	1
218	43296	ARO:3005085	AAC(3)-IIg	SO	SO:0000704	gene	1
219	43296	ARO:3005085	AAC(3)-IIg	SO	SO:0001026	genome	1
220	43296	ARO:3005085	AAC(3)-IIg	SO	SO:0000365	integron	1
221	43296	ARO:3005085	AAC(3)-IIg	SO	SO:0000155	plasmid	1
222	43296	ARO:3005085	AAC(3)-IIg	SO	SO:0000104	polypeptide	1
223	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:204434	Acidobacteriaceae	1
224	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:470	Acinetobacter baumannii	1
225	38939	ARO:3002539	AAC(3)-IVa	GAZ	GAZ:00007944	Ames	4
226	38939	ARO:3002539	AAC(3)-IVa	IDO	NCBITaxon:2	Bacteria	3
227	38939	ARO:3002539	AAC(3)-IVa	GAZ	GAZ:00002938	Belgium	1
228	38939	ARO:3002539	AAC(3)-IVa	FOODON	NCBITaxon:9913	Bos taurus	1
229	38939	ARO:3002539	AAC(3)-IVa	GAZ	GAZ:00002845	China	1
230	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:550	Enterobacter cloacae	1
231	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	12
232	38939	ARO:3002539	AAC(3)-IVa	GAZ	GAZ:00002650	Italy	1
233	38939	ARO:3002539	AAC(3)-IVa	GAZ	GAZ:00383562	Iuta	1
234	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	1
235	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:581	Morganella	1
236	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:1817	Nocardia	1
237	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:287	Pseudomonas aeruginosa	1
238	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:282669	Psychrobacter cibarius	1
239	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000356	RNA	1
240	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:590	Salmonella	2
241	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:28901	Salmonella enterica	2
242	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:85569	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	1
243	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:1467763	Shigella sp. ECOLY	1
244	38939	ARO:3002539	AAC(3)-IVa	GAZ	GAZ:00004421	State of Ohio	1
245	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:1902	Streptomyces coelicolor	1
246	38939	ARO:3002539	AAC(3)-IVa	NCBI_TAXON	NCBI_TAXON:1916	Streptomyces lividans	1
247	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0001023	allele	2
248	38939	ARO:3002539	AAC(3)-IVa	IDO	IDO:0000581	antibiotic resistance	7
249	38939	ARO:3002539	AAC(3)-IVa	IDO	IDO:0000558	antimicrobial	8
250	38939	ARO:3002539	AAC(3)-IVa	FOODON	FOODON:03411457	chicken	1
251	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000453	chromosomal_transposition	1
252	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000340	chromosome	1
253	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000151	clone	1
254	38939	ARO:3002539	AAC(3)-IVa	ENVO	ENVO:00000078	farm	2
255	38939	ARO:3002539	AAC(3)-IVa	UBERON	UBERON:0001988	feces	1
256	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000163	five_prime_cis_splice_site	1
257	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000704	gene	33
258	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0005853	gene_cassette	2
259	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0001026	genome	2
260	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000857	homologous	1
261	38939	ARO:3002539	AAC(3)-IVa	ENVO	ENVO:00002173	hospital	1
262	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0001522	insertional	2
263	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000365	integron	1
264	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000294	inverted_repeat	2
265	38939	ARO:3002539	AAC(3)-IVa	FOODON	FOODON:00003468	meat (skinless)	1
266	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0001148	mutated_variant_site	2
267	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000155	plasmid	16
268	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0100018	polypeptide_binding_motif	1
269	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000051	probe	4
270	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000167	promoter	1
271	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000252	rRNA	2
272	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000001	region	4
273	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000180	retrotransposon	2
274	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0002232	selection_marker	1
275	38939	ARO:3002539	AAC(3)-IVa	FOODON	FOODON:03411183	sheep	1
276	38939	ARO:3002539	AAC(3)-IVa	FOODON	FOODON:03411136	swine	2
277	38939	ARO:3002539	AAC(3)-IVa	SO	SO:0000101	transposable_element	1
278	38939	ARO:3002539	AAC(3)-IVa	IDO	IDO:0000466	virulence	3
279	38939	ARO:3002539	AAC(3)-IVa	FOODON	FOODON:00002340	water food product	1
280	43265	ARO:3005061	AAC(3)-IVb	SO	SO:0000856	conserved	1
281	38928	ARO:3002528	AAC(3)-Ia	SO	SO:0001635	5KB_upstream_variant	1
282	38928	ARO:3002528	AAC(3)-Ia	NCBI_TAXON	NCBI_TAXON:469	Acinetobacter	2
283	38928	ARO:3002528	AAC(3)-Ia	NCBI_TAXON	NCBI_TAXON:470	Acinetobacter baumannii	13
284	38928	ARO:3002528	AAC(3)-Ia	GAZ	GAZ:00007944	Ames	6
285	38928	ARO:3002528	AAC(3)-Ia	IDO	NCBITaxon:2	Bacteria	2
286	38928	ARO:3002528	AAC(3)-Ia	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	5
287	38928	ARO:3002528	AAC(3)-Ia	NCBI_TAXON	NCBI_TAXON:570	Klebsiella	1
