re_id	cvterm_id	aro_accession	cvterm_name	epi_lexicon	epi_normalized_accession	epi_normalized_term_name	paper_count
2756	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00004474	Iran	1
2757	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00010383	Istanbul	1
2758	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002650	Italy	1
2759	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00383562	Iuta	1
2760	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002747	Japan	1
2761	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002635	Kingdom of Denmark	2
2762	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00000591	Kingdom of Spain	3
2763	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:570	Klebsiella	2
2764	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:571	Klebsiella oxytoca	8
2765	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	19
2766	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:582	Morganella morganii	1
2767	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00022794	Municipality of Pampilhosa da Serra	1
2768	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00004189	New Delhi	1
2769	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00000912	Nigeria	1
2770	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002932	Peru	1
2771	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002939	Poland	2
2772	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:584	Proteus mirabilis	5
2773	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:585	Proteus vulgaris	2
2774	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:287	Pseudomonas aeruginosa	1
2775	38264	ARO:3001864	CTX-M-1	SO	SO:0001481	RAPD	1
2776	38264	ARO:3001864	CTX-M-1	SO	SO:0000193	RFLP_fragment	4
2777	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:160674	Raoultella	1
2778	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:590	Salmonella	10
2779	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:28901	Salmonella enterica	5
2780	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:47917	Serratia fonticola	2
2781	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00010558	Shiraz	1
2782	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002956	Slovak Republic	1
2783	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002729	Sweden	1
2784	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00004485	Tehran	1
2785	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002946	The Netherlands	2
2786	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00000562	Tunisia	2
2787	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00002637	United Kingdom	1
2788	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00000690	Unity State	2
2789	38264	ARO:3001864	CTX-M-1	NCBI_TAXON	NCBI_TAXON:630	Yersinia enterocolitica	1
2790	38264	ARO:3001864	CTX-M-1	GAZ	GAZ:00037803	[Former] State of Korea	3
2791	38264	ARO:3001864	CTX-M-1	SO	SO:0001435	alanine	1
2792	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0005409	alimentary part of gastrointestinal system	1
2793	38264	ARO:3001864	CTX-M-1	SO	SO:0001023	allele	1
2794	38264	ARO:3001864	CTX-M-1	SO	SO:0001237	amino_acid	6
2795	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0012284	animal hemisphere	11
2796	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000581	antibiotic resistance	2
2797	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000558	antimicrobial	6
2798	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0000178	blood	2
2799	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0001977	blood serum	1
2800	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0001153	caecum	1
2801	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03411457	chicken	12
2802	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03303097	chipped beef	1
2803	38264	ARO:3001864	CTX-M-1	SO	SO:0000340	chromosome	3
2804	38264	ARO:3001864	CTX-M-1	SO	SO:0000151	clone	3
2805	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000615	colony	1
2806	38264	ARO:3001864	CTX-M-1	SO	SO:0000993	consensus	1
2807	38264	ARO:3001864	CTX-M-1	SO	SO:0000856	conserved	1
2808	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03302116	cow milk (liquid)	1
2809	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03411201	dairy cow	1
2810	38264	ARO:3001864	CTX-M-1	IDO	OGMS:0000031	disease	2
2811	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0000174	excreta	1
2812	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000550	exotoxin	1
2813	38264	ARO:3001864	CTX-M-1	ENVO	ENVO:00000078	farm	13
2814	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0001988	feces	11
2815	38264	ARO:3001864	CTX-M-1	SO	SO:0000163	five_prime_cis_splice_site	2
2816	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03309997	food product for animal	1
2817	38264	ARO:3001864	CTX-M-1	SO	SO:0000704	gene	56
2818	38264	ARO:3001864	CTX-M-1	SO	SO:0005853	gene_cassette	1
2819	38264	ARO:3001864	CTX-M-1	SO	SO:0001026	genome	2
2820	38264	ARO:3001864	CTX-M-1	SO	SO:0001027	genotype	10
2821	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:00003282	hen	1
2822	38264	ARO:3001864	CTX-M-1	SO	SO:0000857	homologous	1
2823	38264	ARO:3001864	CTX-M-1	ENVO	ENVO:00002173	hospital	5
2824	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000531	host	1
2825	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000464	infectivity	1
2826	38264	ARO:3001864	CTX-M-1	SO	SO:0000973	insertion_sequence	2
2827	38264	ARO:3001864	CTX-M-1	SO	SO:0000365	integron	3
2828	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0000160	intestine	1
2829	38264	ARO:3001864	CTX-M-1	SO	SO:0001515	inverted	1
2830	38264	ARO:3001864	CTX-M-1	ENVO	ENVO:00000889	large river delta biome	1
2831	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0002107	liver	1
2832	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:00003468	meat (skinless)	7
2833	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0000094	membrane organ	1
2834	38264	ARO:3001864	CTX-M-1	SO	SO:0001148	mutated_variant_site	2
2835	38264	ARO:3001864	CTX-M-1	SO	SO:0001147	natural_variant_site	8
2836	38264	ARO:3001864	CTX-M-1	SO	SO:0001042	phage_sequence	1
2837	38264	ARO:3001864	CTX-M-1	SO	SO:0000155	plasmid	71
2838	38264	ARO:3001864	CTX-M-1	SO	SO:0000104	polypeptide	1
2839	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:00003469	poultry drumstick	14
2840	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03315883	poultry meat	1
2841	38264	ARO:3001864	CTX-M-1	SO	SO:0000112	primer	2
2842	38264	ARO:3001864	CTX-M-1	SO	SO:0000051	probe	1
2843	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:2000098	proliferative region	1
2844	38264	ARO:3001864	CTX-M-1	SO	SO:0000252	rRNA	2
2845	38264	ARO:3001864	CTX-M-1	SO	SO:0000001	region	33
2846	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0001008	renal system	2
2847	38264	ARO:3001864	CTX-M-1	SO	SO:0001235	replicon	3
2848	38264	ARO:3001864	CTX-M-1	SO	SO:0000180	retrotransposon	1
2849	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03316042	salad	1
2850	38264	ARO:3001864	CTX-M-1	SO	SO:0002072	sequence_comparison	1
2851	38264	ARO:3001864	CTX-M-1	SO	SO:0001444	serine	1
2852	38264	ARO:3001864	CTX-M-1	SO	SO:1000002	substitution	1
2853	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03411136	swine	18
2854	38264	ARO:3001864	CTX-M-1	SO	SO:0001445	threonine	1
2855	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000549	toxin	1
2856	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:03411236	turkey (bird)	2
2857	38264	ARO:3001864	CTX-M-1	UBERON	UBERON:0001088	urine	1
2858	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:00003816	vegetable (whole)	1
2859	38264	ARO:3001864	CTX-M-1	IDO	IDO:0000466	virulence	3
2860	38264	ARO:3001864	CTX-M-1	FOODON	FOODON:00002340	water food product	3
2861	38264	ARO:3001864	CTX-M-1	SO	SO:0000817	wild_type	1
2862	38273	ARO:3001873	CTX-M-10	SO	SO:0001633	5KB_downstream_variant	1
2863	38273	ARO:3001873	CTX-M-10	SO	SO:0001635	5KB_upstream_variant	2
2864	38273	ARO:3001873	CTX-M-10	IDO	NCBITaxon:2	Bacteria	1
2865	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:546	Citrobacter freundii	1
2866	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:547	Enterobacter	1
2867	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:550	Enterobacter cloacae	3
2868	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:543	Enterobacteriaceae	1
2869	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:561	Escherichia	1
2870	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	3
2871	38273	ARO:3001873	CTX-M-10	GAZ	GAZ:00000591	Kingdom of Spain	1
2872	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	4
2873	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:51288	Kluyvera ascorbata	1
2874	38273	ARO:3001873	CTX-M-10	GAZ	GAZ:00003320	Madrid	1
2875	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:584	Proteus mirabilis	1
2876	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:590	Salmonella	1
2877	38273	ARO:3001873	CTX-M-10	NCBI_TAXON	NCBI_TAXON:28901	Salmonella enterica	1
2878	38273	ARO:3001873	CTX-M-10	IDO	IDO:0000558	antimicrobial	1
2879	38273	ARO:3001873	CTX-M-10	UBERON	UBERON:0000178	blood	1
2880	38273	ARO:3001873	CTX-M-10	SO	SO:0000453	chromosomal_transposition	1
2881	38273	ARO:3001873	CTX-M-10	SO	SO:0000151	clone	1
2882	38273	ARO:3001873	CTX-M-10	SO	SO:0000856	conserved	1
2883	38273	ARO:3001873	CTX-M-10	UBERON	UBERON:0001988	feces	1
2884	38273	ARO:3001873	CTX-M-10	SO	SO:0000704	gene	3
2885	38273	ARO:3001873	CTX-M-10	ENVO	ENVO:00002173	hospital	1
2886	38273	ARO:3001873	CTX-M-10	SO	SO:0000973	insertion_sequence	1
2887	38273	ARO:3001873	CTX-M-10	SO	SO:0001515	inverted	1
2888	38273	ARO:3001873	CTX-M-10	SO	SO:0001148	mutated_variant_site	1
2889	38273	ARO:3001873	CTX-M-10	SO	SO:0001042	phage_sequence	2
2890	38273	ARO:3001873	CTX-M-10	SO	SO:0000155	plasmid	2
2891	38273	ARO:3001873	CTX-M-10	SO	SO:0000001	region	3
2892	38273	ARO:3001873	CTX-M-10	UBERON	UBERON:0001008	renal system	1
2893	38359	ARO:3001959	CTX-M-100	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	1
2894	38359	ARO:3001959	CTX-M-100	SO	SO:0000453	chromosomal_transposition	1
2895	38359	ARO:3001959	CTX-M-100	SO	SO:0001148	mutated_variant_site	1
2896	38359	ARO:3001959	CTX-M-100	SO	SO:0000155	plasmid	1
2897	38360	ARO:3001960	CTX-M-101	GAZ	GAZ:00002635	Kingdom of Denmark	1
2898	38360	ARO:3001960	CTX-M-101	SO	SO:0000151	clone	1
2899	38360	ARO:3001960	CTX-M-101	SO	SO:0000704	gene	1
2900	38365	ARO:3001965	CTX-M-105	SO	SO:0001633	5KB_downstream_variant	1
2901	38365	ARO:3001965	CTX-M-105	SO	SO:0001635	5KB_upstream_variant	1
2902	38365	ARO:3001965	CTX-M-105	SO	SO:0000357	flanked	1
2903	38365	ARO:3001965	CTX-M-105	SO	SO:0000704	gene	1
2904	38365	ARO:3001965	CTX-M-105	SO	SO:0000104	polypeptide	1
2905	38274	ARO:3001874	CTX-M-11	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	1
2906	38375	ARO:3001975	CTX-M-115	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	1
2907	38375	ARO:3001975	CTX-M-115	ENVO	ENVO:01000932	nursing home	1
2908	38376	ARO:3001976	CTX-M-116	GAZ	GAZ:22223999	Moscow	1
2909	38376	ARO:3001976	CTX-M-116	NCBI_TAXON	NCBI_TAXON:584	Proteus mirabilis	1
2910	38376	ARO:3001976	CTX-M-116	SO	SO:0000704	gene	1
2911	38376	ARO:3001976	CTX-M-116	SO	SO:0000001	region	1
2912	38376	ARO:3001976	CTX-M-116	UBERON	UBERON:0001088	urine	1
2913	38275	ARO:3001875	CTX-M-12	SO	SO:0001635	5KB_upstream_variant	1
2914	38275	ARO:3001875	CTX-M-12	GAZ	GAZ:00000465	Asia	1
2915	38275	ARO:3001875	CTX-M-12	GAZ	GAZ:00002929	Colombia	1
2916	38275	ARO:3001875	CTX-M-12	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	1
2917	38275	ARO:3001875	CTX-M-12	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	1
2918	38275	ARO:3001875	CTX-M-12	GAZ	GAZ:00037803	[Former] State of Korea	1
2919	38275	ARO:3001875	CTX-M-12	SO	SO:0000704	gene	2
2920	38275	ARO:3001875	CTX-M-12	SO	SO:0000973	insertion_sequence	1
2921	38275	ARO:3001875	CTX-M-12	SO	SO:0000155	plasmid	1
2922	38275	ARO:3001875	CTX-M-12	SO	SO:0000001	region	2
2923	38382	ARO:3001982	CTX-M-123	GAZ	GAZ:00002845	China	1
2924	38382	ARO:3001982	CTX-M-123	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	4
2925	38382	ARO:3001982	CTX-M-123	GAZ	GAZ:00002747	Japan	1
2926	38382	ARO:3001982	CTX-M-123	NCBI_TAXON	NCBI_TAXON:623	Shigella flexneri	1
2927	38382	ARO:3001982	CTX-M-123	NCBI_TAXON	NCBI_TAXON:1467763	Shigella sp. ECOLY	1
2928	38382	ARO:3001982	CTX-M-123	GAZ	GAZ:00000690	Unity State	1
2929	38382	ARO:3001982	CTX-M-123	SO	SO:0000704	gene	1
2930	38382	ARO:3001982	CTX-M-123	SO	SO:0001027	genotype	1
2931	38382	ARO:3001982	CTX-M-123	SO	SO:0000155	plasmid	2
2932	38382	ARO:3001982	CTX-M-123	SO	SO:0000001	region	1
2933	38382	ARO:3001982	CTX-M-123	ENVO	ENVO:00002272	waste treatment plant	1
2934	38383	ARO:3001983	CTX-M-124	SO	SO:0000704	gene	1
2935	38384	ARO:3001984	CTX-M-125	SO	SO:0000155	plasmid	1
2936	38384	ARO:3001984	CTX-M-125	SO	SO:1000002	substitution	1
2937	38276	ARO:3001876	CTX-M-13	SO	SO:0000236	ORF	1
2938	38276	ARO:3001876	CTX-M-13	SO	SO:0000704	gene	1
2939	38276	ARO:3001876	CTX-M-13	SO	SO:0000155	plasmid	1
2940	38276	ARO:3001876	CTX-M-13	SO	SO:0000001	region	2
2941	38389	ARO:3001989	CTX-M-130	NCBI_TAXON	NCBI_TAXON:590	Salmonella	1
2942	38389	ARO:3001989	CTX-M-130	UBERON	UBERON:0001988	feces	1
2943	38390	ARO:3001990	CTX-M-131	GAZ	GAZ:00002828	Brazil	1
2944	38390	ARO:3001990	CTX-M-131	NCBI_TAXON	NCBI_TAXON:587	Providencia rettgeri	1
2945	38390	ARO:3001990	CTX-M-131	SO	SO:0001147	natural_variant_site	1
2946	38392	ARO:3001992	CTX-M-134	SO	SO:0000155	plasmid	1
2947	38394	ARO:3001994	CTX-M-137	GAZ	GAZ:00002845	China	1
2948	38394	ARO:3001994	CTX-M-137	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	1
2949	38394	ARO:3001994	CTX-M-137	IDO	IDO:0000464	infectivity	1
2950	38394	ARO:3001994	CTX-M-137	UBERON	UBERON:0001008	renal system	1
2951	38277	ARO:3001877	CTX-M-14	SO	SO:0001633	5KB_downstream_variant	7
2952	38277	ARO:3001877	CTX-M-14	SO	SO:0001635	5KB_upstream_variant	11
2953	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:470	Acinetobacter baumannii	2
2954	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000457	Africa	1
2955	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000465	Asia	3
2956	38277	ARO:3001877	CTX-M-14	IDO	NCBITaxon:2	Bacteria	3
2957	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002511	Bolivia	1
2958	38277	ARO:3001877	CTX-M-14	FOODON	NCBITaxon:9913	Bos taurus	5
2959	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002828	Brazil	2
2960	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00383713	Bulgaria	1
2961	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00069320	Calgary	1
2962	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00006888	Cambodia	1
2963	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:22222679	Canadian	1
2964	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00005306	Cape Town	1
2965	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00003144	Chicago	1
2966	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002825	Chile	1
2967	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002845	China	6
2968	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:546	Citrobacter freundii	1
2969	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002471	East Asia	1
2970	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00003934	Egypt	1
2971	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002641	England	2
2972	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:547	Enterobacter	2
2973	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:61645	Enterobacter asburiae	1
2974	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:550	Enterobacter cloacae	3
2975	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:543	Enterobacteriaceae	10
2976	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:561	Escherichia	1
2977	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:562	Escherichia coli	122
2978	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:1095709	Escherichia coli O25	1
2979	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000464	Europe	2
2980	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00007983	Guangdong Province	1
2981	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00003203	Hong Kong	3
2982	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00010859	Hunan Province	1
2983	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002839	India	3
2984	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000466	Indian subcontinent	1
2985	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002476	Israel	1
2986	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002747	Japan	3
2987	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00007353	Jiangsu Province	1
2988	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000591	Kingdom of Spain	5
2989	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:570	Klebsiella	1
2990	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:571	Klebsiella oxytoca	1
2991	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:573	Klebsiella pneumoniae	39
2992	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:1463165	Klebsiella quasipneumoniae	1
2993	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00323948	Lugo	1
2994	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00004189	New Delhi	1
2995	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000555	North Africa	1
2996	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00005246	Pakistan	1
2997	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002932	Peru	1
2998	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:584	Proteus mirabilis	4
2999	38277	ARO:3001877	CTX-M-14	SO	SO:0000193	RFLP_fragment	2
3000	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:160674	Raoultella	1
3001	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00005341	Republic of China	1
3002	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002721	Russia	1
3003	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:590	Salmonella	12
3004	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:28901	Salmonella enterica	2
3005	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:85569	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	1
3006	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00005279	Saudi Arabia	1
3007	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:615	Serratia marcescens	1
3008	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:623	Shigella flexneri	1
3009	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:624	Shigella sonnei	3
3010	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:1467763	Shigella sp. ECOLY	1
3011	38277	ARO:3001877	CTX-M-14	IDO	IDO:0000648	Shigellosis	1
3012	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000459	South America	1
3013	38277	ARO:3001877	CTX-M-14	NCBI_TAXON	NCBI_TAXON:1313	Streptococcus pneumoniae	1
3014	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002729	Sweden	1
3015	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00003744	Thailand	1
3016	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000562	Tunisia	1
3017	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002637	United Kingdom	2
3018	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00000690	Unity State	1
3019	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002931	Venezuela	1
3020	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00002789	Western Australia	1
3021	38277	ARO:3001877	CTX-M-14	GAZ	GAZ:00037803	[Former] State of Korea	5
3022	38277	ARO:3001877	CTX-M-14	UBERON	UBERON:0007023	adult organism	1
3023	38277	ARO:3001877	CTX-M-14	SO	SO:0001435	alanine	1
3024	38277	ARO:3001877	CTX-M-14	SO	SO:0001023	allele	3
3025	38277	ARO:3001877	CTX-M-14	SO	SO:0001149	alternate_sequence_site	1
3026	38277	ARO:3001877	CTX-M-14	SO	SO:0001237	amino_acid	2
3027	38277	ARO:3001877	CTX-M-14	SO	SO:0001606	amino_acid_substitution	1
3028	38277	ARO:3001877	CTX-M-14	UBERON	UBERON:0012284	animal hemisphere	2
3029	38277	ARO:3001877	CTX-M-14	IDO	IDO:0000581	antibiotic resistance	4
3030	38277	ARO:3001877	CTX-M-14	IDO	IDO:0000558	antimicrobial	10
3031	38277	ARO:3001877	CTX-M-14	IDO	IDO:0000506	bacteremia	2
3032	38277	ARO:3001877	CTX-M-14	UBERON	UBERON:0000178	blood	3
3033	38277	ARO:3001877	CTX-M-14	FOODON	FOODON:03411457	chicken	6
3034	38277	ARO:3001877	CTX-M-14	SO	SO:0000453	chromosomal_transposition	1
3035	38277	ARO:3001877	CTX-M-14	SO	SO:0000340	chromosome	5
3036	38277	ARO:3001877	CTX-M-14	SO	SO:0000151	clone	14
3037	38277	ARO:3001877	CTX-M-14	SO	SO:0000856	conserved	1
3038	38277	ARO:3001877	CTX-M-14	SO	SO:0000149	contig	1
3039	38277	ARO:3001877	CTX-M-14	SO	SO:0000976	cryptic	1
3040	38277	ARO:3001877	CTX-M-14	FOODON	FOODON:03411201	dairy cow	2
3041	38277	ARO:3001877	CTX-M-14	IDO	OGMS:0000031	disease	1
3042	38277	ARO:3001877	CTX-M-14	FOODON	FOODON:03411316	duck	1
3043	38277	ARO:3001877	CTX-M-14	ENVO	ENVO:00000078	farm	8
3044	38277	ARO:3001877	CTX-M-14	UBERON	UBERON:0001988	feces	8
3045	38277	ARO:3001877	CTX-M-14	SO	SO:0000357	flanked	2
3046	38277	ARO:3001877	CTX-M-14	SO	SO:0000704	gene	56
3047	38277	ARO:3001877	CTX-M-14	SO	SO:0001026	genome	2
3048	38277	ARO:3001877	CTX-M-14	SO	SO:0001027	genotype	11
3049	38277	ARO:3001877	CTX-M-14	ENVO	ENVO:00002173	hospital	9
3050	38277	ARO:3001877	CTX-M-14	IDO	IDO:0000531	host	3
3051	38277	ARO:3001877	CTX-M-14	IDO	IDO:0000464	infectivity	5
3052	38277	ARO:3001877	CTX-M-14	SO	SO:0000973	insertion_sequence	7
3053	38277	ARO:3001877	CTX-M-14	SO	SO:0000366	insertion_site	1
3054	38277	ARO:3001877	CTX-M-14	SO	SO:0001522	insertional	1
3055	38277	ARO:3001877	CTX-M-14	SO	SO:0000365	integron	2
3056	38277	ARO:3001877	CTX-M-14	SO	SO:0001515	inverted	1
3057	38277	ARO:3001877	CTX-M-14	UBERON	UBERON:0002107	liver	1
3058	38277	ARO:3001877	CTX-M-14	FOODON	FOODON:00003468	meat (skinless)	2
3059	38277	ARO:3001877	CTX-M-14	SO	SO:0001234	mobile	4
3060	38277	ARO:3001877	CTX-M-14	SO	SO:0001037	mobile_genetic_element	1
3061	38277	ARO:3001877	CTX-M-14	SO	SO:0001148	mutated_variant_site	1
3062	38277	ARO:3001877	CTX-M-14	SO	SO:0001147	natural_variant_site	4
3063	38277	ARO:3001877	CTX-M-14	ENVO	ENVO:01000932	nursing home	1
3064	38277	ARO:3001877	CTX-M-14	SO	SO:0000155	plasmid	70
3065	38277	ARO:3001877	CTX-M-14	FOODON	FOODON:00003469	poultry drumstick	2
3066	38277	ARO:3001877	CTX-M-14	FOODON	FOODON:03315883	poultry meat	1
3067	38277	ARO:3001877	CTX-M-14	SO	SO:0000112	primer	2
3068	38277	ARO:3001877	CTX-M-14	SO	SO:0000051	probe	1
