	isoniazid	rifampin	ethambutol	pyrazinamide	amikacin	capreomycin	ethionamide	kanamycin	ofloxacin	para_aminosalicylic_acid	streptomycin	moxifloxacin	prothionamide	cycloserine	rifabutin	pyrazinamide_nicotinamide	nicotinamide
GCA_000658615.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653255.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000705745.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653315.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000653335.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000653355.1	1	1	0	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000653375.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000658635.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653415.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653435.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000653475.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000658655.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653555.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653615.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653635.1	1	1	0	2	2	2	2	0	1	2	0	2	2	2	2	2	2
GCA_000653655.1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2
GCA_000653675.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653735.1	1	1	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653755.1	1	1	1	2	2	2	2	0	0	2	0	2	2	2	2	2	2
GCA_000653795.1	1	1	1	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000653815.1	1	1	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2
GCA_000674695.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000674715.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000674735.1	1	0	0	2	0	2	1	0	0	0	0	0	2	0	0	2	2
GCA_000674795.1	1	1	0	2	0	2	1	0	0	0	0	0	2	0	0	2	2
GCA_000674815.1	1	1	0	2	0	2	0	0	0	0	1	0	2	0	1	2	2
GCA_000657875.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000656475.1	1	1	1	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000668275.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000668315.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000658055.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000668395.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000668415.1	1	1	1	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000657895.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000658075.1	1	1	0	2	0	2	0	0	1	0	0	1	2	0	0	2	2
GCA_000668495.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000668515.1	1	1	0	2	0	2	0	0	0	0	1	0	2	0	1	2	2
GCA_000656515.1	1	1	0	2	0	2	0	0	0	0	1	0	2	0	1	2	2
GCA_000668535.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000668555.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000668575.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000668595.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000668615.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000668655.1	1	1	1	2	0	2	0	0	0	0	0	0	2	0	1	2	2
GCA_000668695.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000668715.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000656555.1	1	1	0	2	0	2	1	0	0	0	0	0	2	0	1	2	2
GCA_000668735.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000668755.1	1	1	0	2	0	2	1	0	0	0	0	0	2	0	1	2	2
GCA_000668855.1	1	1	0	2	0	2	1	0	1	0	1	1	2	0	1	2	2
GCA_000668895.1	1	0	0	2	1	2	0	1	0	0	0	0	2	0	0	2	2
GCA_000669095.1	1	1	0	2	0	2	0	0	1	0	1	1	2	0	1	2	2
GCA_000669115.1	1	0	0	2	1	2	0	1	0	0	0	0	2	0	0	2	2
GCA_000669135.1	1	1	0	2	0	2	0	0	1	0	0	1	2	0	1	2	2
GCA_000669155.1	1	1	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000669195.1	1	1	0	2	0	2	0	1	1	0	0	0	2	0	1	2	2
GCA_000669235.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000656415.1	1	1	0	2	0	2	0	0	1	0	0	1	2	0	1	2	2
GCA_000706465.1	1	1	0	2	0	2	0	0	1	0	0	1	2	1	1	2	2
GCA_000656635.1	1	1	0	2	0	2	0	0	1	0	1	1	2	0	1	2	2
GCA_000669255.1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	2
GCA_000304555.1	1	0	0	0	2	2	2	2	2	2	0	2	0	2	2	2	2
GCA_000680175.1	1	1	1	2	1	1	1	1	0	0	1	2	2	1	2	2	2
GCA_000680215.1	1	1	1	2	0	1	0	0	0	1	1	2	2	1	2	2	2
GCA_000680275.1	1	1	1	1	1	1	1	1	1	0	1	2	2	1	2	2	2
GCA_000658095.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000680395.1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2
GCA_000680455.1	1	1	1	2	1	1	1	1	1	0	1	2	2	1	2	2	2
GCA_000680555.1	1	1	1	2	1	1	1	1	0	0	1	2	2	0	2	2	2
GCA_000680655.1	1	1	1	2	0	0	0	0	0	1	1	2	2	0	2	2	2
GCA_000680895.1	1	1	1	2	1	1	0	1	1	1	1	2	2	1	2	2	2
GCA_000681055.1	1	1	1	2	0	0	1	0	0	0	1	2	2	0	2	2	2
GCA_000681075.1	1	1	1	2	0	0	0	1	1	1	1	2	2	1	2	2	2
GCA_000681155.1	1	1	1	2	1	1	0	1	1	0	1	2	2	1	2	2	2
GCA_000681195.1	1	1	1	2	1	1	1	1	0	0	1	2	2	0	2	2	2
GCA_000681295.1	1	1	1	2	1	1	0	1	1	0	1	2	2	0	2	2	2
GCA_000655235.1	1	1	1	2	1	1	1	1	0	1	1	2	2	1	2	2	2
GCA_000655655.1	1	1	1	2	0	0	0	1	0	1	1	2	2	0	2	2	2
GCA_000655775.1	1	1	1	2	0	0	0	1	0	0	1	2	2	1	2	2	2
GCA_000655795.1	1	1	1	2	0	0	1	1	1	1	1	2	2	0	2	2	2
GCA_000656015.1	1	1	0	2	0	0	0	0	1	0	1	2	2	0	2	2	2
GCA_000656095.1	1	1	1	2	0	0	0	1	1	0	1	2	2	1	2	2	2
GCA_000656135.1	1	1	1	2	1	0	0	1	1	0	1	2	2	0	2	2	2
GCA_001389075.1	1	1	1	0	0	0	2	2	0	2	1	0	0	2	2	2	2
GCA_001388895.1	1	1	1	1	0	0	2	2	1	2	1	1	1	2	2	2	2
GCA_001376035.1	0	0	0	0	1	1	2	2	1	2	0	1	0	2	2	2	2
GCA_001377615.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378135.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001375775.1	0	0	0	0	0	0	2	2	0	2	0	2	0	2	2	2	2
GCA_001377795.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377215.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322485.1	0	0	0	0	0	0	2	2	1	2	0	1	1	2	2	2	2
GCA_001375895.1	0	0	0	0	0	0	2	2	1	2	0	1	0	2	2	2	2
GCA_001378395.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001378215.1	0	0	0	0	0	0	2	2	1	2	0	2	0	2	2	2	2
GCA_001322105.1	0	0	0	0	0	1	2	2	1	2	0	1	1	2	2	2	2
GCA_001377535.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378375.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001376955.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001321985.1	0	0	0	0	0	0	2	2	0	2	0	0	1	2	2	2	2
GCA_001376675.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001376815.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001375955.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001376075.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377015.1	0	0	0	0	0	0	2	2	1	2	0	1	2	2	2	2	2
GCA_001378275.1	0	1	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001378035.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001322545.1	0	0	0	0	0	0	2	2	0	2	0	0	1	2	2	2	2
GCA_001321805.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322045.1	0	0	0	0	0	0	2	2	0	2	0	2	0	2	2	2	2
GCA_001378155.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378295.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377975.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001376835.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001376655.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001376415.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001376855.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322165.1	0	0	0	0	0	0	2	2	0	2	0	2	0	2	2	2	2
GCA_001376255.1	0	0	0	0	0	0	2	2	1	2	0	2	0	2	2	2	2
GCA_001376595.1	0	0	0	0	0	0	2	2	0	2	0	2	1	2	2	2	2
GCA_001322445.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001377235.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377955.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001321685.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001376055.1	0	0	0	0	0	1	2	2	1	2	0	2	1	2	2	2	2
GCA_001377475.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377735.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001377815.1	0	0	0	0	0	0	2	2	0	2	0	0	1	2	2	2	2
GCA_001377315.1	0	0	0	0	0	0	2	2	0	2	0	0	1	2	2	2	2
GCA_001376335.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001375815.1	0	0	0	0	1	1	2	2	0	2	0	0	1	2	2	2	2
GCA_001383575.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380755.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382035.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382215.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385255.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385175.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384895.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001384775.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384615.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324105.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384415.1	0	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383635.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383015.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380675.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378955.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379035.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379255.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379835.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385975.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382815.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382895.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379355.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379075.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322745.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322805.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383755.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384115.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001323905.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383535.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384455.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384495.1	0	0	1	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001322945.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001322965.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379635.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379715.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380915.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380515.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381435.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381335.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385615.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385415.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324285.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323245.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323605.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383695.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384155.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380295.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322845.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379415.1	0	0	0	0	0	0	2	2	0	2	0	2	0	2	2	2	2
GCA_001385215.1	0	1	0	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001383055.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384175.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380455.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380415.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001381275.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385935.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324345.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384255.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382475.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382755.1	0	1	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381775.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381495.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379935.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001322785.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322865.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384595.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323965.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384215.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383975.1	0	0	1	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383275.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323785.1	0	0	1	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001323325.1	0	1	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381035.1	0	1	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324245.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324185.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385355.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385715.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380955.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380855.1	0	1	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380235.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385135.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383915.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383655.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323565.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381375.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323625.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385895.1	0	1	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001385815.1	0	1	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386055.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386115.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385995.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323065.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379315.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323925.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383515.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383735.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384675.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384875.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324145.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379455.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379295.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380395.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381915.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001381995.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380275.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001380195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324125.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382655.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383955.1	0	0	1	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378715.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324305.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379995.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378655.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379495.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379215.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383175.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383855.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001383935.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001384555.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384695.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001384795.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385195.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323145.1	0	0	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001381795.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381395.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381235.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385795.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324225.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324165.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001378735.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382235.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001381535.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323665.1	0	1	0	0	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001382515.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323745.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379795.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322985.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323285.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379575.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322925.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379915.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382435.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001382635.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001322825.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001379155.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386015.1	0	0	0	0	0	0	2	2	0	2	0	0	0	2	2	2	2
GCA_001385835.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385635.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323825.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001323485.1	0	0	0	1	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001385695.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378575.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001378455.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386355.1	0	1	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386155.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386255.1	0	0	1	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386175.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386135.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001386315.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001324465.1	0	0	0	1	2	2	2	2	2	2	1	2	2	2	2	2	2
GCA_001389535.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389235.1	0	1	1	0	1	1	2	2	0	2	1	0	1	2	2	2	2
GCA_001325465.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390995.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001391035.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325985.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388135.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388035.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388735.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325305.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001388515.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001389055.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001325905.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_001390855.1	0	0	0	0	2	2	2	2	2	2	0	2	2	2	2	2	2
