	methicillin	clindamycin	erythromycin	penicillin	ciprofloxacin	gentamicin	tetracycline	cefoxitin	levofloxacin	oxacillin	trimethoprim_sulfamethoxazole	moxifloxacin	penicillin_clavulanic_acid
GCA_001457105.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001457185.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001457195.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_001457095.1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638195.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000636235.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000636155.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000684985.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000636875.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640035.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638235.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638255.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638395.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000637675.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000637695.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638735.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638875.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638615.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638635.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638795.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639575.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639595.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000636895.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639495.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000684455.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000684435.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639455.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000684475.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639475.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639515.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639535.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639615.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639635.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639655.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639675.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639695.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639715.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639735.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000684575.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638455.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638475.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000638495.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000684555.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000639555.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647315.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000682815.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647335.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647435.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000637775.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000637795.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000637875.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000637895.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000636275.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640335.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640455.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640415.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640435.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640355.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640375.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000640395.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645295.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683235.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645335.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645355.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645375.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645395.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645415.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683215.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645435.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645455.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683195.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645475.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645495.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645515.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645535.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645555.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645575.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645595.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645615.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645635.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645655.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645675.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645695.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645715.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645735.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645755.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683175.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645775.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645795.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645815.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645835.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683155.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683135.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645855.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683115.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683095.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645875.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645895.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645915.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645935.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000683075.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645955.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645975.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000645995.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646015.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646035.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646055.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646075.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646095.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646115.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646135.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000646155.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647175.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000682855.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647195.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647215.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647235.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647255.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000647275.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_003095355.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_003095295.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_001045935.1	0	0	0	2	0	0	1	2	2	1	0	2	2
GCA_003589645.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_003589705.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_002260245.1	0	1	1	2	1	1	1	2	2	1	0	2	2
GCA_003589655.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367555.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367575.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367535.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367515.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367475.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367495.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367435.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367415.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367455.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367385.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367375.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367355.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367295.1	0	1	1	2	1	1	1	2	2	1	1	2	2
GCA_013367315.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367335.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367275.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367215.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367235.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367255.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367195.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367175.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367155.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367095.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367135.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367115.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367075.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367015.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367055.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013367035.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013366995.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013366975.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_013366955.1	0	1	1	2	1	1	0	2	2	1	0	2	2
GCA_026864415.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869915.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864915.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869895.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026864315.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_026869795.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220205.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220225.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_030220215.1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_900125395.1	2	1	1	1	2	1	2	1	1	1	1	2	2
GCA_900127815.1	2	1	1	1	2	0	2	1	1	1	1	2	2
GCA_900125505.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900125685.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900125905.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900126415.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900126265.1	2	1	1	1	2	1	2	1	1	1	1	2	2
GCA_900126315.1	2	1	1	1	2	1	2	1	1	1	1	2	2
GCA_900126375.1	2	1	1	1	2	1	2	1	1	1	1	2	2
GCA_900126455.1	2	1	1	1	2	1	2	1	1	1	1	2	2
GCA_900124935.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900124985.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900125055.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900127785.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900125325.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900128305.1	2	1	1	0	2	0	2	0	0	0	0	2	2
GCA_900126845.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900126765.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900127095.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_900125745.1	2	1	1	1	2	0	2	0	0	0	0	2	2
GCA_000697745.1	2	1	1	1	0	0	0	2	2	0	0	2	2
GCA_000259995.1	2	1	1	2	0	1	1	2	2	1	1	2	2
GCA_000260055.1	2	1	1	2	1	1	1	2	2	1	1	2	2
GCA_000257985.1	2	1	1	2	1	0	0	2	2	1	0	2	2
GCA_003194025.1	2	1	1	1	2	0	0	1	1	1	0	2	2
GCA_003260535.1	2	1	1	1	2	0	0	1	1	1	0	2	2
GCA_003193705.1	2	1	1	1	2	1	1	1	1	1	0	2	2
GCA_003203675.1	2	1	1	1	2	0	0	1	1	1	0	2	2
GCA_003260475.1	2	1	1	1	2	0	0	1	1	1	0	2	2
GCA_003260465.1	2	1	1	1	2	0	0	1	1	1	0	2	2
GCA_003203635.1	2	1	1	1	2	0	0	1	1	1	0	2	2
GCA_003073715.1	2	1	1	0	2	0	0	1	1	0	0	2	2
GCA_003073655.1	2	1	1	1	2	0	0	1	1	0	0	2	2
GCA_003193885.1	2	1	1	1	2	0	0	1	1	0	0	2	2
GCA_003203615.1	2	1	1	1	2	0	0	1	1	0	0	2	2
GCA_003194005.1	2	1	1	1	2	0	0	1	1	0	0	2	2
GCA_003193745.1	2	1	1	1	2	0	1	1	0	0	0	2	2
GCA_003193665.1	2	1	1	1	2	0	0	1	0	1	0	2	2
GCA_003330905.1	2	1	1	1	2	1	0	1	1	1	0	2	2
GCA_003324235.1	2	1	1	1	2	0	0	1	0	1	0	2	2
GCA_003017835.1	2	1	0	2	0	0	0	2	0	0	0	0	2
GCA_003261195.1	2	1	0	1	1	1	1	1	1	1	0	2	2
GCA_026868775.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026868695.1	2	1	2	2	2	2	2	2	1	0	0	2	2
GCA_026863715.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026868735.1	2	1	2	2	2	2	2	2	0	1	0	2	2
GCA_026868595.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026872075.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_027255015.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_034690025.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026872035.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026868535.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026867775.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026871875.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026871895.1	2	1	2	2	2	2	2	2	0	1	0	2	2
GCA_026867655.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026871775.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026867635.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026867615.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026867555.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026871735.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026871655.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026863575.1	2	1	2	2	2	2	2	2	1	0	0	2	2
GCA_026871675.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026867535.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026871615.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026866735.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026871595.1	2	1	2	2	2	2	2	2	0	0	0	2	2
GCA_026866695.1	2	1	2	2	2	2	2	2	1	0	0	2	2
GCA_026866635.1	2	1	2	2	2	2	2	2	1	0	0	2	2
GCA_026866655.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026866495.1	2	1	2	2	2	2	2	2	0	1	1	2	2
GCA_026866455.1	2	1	2	2	2	2	2	2	1	1	0	2	2
GCA_026871415.1	2	1	2	2	2	2	2	2	0	1	0	2	2
GCA_001236925.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001227965.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001235185.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001235525.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001229565.1	2	1	1	1	0	0	0	2	2	0	0	0	2
GCA_001226445.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001237765.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001227025.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001234645.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001233345.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001225945.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001228925.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001230425.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001228385.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001231525.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001232445.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001239545.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001239525.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001228765.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001225865.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001224825.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001237825.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001239165.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001226125.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001231305.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001223665.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001234905.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001237945.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001226365.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001231565.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001229005.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001223705.1	2	1	1	1	0	0	0	2	2	0	0	0	2
GCA_001229165.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001237245.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001238145.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001236005.1	2	1	1	1	1	0	0	2	2	1	0	1	2
GCA_001227565.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001228785.1	2	1	1	1	1	0	2	1	2	1	0	2	2
GCA_001226925.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001230925.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001234105.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001231365.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001228725.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001227505.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001228365.1	2	1	1	1	1	0	2	1	2	1	0	2	2
GCA_001237365.1	2	1	1	1	1	1	2	1	2	1	1	2	2
GCA_001224705.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001228645.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001223565.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001234525.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001234625.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001236045.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001224305.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001229265.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001230965.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001232005.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001224785.1	2	1	1	1	1	1	2	1	2	1	1	2	2
GCA_001226865.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001223825.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001225725.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001230885.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001236885.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001237305.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001224565.1	2	1	1	1	1	0	2	1	2	1	0	2	2
GCA_001226625.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_001229745.1	2	1	1	1	1	1	2	1	2	1	0	2	2
GCA_033538055.1	2	1	0	2	2	0	0	2	0	2	0	2	2
GCA_033538075.1	2	1	0	2	2	0	0	2	1	2	0	2	2
GCA_033538105.1	2	1	0	2	2	0	0	2	0	2	0	2	2
GCA_026593655.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_033738975.1	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_033738995.1	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_033744715.1	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_033744775.1	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_033738955.1	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_026737235.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026745245.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026745855.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026752255.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743555.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026745015.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026745225.1	2	1	1	0	0	0	0	2	2	0	2	2	2
GCA_026745895.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026745915.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026745935.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026740595.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743445.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743435.1	2	1	2	1	0	0	0	2	2	0	2	2	2
GCA_026740215.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026740235.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026741355.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026741335.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026742315.1	2	1	1	1	0	1	2	2	2	0	2	2	2
GCA_026742255.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026741435.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026741515.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026742235.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026741955.1	2	1	1	1	0	0	0	2	2	1	2	2	2
GCA_026742755.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743295.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026742795.1	2	1	1	0	0	0	0	2	2	0	2	2	2
GCA_026743495.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743535.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743575.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026740915.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743635.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743715.1	2	1	1	1	1	1	0	2	2	0	2	2	2
GCA_026742395.1	2	1	1	1	0	0	1	2	2	0	2	2	2
GCA_026741595.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743735.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026744805.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026744905.1	2	1	1	1	0	0	1	2	2	0	2	2	2
GCA_026742455.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026742415.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026744485.1	2	1	1	1	1	0	0	2	2	1	2	2	2
GCA_026740755.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743175.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026740795.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026743925.1	2	1	1	0	0	0	0	2	2	0	2	2	2
GCA_026744075.1	2	1	1	1	0	0	0	2	2	0	2	2	2
GCA_026744135.1	2	1	1	0	0	0	0	2	2	0	2	2	2
GCA_026744195.1	2	1	0	1	0	0	0	2	2	0	2	2	2
GCA_023986535.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_023986395.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_024734775.1	2	1	1	2	2	0	2	2	1	1	2	2	2
GCA_030299555.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_040500485.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_030342405.2	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_030342445.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_030342475.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_049314975.1	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_030382045.2	2	1	1	1	2	0	2	2	2	0	0	2	2
GCA_030382025.2	2	1	1	2	2	0	2	2	2	1	0	2	2
GCA_032338335.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032337695.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032338515.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_031776575.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032336645.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032336825.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_031776615.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032333275.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032333435.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032333475.1	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032333875.2	2	1	1	2	0	0	0	2	0	0	0	0	2
GCA_032333655.2	2	1	1	2	0	0	0	2	0	0	0	0	2
