	cefixime	penicillin	azithromycin	ciprofloxacin	tetracycline	erythromycin
GCA_042019545.1	0	1	0	2	1	2
GCA_042022835.1	0	1	0	0	0	2
GCA_042022935.1	0	1	0	0	0	2
GCA_042022905.1	0	1	0	0	0	2
GCA_042022895.1	0	1	0	2	1	2
GCA_042022875.1	0	1	0	0	0	2
GCA_042022855.1	0	1	0	2	0	2
GCA_042022955.1	0	1	0	2	0	2
GCA_042019885.1	0	1	0	0	0	2
GCA_042022215.1	0	0	0	0	0	2
GCA_042022135.1	0	1	0	0	0	2
GCA_042022315.1	0	1	0	0	0	2
GCA_042022275.1	0	1	1	2	1	2
GCA_042022195.1	0	1	0	0	0	2
GCA_042022255.1	0	1	0	2	0	2
GCA_042020055.1	0	1	0	0	0	2
GCA_042019955.1	0	1	0	2	1	2
GCA_042020145.1	0	1	0	2	1	2
GCA_042020175.1	0	1	0	2	0	2
GCA_042022035.1	0	1	0	0	0	2
GCA_042020135.1	0	1	0	0	0	2
GCA_042020115.1	0	1	1	0	0	2
GCA_041998285.1	0	1	0	0	0	2
GCA_041998265.1	0	1	0	2	1	2
GCA_041998305.1	0	1	0	0	0	2
GCA_041998325.1	0	1	0	2	0	2
GCA_041998345.1	0	2	2	0	2	2
GCA_041998205.1	0	1	0	0	0	2
GCA_041998245.1	0	1	0	0	0	2
GCA_042019585.1	0	1	0	2	0	2
GCA_041996345.1	0	1	0	0	0	2
GCA_041996445.1	0	1	0	2	1	2
GCA_041996485.1	0	1	0	0	0	2
GCA_041996465.1	0	1	0	2	1	2
GCA_041996405.1	0	1	0	0	0	2
GCA_042021755.1	0	1	0	2	1	2
GCA_041996305.1	0	1	0	0	0	2
GCA_042019765.1	0	1	0	0	0	2
GCA_042019785.1	0	1	1	2	1	2
GCA_042019745.1	0	1	0	0	1	2
GCA_042019725.1	0	1	0	0	0	2
GCA_042019705.1	0	0	0	0	0	2
GCA_042019685.1	0	1	0	2	1	2
GCA_042019665.1	0	1	0	2	0	2
GCA_042019645.1	0	1	0	0	0	2
GCA_042019845.1	0	1	0	2	0	2
GCA_042019825.1	0	1	1	2	1	2
GCA_041997885.1	0	1	0	2	1	2
GCA_041997925.1	0	1	0	0	1	2
GCA_041997905.1	0	1	0	2	1	2
GCA_041997945.1	0	1	0	0	0	2
GCA_041997965.1	0	1	0	2	1	2
GCA_041998005.1	0	1	0	0	0	2
GCA_041997985.1	0	1	1	2	1	2
GCA_041997865.1	0	1	0	0	0	2
GCA_041996805.1	0	1	0	2	0	2
GCA_041996845.1	0	1	0	2	1	2
GCA_041996785.1	0	1	0	0	0	2
GCA_041996825.1	0	1	0	2	1	2
GCA_041996725.1	0	1	0	2	1	2
GCA_041996765.1	0	1	0	0	0	2
GCA_041996705.1	0	1	0	0	1	2
GCA_041996745.1	0	1	0	2	0	2
GCA_041996865.1	0	1	0	2	1	2
GCA_041996925.1	0	1	0	2	1	2
GCA_041998905.1	0	1	0	0	1	2
GCA_041998825.1	0	1	0	2	1	2
GCA_041998845.1	0	1	0	2	1	2
GCA_041998915.1	0	1	0	0	0	2
GCA_041998745.1	0	1	0	0	0	2
GCA_041998765.1	0	1	0	0	1	2
GCA_041998805.1	0	1	0	2	1	2
GCA_041998785.1	0	1	0	2	1	2
GCA_041998885.1	0	1	0	0	0	2
GCA_041998865.1	0	1	0	0	0	2
GCA_042020595.1	0	1	0	0	0	2
GCA_042020665.1	0	1	0	2	0	2
GCA_042020635.1	0	1	0	0	1	2
GCA_042020725.1	0	1	0	0	0	2
GCA_042020705.1	0	1	1	0	0	2
GCA_042020745.1	0	1	0	2	1	2
GCA_042020685.1	0	1	0	0	0	2
GCA_042020765.1	0	1	0	0	0	2
GCA_042020805.1	0	1	0	0	0	2
GCA_042022815.1	0	1	0	2	1	2
GCA_042022795.1	0	1	0	2	1	2
GCA_042022755.1	0	1	0	2	1	2
GCA_042022765.1	0	1	0	2	1	2
GCA_042022715.1	0	1	0	0	0	2
GCA_042022695.1	0	1	0	0	0	2
GCA_042022735.1	0	1	0	0	1	2
GCA_042022675.1	0	1	0	0	0	2
GCA_042022655.1	0	1	0	2	1	2
GCA_042022635.1	0	1	0	0	0	2
GCA_041997405.1	0	1	1	0	1	2
GCA_041997385.1	0	1	0	0	0	2
GCA_041997445.1	0	1	0	0	0	2
GCA_041997365.1	0	1	0	2	1	2
GCA_041997485.1	0	1	0	2	1	2
GCA_041997525.1	0	0	0	0	0	2
GCA_041997465.1	0	0	0	0	0	2
GCA_041997505.1	0	1	0	2	1	2
GCA_041997345.1	0	1	0	2	1	2
GCA_041997425.1	0	1	0	0	0	2
GCA_042019105.1	0	1	0	2	1	2
GCA_042014145.1	0	1	0	2	1	2
GCA_042019145.1	0	1	0	2	1	2
GCA_042019125.1	0	1	0	0	0	2
GCA_042019165.1	0	1	0	2	1	2
GCA_042019185.1	0	1	0	0	0	2
GCA_042019245.1	0	1	0	2	1	2
GCA_042019225.1	0	1	0	0	0	2
GCA_042014125.1	0	1	0	0	0	2
GCA_042014085.1	0	1	0	0	0	2
GCA_042021285.1	0	1	0	2	1	2
GCA_042021305.1	0	1	0	2	1	2
GCA_042021695.1	0	1	0	2	0	2
GCA_042021715.1	0	1	0	0	0	2
GCA_042021145.1	0	1	0	0	0	2
GCA_042021225.1	0	1	0	0	1	2
GCA_042021245.1	0	1	0	2	0	2
GCA_042021265.1	0	1	0	0	1	2
GCA_042021355.1	0	1	1	0	1	2
GCA_042021415.1	0	1	0	0	0	2
GCA_042019625.1	0	1	0	2	1	2
GCA_041996225.1	0	1	0	2	1	2
GCA_041996245.1	0	1	0	2	0	2
GCA_041996205.1	0	1	0	0	1	2
GCA_041996365.1	0	1	0	0	0	2
GCA_041996325.1	0	1	0	2	1	2
GCA_041996285.1	0	1	1	0	1	2
GCA_041996265.1	0	1	1	0	1	2
GCA_041996425.1	0	1	0	2	1	2
GCA_041996385.1	0	1	0	0	1	2
GCA_042021955.1	0	1	0	2	1	2
GCA_042021975.1	0	1	0	0	1	2
GCA_042021895.1	0	1	0	0	1	2
GCA_042021915.1	0	1	0	0	1	2
GCA_042021855.1	0	1	0	0	0	2
GCA_042021935.1	0	1	0	2	0	2
GCA_042021835.1	0	1	0	2	1	2
GCA_042021875.1	0	1	1	0	1	2
GCA_042021775.1	0	1	1	0	1	2
GCA_042021815.1	0	1	0	0	0	2
GCA_041997005.1	0	1	0	0	0	2
GCA_041997025.1	0	1	0	0	0	2
GCA_041997045.1	0	1	0	2	0	2
GCA_041996945.1	0	1	0	0	0	2
GCA_041996905.1	0	1	0	0	0	2
GCA_041996885.1	0	1	1	0	1	2
GCA_041996965.1	0	1	1	2	1	2
GCA_041996975.1	0	1	0	0	0	2
GCA_041957315.1	0	2	2	1	2	2
GCA_041955715.1	0	2	2	1	2	2
GCA_041955675.1	0	2	2	1	2	2
GCA_041955665.1	0	2	2	1	2	2
GCA_041971765.1	0	2	2	1	2	2
GCA_041955455.1	0	2	2	1	2	2
GCA_041955445.1	0	2	2	1	2	2
GCA_041955365.1	0	2	2	1	2	2
GCA_041971685.1	0	2	2	1	2	2
GCA_041955195.1	0	2	2	1	2	2
GCA_041955055.1	0	2	2	1	2	2
GCA_041954905.1	0	2	2	2	2	2
GCA_041954685.1	0	2	2	1	2	2
GCA_041954645.1	0	2	2	1	2	2
GCA_041954655.1	0	2	2	1	2	2
GCA_041954595.1	0	2	2	1	2	2
GCA_041954555.1	0	2	2	0	2	2
GCA_041954525.1	0	2	2	1	2	2
GCA_041954405.1	0	2	2	1	2	2
GCA_041971585.1	0	0	2	0	0	2
GCA_041971595.1	0	2	2	1	2	2
GCA_041954365.1	0	2	2	1	2	2
GCA_041954395.1	0	2	2	1	2	2
GCA_041954385.1	0	2	2	1	2	2
GCA_041954325.1	0	2	2	1	2	2
GCA_041954095.1	0	2	2	1	2	2
GCA_041953875.1	0	2	2	1	2	2
GCA_041953815.1	0	2	2	1	2	2
GCA_041953775.1	0	2	2	1	2	2
GCA_041971425.1	0	2	2	1	2	2
GCA_041953695.1	0	2	2	1	2	2
GCA_041953655.1	0	2	2	1	2	2
GCA_041953645.1	0	2	2	1	2	2
GCA_041953615.1	0	2	2	1	2	2
GCA_041953435.1	0	2	2	1	2	2
GCA_041953385.1	0	2	2	1	2	2
GCA_041953365.1	0	2	2	1	2	2
GCA_041953345.1	0	2	2	1	2	2
GCA_041971385.1	0	2	2	1	2	2
GCA_041953285.1	0	2	2	1	2	2
GCA_041953265.1	0	2	2	0	2	2
GCA_041953305.1	0	2	2	1	2	2
GCA_041952685.1	0	2	2	1	2	2
GCA_041952615.1	0	2	2	1	2	2
GCA_041952495.1	0	2	2	1	2	2
GCA_041952395.1	0	1	2	0	1	2
GCA_041971065.1	0	2	2	1	2	2
GCA_041971025.1	0	1	2	1	1	2
GCA_041951855.1	0	1	2	1	0	2
GCA_041951585.1	0	2	2	1	2	2
GCA_041970485.1	0	1	2	1	1	2
GCA_041950675.1	0	1	2	1	1	2
GCA_042063685.1	0	1	0	1	1	1
GCA_042063705.1	0	1	0	1	1	1
GCA_042111765.1	0	0	0	0	0	0
GCA_042111745.1	0	0	0	0	1	0
GCA_042111725.1	0	0	0	0	0	0
GCA_042063645.1	0	1	0	0	1	1
GCA_042063545.1	0	1	0	1	1	0
GCA_042111705.1	0	0	0	0	0	0
GCA_042111675.1	0	1	0	0	0	0
GCA_042111665.1	0	1	0	0	1	0
GCA_042063565.1	0	1	0	1	1	1
GCA_042063585.1	0	1	0	1	1	0
GCA_042063455.1	0	1	0	1	1	1
GCA_042111645.1	0	0	0	0	0	0
GCA_042111625.1	0	0	0	0	0	0
GCA_042063435.1	0	1	0	1	1	0
GCA_042111605.1	0	1	0	0	0	0
GCA_042063395.1	0	1	0	1	1	1
GCA_042063375.1	0	1	0	1	1	0
GCA_042063335.1	0	1	0	1	1	0
GCA_042063315.1	0	1	0	1	1	1
GCA_042063295.1	0	1	0	1	1	1
GCA_042063275.1	0	1	0	1	1	1
GCA_042063235.1	0	1	0	1	1	0
GCA_042063255.1	0	1	0	1	1	1
GCA_042063215.1	0	1	0	1	1	0
GCA_042063195.1	0	1	0	0	1	0
GCA_042063155.1	0	1	0	1	1	1
GCA_042063135.1	0	1	0	1	1	1
GCA_042063115.1	0	1	0	1	1	1
GCA_042063055.1	0	1	0	1	1	1
GCA_042108825.1	0	1	0	1	1	1
GCA_042063035.1	0	1	0	1	1	1
GCA_042062995.1	0	1	0	1	1	1
GCA_042062975.1	0	1	0	1	1	1
GCA_042062915.1	0	1	1	1	1	1
GCA_042062835.1	0	1	0	1	1	0
GCA_042062815.1	0	1	0	1	1	1
GCA_042062755.1	0	1	0	1	1	1
GCA_042111565.1	0	0	0	0	0	0
GCA_042062735.1	0	1	0	1	1	1
GCA_042062775.1	0	1	0	1	1	1
GCA_042111505.1	0	1	0	0	1	0
GCA_042062715.1	0	1	0	1	1	1
GCA_042062675.1	0	1	0	1	1	1
GCA_042062615.1	0	1	0	1	1	1
GCA_042062655.1	0	1	0	1	1	1
GCA_042111545.1	0	1	0	0	0	0
GCA_042111525.1	0	1	0	0	0	0
GCA_042111475.1	0	1	0	0	0	0
GCA_042111465.1	0	1	0	0	0	0
GCA_042111445.1	0	1	0	0	0	0
GCA_042111425.1	0	1	0	0	0	0
GCA_042111405.1	0	1	0	0	0	0
GCA_042111385.1	0	1	0	0	0	0
GCA_042111345.1	0	1	0	0	0	0
GCA_042062535.1	0	1	0	1	1	1
GCA_042062555.1	0	1	0	1	1	1
GCA_042062515.1	0	1	0	1	1	1
GCA_042062495.1	0	1	0	1	1	1
GCA_042062455.1	0	1	0	1	1	1
GCA_042062435.1	0	1	0	1	1	0
GCA_042111355.1	0	1	0	0	0	0
GCA_042111325.1	0	0	0	0	0	0
GCA_042062395.1	0	1	0	1	1	1
GCA_042111285.1	0	1	0	0	0	0
GCA_042111295.1	0	1	0	0	1	0
GCA_042111265.1	0	1	0	0	0	0
GCA_042111245.1	0	1	0	0	0	0
GCA_042111225.1	0	1	0	0	0	0
GCA_042111195.1	0	1	0	0	0	0
GCA_042062275.1	0	1	0	1	1	1
GCA_042062195.1	0	1	0	1	1	1
GCA_042062175.1	0	1	0	1	1	0
GCA_042111185.1	0	0	0	0	0	0
GCA_042062235.1	0	1	0	1	1	1
GCA_042062155.1	0	1	0	1	1	1
GCA_042062075.1	0	1	0	1	1	0
GCA_042111165.1	0	1	0	0	1	0
GCA_042062095.1	0	1	0	1	1	0
GCA_042062015.1	0	1	0	1	1	0
GCA_042111145.1	0	1	0	0	0	0
GCA_042111095.1	0	1	0	0	0	0
GCA_042111085.1	0	1	0	0	0	0
GCA_042111105.1	0	1	0	0	0	0
GCA_042111065.1	0	0	0	0	0	0
GCA_042110455.1	0	1	0	0	1	0
GCA_042110425.1	0	1	0	0	1	0
GCA_042062035.1	0	1	0	1	1	1
GCA_042110405.1	0	1	0	0	1	0
GCA_042061955.1	0	1	0	1	1	1
GCA_042061975.1	0	1	0	1	1	1
GCA_042061935.1	0	1	0	1	1	1
GCA_042061915.1	0	1	0	1	1	1
GCA_042061895.1	0	1	0	1	1	1
GCA_042061835.1	0	1	0	1	1	1
GCA_042061815.1	0	1	0	1	1	1
GCA_042061795.1	0	1	0	1	1	1
GCA_042061775.1	0	1	0	1	1	1
GCA_042061675.1	0	1	0	0	1	1
GCA_042110385.1	0	1	0	0	1	0
GCA_042061645.1	0	1	0	0	1	0
GCA_042110365.1	0	1	0	0	1	0
GCA_042110305.1	0	1	0	0	0	0
GCA_042110325.1	0	1	0	0	0	0
GCA_042110315.1	0	0	0	0	1	0
GCA_042110265.1	0	1	0	0	1	0
GCA_042110285.1	0	1	0	0	1	0
GCA_042173045.1	0	1	0	1	1	2
GCA_042173065.1	0	1	0	1	1	2
GCA_042061635.1	0	1	0	1	1	1
GCA_042061735.1	0	1	0	1	1	1
GCA_042061755.1	0	1	0	1	1	1
GCA_042061695.1	0	1	0	1	1	1
GCA_042061715.1	0	1	0	1	1	1
GCA_042566885.1	0	1	2	0	1	2
GCA_042456525.1	0	1	2	0	1	2
GCA_042460255.1	0	1	2	0	0	2
GCA_042459825.1	0	1	2	0	1	2
GCA_042586445.1	0	1	2	0	1	2
GCA_042583645.1	0	1	2	0	1	2
GCA_042459915.1	0	1	2	0	0	2
GCA_042459065.1	0	1	2	0	1	2
GCA_042459845.1	0	1	2	0	0	2
GCA_042460585.1	0	1	2	0	0	2
GCA_042585135.1	0	1	2	0	1	2
GCA_042458555.1	0	1	2	1	1	2
GCA_042459215.1	0	1	2	0	0	2
GCA_042459365.1	0	1	2	0	1	2
GCA_042584085.1	0	1	2	0	1	2
GCA_042568705.1	0	1	2	0	1	2
GCA_042459325.1	0	1	2	1	1	2
GCA_042457315.1	0	1	2	0	1	2
GCA_042568585.1	0	1	2	0	1	2
GCA_042458795.1	0	1	2	1	1	2
GCA_042460715.1	0	1	2	0	0	2
GCA_042458855.1	0	1	2	1	0	2
GCA_042583285.1	0	1	2	0	1	2
GCA_042457775.1	0	1	2	0	1	2
GCA_042459665.1	0	1	2	1	1	2
GCA_042457825.1	0	1	2	0	0	2
GCA_042457795.1	0	1	2	0	1	2
GCA_042459745.1	0	1	2	1	1	2
GCA_042458255.1	0	1	2	0	1	2
GCA_042460355.1	0	1	2	0	1	2
GCA_042459805.1	0	1	2	0	1	2
GCA_042587695.1	0	1	2	1	1	2
GCA_042459725.1	0	1	2	0	1	2
GCA_042587545.1	0	1	2	0	1	2
GCA_042585225.1	0	1	2	0	1	2
GCA_042459345.1	0	1	2	1	1	2
GCA_042588345.1	0	1	2	0	1	2
GCA_042459885.1	0	1	2	1	1	2
GCA_042459935.1	0	1	2	0	1	2
GCA_042457135.1	0	1	2	0	1	2
GCA_042460315.1	0	1	2	0	0	2
GCA_042460415.1	0	1	2	1	1	2
GCA_042458575.1	0	1	2	0	0	2
GCA_042457905.1	0	1	2	0	1	2
GCA_042460665.1	0	1	2	0	0	2
GCA_042459465.1	0	1	2	0	1	2
GCA_042459975.1	0	1	2	1	1	2
GCA_042460115.1	0	1	2	0	1	2
GCA_042458185.1	0	1	2	0	0	2
GCA_042459585.1	0	1	2	0	0	2
GCA_042459685.1	0	1	2	0	1	2
GCA_042459075.1	0	1	2	0	0	2
GCA_042458615.1	0	1	2	0	1	2
GCA_042458735.1	0	1	2	0	1	2
GCA_042589385.1	0	1	2	0	1	2
GCA_042458205.1	0	1	2	1	1	2
GCA_042460195.1	0	1	2	0	1	2
GCA_042459445.1	0	1	2	0	1	2
GCA_042459135.1	0	1	2	0	0	2
GCA_042459035.1	0	1	2	0	1	2
GCA_042457845.1	0	1	2	0	0	2
GCA_042460395.1	0	1	2	0	1	2
GCA_042458145.1	0	1	2	1	1	2
GCA_042458025.1	0	1	2	0	1	2
GCA_042458755.1	0	1	2	0	1	2
GCA_042460215.1	0	1	2	0	1	2
GCA_042460275.1	0	1	2	0	0	2
GCA_042456845.1	0	1	2	0	1	2
GCA_042458055.1	0	1	2	0	1	2
GCA_042589885.1	0	1	2	0	1	2
GCA_042584765.1	0	1	2	0	1	2
GCA_042458675.1	0	1	2	0	1	2
GCA_042460015.1	0	1	2	0	0	2
GCA_042457755.1	0	1	2	1	1	2
GCA_042457885.1	0	1	2	0	1	2
GCA_042568295.1	0	1	2	0	1	2
GCA_042458345.1	0	1	2	0	1	2
GCA_042458275.1	0	1	2	0	1	2
GCA_042458465.1	0	1	2	1	1	2
GCA_042458525.1	0	1	2	1	1	2
GCA_042458425.1	0	1	2	0	1	2
GCA_042457195.1	0	1	2	0	1	2
GCA_042458965.1	0	1	2	0	0	2
GCA_042459785.1	0	1	2	0	0	2
GCA_042572805.1	0	1	2	0	0	2
GCA_042458835.1	0	1	2	0	1	2
GCA_042459175.1	0	1	2	0	1	2
GCA_042460555.1	0	1	2	0	1	2
GCA_042454015.1	0	1	2	1	1	2
GCA_042589645.1	0	1	2	0	1	2
GCA_042459255.1	0	1	2	0	1	2
GCA_042587785.1	0	1	2	0	1	2
GCA_042458875.1	0	1	2	0	0	2
GCA_042583165.1	0	1	2	0	1	2
GCA_042458085.1	0	1	2	0	1	2
GCA_042459865.1	0	1	2	0	0	2
GCA_042457865.1	0	1	2	1	1	2
GCA_042589345.1	0	1	2	0	1	2
GCA_042453445.1	0	1	2	1	1	2
GCA_042459625.1	0	1	2	0	1	2
GCA_042458365.1	0	1	2	0	1	2
GCA_042588425.1	0	1	2	0	1	2
GCA_042568505.1	0	1	2	0	1	2
GCA_042459485.1	0	1	2	0	1	2
GCA_042460755.1	0	1	2	1	1	2
GCA_042458715.1	0	1	2	0	1	2
GCA_042458515.1	0	1	2	0	1	2
GCA_042589905.1	0	1	2	0	1	2
GCA_042460735.1	0	1	2	0	0	2
GCA_042586465.1	0	1	2	0	1	2
GCA_042458265.1	0	1	2	0	0	2
GCA_042458625.1	0	1	2	0	0	2
GCA_042458385.1	0	1	2	0	1	2
GCA_042458045.1	0	1	2	0	1	2
GCA_042459195.1	0	1	2	0	0	2
GCA_042459695.1	0	1	2	0	1	2
GCA_042460295.1	0	1	2	0	0	2
GCA_042458655.1	0	1	2	0	0	2
GCA_042573465.1	0	1	2	0	1	2
GCA_042457965.1	0	1	2	0	0	2
GCA_042457735.1	0	1	2	0	0	2
GCA_042587725.1	0	1	2	1	0	2
GCA_042460375.1	0	1	2	0	1	2
GCA_042460335.1	0	1	2	1	1	2
GCA_042458455.1	0	1	2	0	1	2
GCA_042459645.1	0	1	2	1	1	2
GCA_042458895.1	0	1	2	0	1	2
GCA_042460435.1	0	1	2	0	0	2
GCA_042585805.1	0	1	2	1	1	2
GCA_042568455.1	0	1	2	0	1	2
GCA_042564725.1	0	1	2	1	1	2
GCA_042458165.1	0	1	2	0	0	2
GCA_042564665.1	0	1	2	0	0	2
GCA_042458005.1	0	1	2	0	1	2
GCA_042459565.1	0	1	2	0	0	2
GCA_042460235.1	0	1	2	0	0	2
GCA_042567565.1	0	1	2	1	1	2
GCA_042457985.1	0	1	2	0	1	2
GCA_042458285.1	0	1	2	0	0	2
GCA_042459115.1	0	1	2	0	1	2
GCA_042589305.1	0	1	2	0	1	2
GCA_042458935.1	0	1	2	0	1	2
GCA_042570615.1	0	1	2	0	0	2
GCA_042457945.1	0	1	2	1	1	2
GCA_042583245.1	0	1	2	0	1	2
GCA_042460655.1	0	1	2	0	0	2
GCA_042460695.1	0	1	2	0	1	2
GCA_042460175.1	0	1	2	0	0	2
GCA_042459405.1	0	1	2	0	0	2
GCA_042458405.1	0	1	2	1	1	2
GCA_042460075.1	0	1	2	0	1	2
GCA_042460055.1	0	1	2	0	1	2
GCA_042459425.1	0	1	2	0	1	2
GCA_042460535.1	0	1	2	0	1	2
GCA_042587965.1	0	1	2	0	1	2
GCA_042460095.1	0	1	2	0	0	2
GCA_042460575.1	0	1	2	0	1	2
GCA_042460615.1	0	1	2	0	0	2
GCA_042460135.1	0	1	2	0	1	2
GCA_042459905.1	0	1	2	0	0	2
GCA_042458095.1	0	1	2	1	1	2
GCA_042568645.1	0	1	2	1	1	2
GCA_042459995.1	0	1	2	0	0	2
GCA_042459015.1	0	1	2	0	0	2
GCA_042458695.1	0	1	2	0	0	2
GCA_042458775.1	0	1	2	1	0	2
GCA_042459535.1	0	1	2	1	0	2
GCA_042459595.1	0	1	2	0	1	2
GCA_042458915.1	0	1	2	0	1	2
GCA_042459525.1	0	1	2	1	0	2
GCA_042458955.1	0	1	2	0	0	2
GCA_042453995.1	0	1	2	0	1	2
GCA_042586885.1	0	1	2	1	1	2
GCA_042589825.1	0	1	2	0	1	2
GCA_042457925.1	0	1	2	0	1	2
GCA_042460155.1	0	1	2	0	0	2
GCA_042458105.1	0	1	2	1	1	2
GCA_042458225.1	0	1	2	1	1	2
GCA_042565735.1	0	1	2	0	0	2
GCA_042459055.1	0	1	2	0	1	2
GCA_042458805.1	0	1	2	0	1	2
GCA_042459355.1	0	1	2	0	0	2
GCA_042458445.1	0	1	2	1	1	2
GCA_042458245.1	0	1	2	0	1	2
GCA_042459155.1	0	1	2	0	1	2
GCA_042459505.1	0	1	2	0	0	2
GCA_042573425.1	0	1	2	0	0	2
GCA_042458995.1	0	1	2	0	1	2
GCA_042117785.1	0	1	2	1	1	2
GCA_042117805.1	0	1	2	0	1	2
GCA_042118525.1	0	1	2	0	1	2
GCA_042118905.1	0	1	2	0	1	2
GCA_042134505.1	0	1	2	1	1	2
GCA_042118745.1	0	1	2	1	1	2
GCA_042117885.1	0	1	2	0	1	2
GCA_042119025.1	0	1	2	0	1	2
GCA_042118005.1	0	1	2	0	1	2
GCA_042132145.1	0	1	2	1	1	2
GCA_042117645.1	0	1	2	1	1	2
GCA_042133445.1	0	1	2	0	1	2
GCA_042134565.1	0	1	2	1	1	2
GCA_042118305.1	0	1	2	0	1	2
GCA_042118785.1	0	1	2	0	0	2
GCA_042132285.1	0	1	2	1	1	2
GCA_042117565.1	0	1	2	0	1	2
GCA_042132505.1	0	1	2	0	1	2
GCA_042134465.1	0	1	2	1	1	2
GCA_042118245.1	0	1	2	0	1	2
GCA_042132235.1	0	1	2	1	1	2
GCA_042132215.1	0	1	2	0	1	2
GCA_042133925.1	0	1	2	0	1	2
GCA_042118205.1	0	1	2	0	1	2
GCA_042117945.1	0	1	2	0	1	2
GCA_042117925.1	0	1	2	0	1	2
GCA_042132195.1	0	1	2	0	1	2
GCA_042132425.1	0	1	2	1	1	2
GCA_042118445.1	0	1	2	0	1	2
GCA_042117845.1	0	1	2	0	1	2
GCA_042134045.1	0	1	2	0	1	2
GCA_042118185.1	0	1	2	0	1	2
GCA_042133685.1	0	1	2	0	1	2
GCA_042118505.1	0	1	2	1	1	2
GCA_042134365.1	0	1	2	1	1	2
GCA_042119125.1	0	1	2	0	1	2
GCA_042117705.1	0	1	2	0	1	2
GCA_042132565.1	0	1	2	0	1	2
GCA_042132385.1	0	1	2	0	1	2
GCA_042118465.1	0	1	2	0	1	2
GCA_042132345.1	0	1	2	0	0	2
GCA_042117445.1	0	1	2	0	1	2
GCA_042132065.1	0	1	2	0	1	2
GCA_042118125.1	0	1	2	1	1	2
GCA_042119065.1	0	1	2	1	1	2
GCA_042119045.1	0	1	2	0	1	2
GCA_042132305.1	0	1	2	0	0	2
GCA_042118765.1	0	1	2	0	1	2
GCA_042132265.1	0	1	2	1	1	2
GCA_042118575.1	0	1	2	0	0	2
GCA_042118285.1	0	1	2	0	1	2
GCA_042118145.1	0	1	2	0	1	2
GCA_042118565.1	0	1	2	0	1	2
GCA_042119105.1	0	1	2	1	1	2
GCA_042118885.1	0	1	2	0	1	2
GCA_042117685.1	0	1	2	0	1	2
GCA_042118965.1	0	1	2	0	1	2
GCA_042118045.1	0	1	2	1	1	2
GCA_042134345.1	0	1	2	0	1	2
GCA_042117665.1	0	1	2	1	1	2
GCA_042118605.1	0	1	2	1	1	2
GCA_042133405.1	0	1	2	0	1	2
GCA_042134245.1	0	1	2	0	1	2
GCA_042133945.1	0	1	2	0	1	2
GCA_042132085.1	0	1	2	0	1	2
GCA_042118395.1	0	1	2	0	1	2
GCA_042117865.1	0	1	2	0	1	2
GCA_042132965.1	0	1	2	0	1	2
GCA_042118665.1	0	1	2	1	1	2
GCA_042117605.1	0	1	2	0	1	2
GCA_042134265.1	0	1	2	1	1	2
GCA_042118065.1	0	1	2	0	1	2
GCA_042134325.1	0	1	2	0	1	2
GCA_042118815.1	0	1	2	0	0	2
GCA_042118365.1	0	1	2	0	1	2
GCA_042118225.1	0	1	2	0	1	2
GCA_042118645.1	0	1	2	0	1	2
GCA_042118025.1	0	1	2	1	1	2
GCA_042117465.1	0	1	2	0	1	2
GCA_042132185.1	0	1	2	0	1	2
GCA_042118475.1	0	1	2	1	1	2
GCA_042132325.1	0	1	2	0	1	2
GCA_042118895.1	0	1	2	1	1	2
GCA_042132165.1	0	1	2	0	1	2
GCA_042117485.1	0	1	2	0	1	2
GCA_042133005.1	0	1	2	0	1	2
GCA_042117985.1	0	1	2	0	1	2
GCA_042117525.1	0	1	2	0	1	2
GCA_042118685.1	0	1	2	0	1	2
GCA_042118545.1	0	1	2	0	1	2
GCA_042118155.1	0	1	2	0	1	2
GCA_042117905.1	0	1	2	0	1	2
GCA_042133885.1	0	1	2	0	1	2
GCA_042117825.1	0	1	2	1	1	2
GCA_042117745.1	0	1	2	1	1	2
GCA_042118725.1	0	1	2	0	1	2
GCA_042118945.1	0	1	2	1	1	2
GCA_042118085.1	0	1	2	0	1	2
GCA_042132445.1	0	1	2	0	1	2
GCA_042118625.1	0	1	2	0	1	2
GCA_042118805.1	0	1	2	1	1	2
GCA_042118265.1	0	1	2	0	1	2
GCA_042134525.1	0	1	2	1	1	2
GCA_042133845.1	0	1	2	0	1	2
GCA_042134285.1	0	1	2	0	1	2
GCA_042132125.1	0	1	2	0	1	2
GCA_042134225.1	0	1	2	0	1	2
GCA_042133965.1	0	1	2	0	1	2
GCA_042118105.1	0	1	2	0	1	2
GCA_042133085.1	0	1	2	0	1	2
GCA_042117725.1	0	1	2	1	1	2
GCA_042132605.1	0	1	2	1	1	2
GCA_042117765.1	0	1	2	0	1	2
GCA_042132985.1	0	1	2	0	1	2
GCA_042134305.1	0	1	2	0	1	2
GCA_042133345.1	0	1	2	0	1	2
GCA_042133745.1	0	1	2	0	1	2
GCA_042133995.1	0	1	2	0	1	2
GCA_042133805.1	0	1	2	0	1	2
GCA_042133985.1	0	1	2	0	1	2
GCA_042132925.1	0	1	2	0	0	2
GCA_042132365.1	0	1	2	0	1	2
GCA_042118325.1	0	1	2	1	1	2
GCA_042118385.1	0	1	2	0	0	2
GCA_042117965.1	0	1	2	0	1	2
GCA_041941535.1	0	1	2	0	0	2
GCA_042134025.1	0	1	2	0	1	2
