	chloramphenicol	trimethoprim_sulfamethoxazole	ampicillin	nalidixic_acid	ciprofloxacin	amoxicillin_clavulanic_acid	ceftriaxone	azithromycin	sulfisoxazole	cefoxitin	gentamicin	tetracycline	ceftiofur	kanamycin	enrofloxacin	streptomycin	ceftazidime	colistin	ampicillin_sulbactam	cefotaxime	spectinomycin	sulfamethoxazole	trimethoprim	cefazolin	sulphathiazole
GCA_017214855.1	1	0	1	0	1	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017489625.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_017819755.1	1	0	0	1	1	0	0	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018110645.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018288215.1	1	0	1	1	1	0	1	0	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_018936575.1	1	0	1	1	1	0	1	0	0	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019025485.1	1	1	1	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019043965.1	1	1	0	1	1	0	0	1	1	0	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019069965.1	1	1	0	0	0	0	0	1	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019204625.1	1	1	1	1	1	0	0	0	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019220565.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019326265.1	1	0	1	1	1	0	1	0	0	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019407585.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019547035.1	1	1	0	1	1	0	0	0	1	0	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_019804125.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020091165.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_020225355.1	1	1	0	0	0	0	0	0	1	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_006386735.1	1	0	0	0	0	0	0	2	1	0	1	1	0	1	2	1	0	2	2	0	2	2	2	2	2
GCA_020484845.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_010451275.2	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007049205.2	1	0	0	0	0	0	0	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008469025.1	1	1	1	1	1	0	1	0	1	0	1	1	1	2	2	0	1	2	2	1	2	2	2	2	2
GCA_008647595.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_006890485.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008883085.1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008520345.1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006903745.1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	2	1	1	2	2	1	2	2	2	2	2
GCA_008924385.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006907125.1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	2	0	0	2	2	1	2	2	2	2	2
GCA_006908645.1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	2	0	2	2	2	2	2	2	2	2	2
GCA_009313555.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	2	2	2	2	2	2	2	2
GCA_010606645.1	1	1	1	1	1	1	1	0	1	1	1	0	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_006042175.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006943125.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010752635.1	1	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_009043485.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009122785.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009123365.1	1	0	0	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006106255.1	1	1	1	1	1	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006758925.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_009139225.1	1	0	1	1	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009139315.1	1	0	1	1	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009178985.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010618465.1	1	1	1	0	1	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009217855.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009220945.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009220465.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009252645.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009253165.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006114445.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009319995.1	1	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008433585.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008433925.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008486255.1	1	0	1	0	1	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_009332455.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007027065.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006065555.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009366035.1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006123575.1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007031865.1	1	0	1	1	1	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007034745.1	1	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006759985.1	1	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008553275.1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_009398205.1	1	0	1	0	0	1	1	0	1	1	1	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_009398685.1	1	0	0	0	0	0	0	0	1	0	1	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007038345.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006129055.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_006134555.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007044225.1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007044705.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007045025.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007045885.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007052585.1	1	1	1	1	1	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007053005.1	1	0	0	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007053365.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007067245.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007067345.1	1	0	1	1	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006244775.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008489445.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006502515.1	1	1	1	0	1	1	1	0	1	1	1	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007080825.1	1	0	0	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006073535.1	1	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009575445.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006512755.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_009586725.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007104645.1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006255575.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007109065.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006185045.1	1	1	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007112485.1	1	1	1	0	0	1	1	0	1	1	0	1	1	2	2	1	0	2	2	1	2	2	2	2	2
GCA_007112345.1	1	0	0	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006262455.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_010146375.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007550755.1	1	0	1	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006187105.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007550715.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_006187705.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006187325.1	1	1	0	0	1	0	0	2	1	0	0	1	0	0	2	1	2	2	2	2	2	2	2	2	2
GCA_010155595.1	1	1	1	1	1	0	1	0	1	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007475965.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007552095.1	1	0	0	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010174105.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010174205.1	1	1	0	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010174235.1	1	1	0	0	0	0	0	1	1	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_010175535.1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010175675.1	1	1	1	0	0	0	0	0	1	0	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007553015.1	1	1	0	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007477025.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_010176625.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010175995.1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007552695.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007479105.1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	2	1	2	2	2	2	2	2	2	2	2
GCA_007553535.1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007500485.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010176895.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010177115.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007630795.1	1	1	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_010177335.1	1	0	1	0	0	1	1	0	1	1	1	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007554635.1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007479525.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007555355.1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007480205.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_006193625.1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006259315.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	0	2	2	0	2	2	2	2	2
GCA_007480265.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_006193705.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_006762665.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006193725.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007555455.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	1	2	2	1	2	2	2	2	2
GCA_007555415.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006700145.1	1	0	1	0	0	1	0	0	1	0	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008439865.1	1	1	0	1	1	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006316845.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008440305.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006205445.1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	2	1	1	2	2	1	2	2	2	2	2
GCA_006206765.1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006763525.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006318745.1	1	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_010595645.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006280515.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	0	2	2	0	2	2	2	2	2
GCA_006555485.1	1	1	1	0	1	0	0	1	1	0	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006761665.1	1	0	1	0	0	1	0	0	1	1	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007575385.1	1	1	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006332435.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006843765.1	1	0	1	0	0	1	0	2	1	0	0	1	0	0	2	1	2	2	2	2	2	2	2	2	2
GCA_006709985.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006791805.1	1	0	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006649765.1	1	0	1	1	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006593725.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006773875.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006658305.1	1	1	1	0	0	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006561325.1	1	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006600405.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006550615.1	1	1	0	1	1	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006722665.1	1	1	1	0	0	0	0	0	1	0	0	1	0	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006663695.1	1	1	0	1	1	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006725605.1	1	0	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006782305.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006563645.1	1	0	1	0	0	1	1	0	1	1	0	1	1	2	2	1	0	2	2	0	2	2	2	2	2
GCA_006727125.1	1	0	0	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006730905.1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	2	1	1	2	2	1	2	2	2	2	2
GCA_006784805.1	1	1	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006732485.1	1	1	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006673925.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006552955.1	1	1	1	1	1	1	1	0	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006794365.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005444055.1	1	1	1	1	1	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_016301685.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005542155.1	1	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005616145.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_004249745.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005415975.1	1	1	0	0	1	0	0	0	1	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_005416075.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005452425.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005550675.1	1	0	1	1	1	0	1	0	0	0	1	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_003778305.1	1	1	0	0	0	0	0	0	1	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_003750205.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_003761365.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_003764525.1	1	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_003767445.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_003787335.1	1	0	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_003768745.1	1	0	1	1	1	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_003769965.1	1	0	1	0	0	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005461995.1	1	1	1	1	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005807545.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005463315.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_005559605.1	1	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_004240725.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005560895.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_005471945.1	1	0	1	1	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005816645.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005820065.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_005821665.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_005425955.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005482635.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005483535.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005829565.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005485365.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_005713015.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005588255.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005530795.1	1	0	1	0	0	1	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005410615.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005506875.1	1	0	0	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_005747455.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005433175.1	1	1	0	1	1	0	0	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005750455.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005672555.1	1	0	1	1	1	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005865125.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005910165.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_005921125.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_006080275.1	1	1	0	0	0	0	0	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_006423175.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007802475.1	1	1	1	1	1	1	1	0	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007712485.1	1	0	0	1	1	0	0	0	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007713205.1	1	1	1	1	1	0	1	0	1	0	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007700625.1	1	1	1	0	1	0	0	1	1	0	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007702525.1	1	0	1	0	0	1	1	0	1	1	0	1	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_007725925.1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_007730665.1	1	1	1	0	1	0	0	0	1	0	0	1	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008261525.1	1	1	1	1	1	0	1	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008357345.1	1	1	1	1	1	0	1	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008356205.1	1	1	1	1	1	1	1	0	1	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
GCA_008465895.1	1	1	0	1	1	0	0	0	1	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	2
GCA_008393815.1	1	1	1	1	1	0	1	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008708565.1	1	1	1	1	1	0	0	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008747555.1	1	1	1	1	1	0	1	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008778595.1	1	1	1	1	1	0	1	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008778175.1	1	1	1	1	1	0	1	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
GCA_008772915.1	1	1	1	1	1	0	0	0	1	0	0	0	2	2	2	1	2	2	2	2	2	2	2	2	2
