	ceftazidime	colistin	trimethoprim_sulfamethoxazole	ciprofloxacin	tobramycin	amikacin	ampicillin	cefoxitin	azithromycin	gentamicin	cefotaxime	tetracycline	nalidixic_acid	ertapenem	ceftriaxone	sulfisoxazole	streptomycin	ticarcillin_clavulanic_acid	trimethoprim	cefpirome	temocillin
GCA_014241695.1	2	1	1	1	2	2	1	0	1	0	2	1	1	2	0	1	2	2	2	2	2
GCA_014240595.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_014252855.1	2	1	1	0	2	2	1	0	1	0	2	1	0	2	0	1	2	2	2	2	2
GCA_014302395.1	2	1	1	1	2	2	1	0	1	0	2	1	1	2	0	1	2	2	2	2	2
GCA_014301245.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_014361545.1	2	1	1	0	2	2	1	0	1	0	2	1	1	2	1	1	2	2	2	2	2
GCA_015182905.1	2	1	0	1	2	2	0	0	0	0	2	0	1	2	0	0	2	2	2	2	2
GCA_015211645.1	2	1	1	0	2	2	0	0	0	0	2	1	0	2	0	1	2	2	2	2	2
GCA_016571655.1	2	1	0	0	2	2	0	0	0	0	2	0	0	2	0	0	2	2	2	2	2
GCA_017232595.1	2	1	1	0	2	2	0	0	0	0	2	1	1	2	0	1	2	2	2	2	2
GCA_017136775.1	2	1	1	1	2	2	1	0	1	0	2	1	1	2	0	1	2	2	2	2	2
GCA_019644915.1	2	1	1	1	2	2	1	0	1	0	2	1	1	2	0	1	2	2	2	2	2
GCA_020228575.1	2	1	1	0	2	2	0	0	0	0	2	1	0	2	0	1	2	2	2	2	2
GCA_002246755.1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002246495.2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002246485.2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002246515.1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002246085.1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002246595.3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002246115.2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002247905.2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002247975.2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002251815.2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002247995.2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002248015.1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013856685.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_012401145.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013853265.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013852485.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013850205.1	2	2	1	1	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013850185.1	2	2	1	1	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_012451925.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013844285.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013836505.1	2	2	1	0	2	2	1	0	1	0	2	1	1	2	1	1	1	2	2	2	2
GCA_013837645.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013837555.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013837665.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013836605.1	2	2	1	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013837145.1	2	2	1	0	2	2	1	0	0	0	2	0	0	2	0	1	1	2	2	2	2
GCA_013836275.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_012527215.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013825255.1	2	2	1	1	2	2	1	0	1	0	2	0	1	2	0	1	0	2	2	2	2
GCA_012526015.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	1	1	1	2	2	2	2
GCA_013647275.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013627115.1	2	2	1	1	2	2	1	0	1	0	2	0	1	2	0	1	0	2	2	2	2
GCA_015707415.1	2	2	1	0	2	0	1	0	2	0	2	0	0	2	0	1	1	2	2	2	2
GCA_014040175.1	2	2	1	0	2	2	0	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_014039815.1	2	2	1	0	2	2	1	0	1	0	2	0	0	2	0	1	1	2	2	2	2
GCA_014003715.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_014001255.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013999155.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013998955.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013996195.1	2	2	1	0	2	2	1	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013995915.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013993825.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013993455.1	2	2	1	1	2	2	1	0	1	0	2	0	1	2	1	1	1	2	2	2	2
GCA_013995535.1	2	2	1	0	2	2	1	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013995175.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013992815.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013991615.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013991995.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013992055.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013990455.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013988435.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013987885.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013985715.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013985835.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013985535.1	2	2	1	0	2	2	0	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013986295.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013975665.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013974895.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013972045.1	2	2	1	1	2	2	1	1	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013971675.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013971505.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013971385.1	2	2	1	0	2	2	1	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013961805.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013957915.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013956465.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013956885.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013953005.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013952465.1	2	2	1	0	2	2	1	0	0	0	2	0	0	2	0	1	1	2	2	2	2
GCA_013951765.1	2	2	1	0	2	2	0	0	0	0	2	0	0	2	0	1	0	2	2	2	2
GCA_013949825.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013949605.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_004232945.1	2	2	1	0	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_004234565.1	2	2	1	0	2	2	1	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013933385.1	2	2	1	1	2	2	1	0	0	0	2	1	1	2	1	1	1	2	2	2	2
GCA_013924425.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013924715.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_014057085.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_014056905.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_014107195.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_014056245.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_014057225.1	2	2	1	0	2	2	0	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013904305.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013904405.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013902405.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013902345.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013901565.1	2	2	1	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013901315.1	2	2	1	1	2	2	0	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013901165.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013901085.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013900405.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013898805.1	2	2	1	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013898415.1	2	2	1	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013898455.1	2	2	1	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013897845.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013897745.1	2	2	1	0	2	2	0	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013896395.1	2	2	1	0	2	2	1	0	0	0	2	0	0	2	0	1	1	2	2	2	2
GCA_013897585.1	2	2	1	0	2	2	1	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013897555.1	2	2	1	0	2	2	1	0	0	0	2	0	0	2	0	1	1	2	2	2	2
GCA_013897375.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013897245.1	2	2	1	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013897405.1	2	2	1	0	2	2	1	0	0	0	2	0	0	2	0	1	1	2	2	2	2
GCA_013896365.1	2	2	1	0	2	2	1	0	0	0	2	0	0	2	0	1	1	2	2	2	2
GCA_013896635.1	2	2	1	1	2	2	1	0	1	0	2	0	1	2	0	1	1	2	2	2	2
GCA_013894455.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013893795.1	2	2	1	0	2	2	1	0	0	1	2	1	0	2	0	1	1	2	2	2	2
GCA_013890735.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013890515.1	2	2	1	1	2	2	0	0	0	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013889795.1	2	2	1	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013887275.1	2	2	1	0	2	2	1	0	0	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013885895.1	2	2	1	1	2	2	1	0	1	0	2	0	1	2	0	1	1	2	2	2	2
GCA_013883575.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013881895.1	2	2	1	1	2	2	1	0	1	0	2	1	1	2	0	1	1	2	2	2	2
GCA_013866655.1	2	2	1	1	2	2	1	0	1	0	2	0	1	2	0	1	1	2	2	2	2
GCA_013859575.1	2	2	1	0	2	2	0	0	1	0	2	1	0	2	0	1	1	2	2	2	2
GCA_013859475.1	2	2	1	0	2	2	1	0	0	0	2	1	1	2	1	1	1	2	2	2	2
GCA_014028875.1	2	2	1	2	2	2	0	2	2	2	2	2	1	2	2	2	2	2	2	2	2
GCA_013994675.1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017228775.1	2	2	1	1	2	2	0	2	2	2	0	2	1	2	2	2	2	2	2	2	2
GCA_017228755.1	2	2	1	1	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2
GCA_017228735.1	2	2	1	1	2	2	0	2	2	2	0	2	1	2	2	2	2	2	2	2	2
GCA_017245535.1	2	2	1	0	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244615.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244335.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244175.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244155.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244135.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244015.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243955.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244805.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244775.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244675.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244695.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017244655.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243575.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243555.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243515.1	2	2	1	1	2	2	0	2	2	2	0	0	1	2	2	2	0	2	2	2	2
GCA_017243535.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243475.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243455.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243395.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243375.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243235.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243175.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017243215.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017247095.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017245455.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246875.1	2	2	1	1	2	2	1	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246775.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246655.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246355.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246295.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246215.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246235.1	2	2	1	1	2	2	1	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017245615.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246035.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017246015.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017245675.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_017245935.1	2	2	1	1	2	2	0	2	2	2	0	1	1	2	2	2	1	2	2	2	2
GCA_001252655.1	2	2	1	2	2	2	0	2	2	2	2	1	2	2	2	2	0	2	2	2	2
GCA_001257695.1	2	2	1	2	2	2	0	2	2	2	2	1	2	2	2	2	1	2	2	2	2
GCA_001260455.1	2	2	1	2	2	2	0	2	2	2	2	1	2	2	2	2	0	2	2	2	2
GCA_001248175.1	2	2	1	2	2	2	1	2	2	2	2	0	2	2	2	2	1	2	2	2	2
GCA_001259655.1	2	2	1	2	2	2	0	2	2	2	2	1	2	2	2	2	1	2	2	2	2
GCA_001258915.1	2	2	1	2	2	2	0	2	2	2	2	1	2	2	2	2	1	2	2	2	2
GCA_001248785.1	2	2	1	2	2	2	0	2	2	2	2	1	2	2	2	2	1	2	2	2	2
GCA_001249065.1	2	2	1	2	2	2	0	2	2	2	2	1	0	2	2	2	1	2	1	2	2
GCA_001252295.1	2	2	1	2	2	2	0	2	2	2	2	1	0	2	2	2	1	2	1	2	2
GCA_001259615.1	2	2	1	2	2	2	0	2	2	2	2	0	0	2	2	2	0	2	1	2	2
GCA_001254615.1	2	2	1	2	2	2	0	2	2	2	2	1	0	2	2	2	1	2	1	2	2
GCA_001251395.1	2	2	1	2	2	2	0	2	2	2	2	1	0	2	2	2	1	2	1	2	2
GCA_001255175.1	2	2	1	2	2	2	0	2	2	2	2	1	1	2	2	2	1	2	1	2	2
GCA_001254495.1	2	2	1	2	2	2	0	2	2	2	2	1	0	2	2	2	1	2	1	2	2
GCA_001254155.1	2	2	1	2	2	2	0	2	2	2	2	1	0	2	2	2	1	2	1	2	2
GCA_001260795.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	1	2	2
GCA_001261215.1	2	2	1	2	2	2	1	2	2	2	2	0	0	2	2	2	1	2	1	2	2
GCA_001255615.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001250715.1	2	2	1	2	2	2	1	2	2	2	2	0	0	2	2	2	1	2	2	2	2
GCA_001253975.1	2	2	1	2	2	2	1	2	2	2	2	0	0	2	2	2	1	2	2	2	2
GCA_001256375.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001250155.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001251675.1	2	2	1	2	2	2	1	2	2	2	2	0	0	2	2	2	1	2	2	2	2
GCA_001255195.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001248805.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001249975.1	2	2	1	2	2	2	1	2	2	2	2	0	0	2	2	2	1	2	2	2	2
GCA_001260475.1	2	2	1	2	2	2	1	2	2	2	2	0	0	2	2	2	1	2	2	2	2
GCA_001249635.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001251235.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001257875.1	2	2	1	2	2	2	1	2	2	2	2	0	0	2	2	2	1	2	2	2	2
GCA_001255655.1	2	2	1	2	2	2	1	2	2	2	2	0	1	2	2	2	1	2	2	2	2
GCA_001253935.1	2	2	1	2	2	2	1	2	2	2	2	0	1	2	2	2	1	2	2	2	2
GCA_001260315.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001249175.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001259195.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001255715.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001254115.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001248315.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001248925.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001259435.1	2	2	1	2	2	2	1	2	2	2	2	0	1	2	2	2	1	2	2	2	2
GCA_001255435.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001250655.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001259175.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001259335.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001251955.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001254295.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001257935.1	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2
GCA_001253915.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001255875.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_001250835.1	2	2	1	2	2	2	1	2	2	2	2	1	0	2	2	2	1	2	2	2	2
GCA_008727295.1	2	2	1	0	2	2	1	1	2	0	2	1	0	2	0	1	2	2	2	2	2
GCA_032331895.2	2	2	1	2	2	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_032329235.2	2	2	1	2	2	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_031835105.2	2	2	1	2	2	2	0	2	2	2	2	2	2	2	0	2	2	2	2	2	2
GCA_012401105.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013840105.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013837725.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013837625.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013837525.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013836865.1	2	2	0	0	2	2	0	0	0	0	2	1	0	2	0	0	1	2	2	2	2
GCA_013836665.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013839405.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013836225.1	2	2	0	1	2	2	0	0	0	0	2	0	1	2	0	0	1	2	2	2	2
GCA_013836305.1	2	2	0	0	2	2	1	0	1	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013825755.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013474695.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014040575.1	2	2	0	0	2	2	1	1	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014037775.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014037615.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014037195.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014037235.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014036615.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014028915.1	2	2	0	0	2	2	0	0	0	0	2	1	0	2	0	0	1	2	2	2	2
GCA_014029075.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014015455.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014004575.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014004635.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014002335.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_014001875.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013995375.1	2	2	0	1	2	2	0	0	0	0	2	0	1	2	0	0	0	2	2	2	2
GCA_013990885.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013991035.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013991315.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013989675.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013989695.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013988765.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013986315.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013981075.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_012363815.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013975965.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013975995.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013975145.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013971965.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013971345.1	2	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	1	2	2	2	2
GCA_013967035.1	2	2	0	0	2	2	1	0	0	0	2	0	0	2	0	0	1	2	2	2	2
