	ampicillin	vancomycin	gentamicin	tetracycline	doxycycline	linezolid	streptomycin
GCA_003938525.1	1	1	0	2	1	1	2
GCA_003939215.1	1	1	1	2	1	1	2
GCA_003937355.1	1	1	1	2	1	1	2
GCA_003938515.1	1	1	1	2	1	1	2
GCA_003939805.1	1	1	1	2	0	0	2
GCA_003940215.1	1	1	1	2	1	1	2
GCA_003938125.1	1	1	1	2	1	1	2
GCA_003939205.1	1	1	1	2	1	1	2
GCA_003939775.1	1	1	1	2	1	1	2
GCA_003938395.1	1	1	1	2	1	1	2
GCA_003938505.1	1	1	1	2	1	1	2
GCA_003938105.1	1	1	1	2	1	1	2
GCA_003938045.1	1	1	1	2	1	1	2
GCA_003938065.1	1	1	1	2	1	1	2
GCA_003940995.1	1	1	1	2	1	1	2
GCA_003937575.1	1	1	1	2	1	1	2
GCA_003938365.1	1	1	1	2	1	1	2
GCA_003938025.1	1	1	1	2	1	1	2
GCA_003939165.1	1	1	1	2	1	1	2
GCA_003938345.1	1	1	0	2	1	1	2
GCA_003939765.1	1	1	1	2	1	1	2
GCA_003938035.1	1	1	1	2	1	1	2
GCA_003939745.1	1	1	1	2	1	0	2
GCA_003938305.1	1	1	1	2	1	1	2
GCA_003938495.1	1	1	1	2	1	1	2
GCA_003938485.1	1	1	0	2	1	0	2
GCA_003938285.1	1	1	0	2	1	0	2
GCA_003938005.1	1	1	0	2	1	1	2
GCA_003938275.1	1	1	1	2	1	0	2
GCA_003939175.1	1	1	1	2	1	1	2
GCA_003965125.1	1	1	1	2	1	1	2
GCA_003938265.1	1	1	1	2	1	1	2
GCA_003936605.1	1	1	1	2	1	1	2
GCA_003937935.1	1	1	1	2	1	1	2
GCA_003938445.1	1	1	0	2	1	1	2
GCA_003940185.1	1	1	1	2	1	0	2
GCA_003936615.1	1	1	1	2	1	1	2
GCA_003937285.1	1	1	1	2	1	1	2
GCA_003936585.1	1	1	0	2	1	1	2
GCA_003937555.1	1	1	1	2	0	0	2
GCA_003939145.1	1	1	1	2	1	1	2
GCA_003939705.1	1	1	1	2	1	1	2
GCA_900179265.1	1	1	0	2	2	0	1
GCA_900179405.1	1	1	0	2	2	0	1
GCA_900179155.1	1	1	0	2	2	0	1
GCA_900179375.1	1	1	0	2	2	0	1
GCA_900179545.1	1	0	0	2	2	0	1
GCA_900179535.1	1	0	0	2	2	0	1
GCA_900179135.1	1	0	0	2	2	0	1
GCA_900179255.1	1	0	0	2	2	0	1
GCA_900179315.1	1	1	0	2	2	0	1
GCA_900179225.1	1	1	0	2	2	0	0
GCA_900179345.1	1	1	1	2	2	0	0
GCA_900179125.1	1	0	0	2	2	0	1
GCA_900179465.1	1	1	0	2	2	0	1
GCA_900179245.1	1	1	0	2	2	0	1
GCA_900179145.1	1	1	0	2	2	0	1
GCA_900179235.1	1	1	1	2	2	0	0
GCA_900179165.1	1	1	0	2	2	0	1
GCA_900179325.1	1	0	0	2	2	0	1
GCA_900179485.1	1	0	0	2	2	0	1
GCA_900179195.1	1	0	0	2	2	0	1
GCA_900179415.1	1	0	0	2	2	0	1
GCA_900179495.1	1	0	0	2	2	0	1
GCA_900179365.1	1	0	0	2	2	0	1
GCA_900179185.1	1	0	0	2	2	0	1
GCA_900179455.1	1	0	0	2	2	0	1
GCA_900179395.1	1	0	0	2	2	0	1
GCA_900179505.1	1	0	0	2	2	0	1
GCA_900179285.1	1	1	1	2	2	0	0
GCA_900179335.1	1	1	0	2	2	0	0
GCA_900179525.1	1	1	0	2	2	0	1
GCA_900179555.1	1	1	0	2	2	0	1
GCA_900180125.1	1	1	0	2	2	0	1
GCA_900179565.1	1	0	0	2	2	0	1
GCA_900179585.1	1	0	0	2	2	0	1
GCA_900179575.1	1	0	0	2	2	0	1
GCA_900179595.1	1	0	0	2	2	0	1
GCA_900179605.1	1	0	0	2	2	0	1
GCA_900180135.1	1	0	0	2	2	0	1
GCA_900179635.1	1	0	0	2	2	0	1
GCA_900179615.1	1	0	0	2	2	0	1
GCA_900179835.1	1	1	0	2	2	0	1
GCA_900179625.1	1	0	0	2	2	0	1
GCA_900179675.1	1	1	0	2	2	0	1
GCA_900179665.1	1	1	0	2	2	0	1
GCA_900179655.1	1	1	0	2	2	0	1
GCA_900180145.1	1	1	0	2	2	0	1
GCA_900179715.1	1	1	0	2	2	0	1
GCA_900179645.1	1	1	0	2	2	0	1
GCA_900179695.1	1	1	0	2	2	0	1
GCA_900179705.1	1	1	0	2	2	0	1
GCA_900179685.1	1	1	0	2	2	0	1
GCA_900180455.1	1	1	0	2	2	0	1
GCA_900179905.1	1	1	0	2	2	0	1
GCA_900180025.1	1	1	0	2	2	0	1
GCA_900179895.1	1	1	0	2	2	0	1
GCA_900179855.1	1	1	0	2	2	0	1
GCA_900179865.1	1	1	0	2	2	0	1
GCA_900179745.1	1	1	0	2	2	0	1
GCA_900179965.1	1	1	0	2	2	0	1
GCA_900179815.1	1	1	0	2	2	0	1
GCA_900179945.1	1	1	0	2	2	0	1
GCA_900179825.1	1	1	0	2	2	0	1
GCA_900178705.1	1	1	0	2	2	0	1
GCA_900179955.1	1	1	0	2	2	0	1
GCA_900179735.1	1	1	0	2	2	0	1
GCA_900180045.1	1	1	0	2	2	0	1
GCA_900179755.1	1	1	0	2	2	0	1
GCA_900179045.1	1	1	0	2	2	0	1
GCA_900179845.1	1	1	0	2	2	0	1
GCA_900179985.1	1	1	0	2	2	0	1
GCA_900179795.1	1	1	0	2	2	0	1
GCA_900179725.1	1	1	0	2	2	0	1
GCA_900179775.1	1	1	0	2	2	0	1
GCA_900180015.1	1	1	0	2	2	0	1
GCA_900180165.1	1	1	0	2	2	0	0
GCA_900179925.1	1	1	0	2	2	0	0
GCA_900180035.1	1	1	1	2	2	0	1
GCA_900179975.1	1	1	1	2	2	0	1
GCA_900179785.1	1	1	1	2	2	0	0
GCA_900178955.1	1	1	0	2	2	0	1
GCA_900178735.1	1	1	0	2	2	0	1
GCA_900178945.1	1	1	0	2	2	0	1
GCA_900179025.1	1	1	0	2	2	0	1
GCA_900178665.1	1	1	0	2	2	0	1
GCA_900178895.1	1	1	0	2	2	0	1
GCA_900178585.1	1	1	0	2	2	0	1
GCA_900178775.1	1	1	1	2	2	0	0
GCA_900178675.1	1	1	0	2	2	0	1
GCA_900179305.1	1	1	0	2	2	0	1
GCA_900179015.1	1	1	0	2	2	0	1
GCA_900178865.1	1	0	0	2	2	0	1
GCA_900178825.1	1	0	0	2	2	0	1
GCA_900178885.1	1	0	0	2	2	0	1
GCA_900178605.1	1	0	0	2	2	0	1
GCA_900178615.1	1	1	0	2	2	0	1
GCA_900178795.1	1	1	1	2	2	0	0
GCA_900178695.1	1	1	0	2	2	0	1
GCA_900180155.1	1	1	1	2	2	0	0
GCA_900178575.1	1	1	0	2	2	0	1
GCA_900178655.1	1	1	1	2	2	0	0
GCA_900178845.1	1	1	1	2	2	0	0
GCA_900178925.1	1	1	1	2	2	0	0
GCA_900178815.1	1	1	1	2	2	0	0
GCA_900178715.1	1	1	1	2	2	0	0
GCA_900178785.1	1	1	1	2	2	0	0
GCA_900178875.1	1	1	1	2	2	0	0
GCA_900178835.1	1	1	1	2	2	0	0
GCA_900179295.1	1	1	1	2	2	0	0
GCA_900178855.1	1	1	1	2	2	0	0
GCA_900178745.1	1	1	1	2	2	0	0
GCA_900178975.1	1	1	1	2	2	0	0
GCA_900180175.1	1	1	1	2	2	0	0
GCA_900178905.1	1	1	1	2	2	0	0
GCA_900178915.1	1	1	1	2	2	0	0
GCA_900178555.1	1	1	1	2	2	0	0
GCA_900178755.1	1	1	1	2	2	0	0
GCA_900178595.1	1	1	1	2	2	0	0
GCA_900178985.1	1	1	1	2	2	0	0
GCA_900178725.1	1	1	1	2	2	0	0
GCA_900178935.1	1	1	1	2	2	0	0
GCA_900178805.1	1	1	1	2	2	0	0
GCA_900178685.1	1	1	1	2	2	0	0
GCA_900178635.1	1	1	0	2	2	0	0
GCA_900178645.1	1	1	0	2	2	0	0
GCA_900178565.1	1	1	1	2	2	0	0
GCA_900178995.1	1	1	1	2	2	0	0
GCA_900178625.1	1	1	1	2	2	0	0
GCA_900179055.1	1	1	1	2	2	0	0
GCA_900179085.1	1	1	1	2	2	0	0
GCA_900179115.1	1	1	1	2	2	0	0
GCA_900178765.1	1	1	1	2	2	0	0
GCA_900179075.1	1	1	0	2	2	0	0
GCA_900179935.1	1	1	0	2	2	0	0
GCA_900180195.1	1	1	0	2	2	0	0
GCA_900179065.1	1	1	0	2	2	0	0
GCA_900179095.1	1	1	0	2	2	0	0
GCA_900179105.1	1	1	0	2	2	0	0
GCA_900180465.1	1	1	0	2	2	0	0
GCA_900179215.1	1	1	0	2	2	0	0
GCA_900180185.1	1	1	0	2	2	0	0
GCA_900179385.1	1	1	0	2	2	0	0
GCA_900179435.1	1	1	1	2	2	0	0
GCA_900179445.1	1	1	0	2	2	0	0
GCA_900180205.1	1	1	0	2	2	0	0
GCA_900179515.1	1	0	0	2	2	0	0
GCA_900179475.1	1	1	0	2	2	0	1
GCA_900179205.1	1	1	0	2	2	0	0
GCA_900179035.1	1	1	0	2	2	0	0
GCA_900179355.1	1	1	0	2	2	0	0
GCA_900179275.1	1	1	0	2	2	0	0
GCA_900179425.1	1	1	0	2	2	0	0
GCA_900179765.1	1	1	0	2	2	0	0
GCA_900179805.1	1	1	0	2	2	0	0
GCA_900179875.1	1	1	0	2	2	0	0
GCA_900179995.1	1	1	0	2	2	0	0
GCA_900180215.1	1	1	0	2	2	0	0
GCA_900179005.1	1	1	0	2	2	0	0
GCA_900180255.1	1	1	0	2	2	0	0
GCA_900179885.1	1	1	0	2	2	0	0
GCA_900180055.1	1	1	0	2	2	0	0
GCA_900180065.1	1	1	0	2	2	0	0
GCA_900180075.1	1	1	0	2	2	0	0
GCA_900180085.1	1	1	0	2	2	0	0
GCA_900180225.1	1	1	0	2	2	0	0
GCA_900180095.1	1	1	0	2	2	0	0
GCA_900180105.1	1	1	0	2	2	0	0
GCA_900180005.1	1	1	0	2	2	0	0
GCA_900179915.1	1	0	0	2	2	0	0
GCA_030346905.1	1	1	2	2	2	0	2
GCA_030346955.1	1	1	2	2	2	1	2
GCA_030346835.1	1	1	2	2	2	0	2
GCA_030978825.2	1	1	0	2	1	0	0
GCA_030978885.2	1	1	0	2	1	0	0
GCA_030952285.2	1	1	0	1	1	0	0
GCA_030943445.2	1	1	0	1	1	0	0
GCA_030916265.2	1	0	0	0	1	0	2
GCA_030916445.2	1	1	1	1	0	0	2
GCA_030915685.2	1	1	0	1	1	0	2
GCA_030916025.2	1	1	2	0	0	0	1
GCA_030916345.2	1	1	0	2	1	0	2
GCA_032122655.2	1	1	2	2	0	0	1
GCA_036668655.1	1	0	1	0	1	0	2
GCA_036669235.1	1	1	2	2	1	0	1
GCA_036631845.1	1	1	2	2	1	0	2
GCA_038079365.1	1	1	2	2	1	0	2
GCA_044893425.1	1	1	0	0	0	0	2
GCA_045018255.1	0	0	0	0	0	0	2
GCA_045018275.1	0	0	0	0	0	0	2
GCA_045018235.1	0	0	0	0	0	0	2
GCA_045018175.1	0	0	0	0	0	2	2
GCA_045018215.1	0	0	0	0	0	0	2
GCA_042713835.1	0	0	0	0	0	0	2
GCA_045018195.1	0	0	0	0	0	0	2
GCA_045018115.1	0	0	0	0	0	0	2
GCA_042707395.1	0	0	0	0	0	0	2
GCA_045018155.1	0	0	0	0	0	0	2
GCA_045018095.1	0	0	0	0	0	0	2
GCA_045018075.1	0	0	0	0	0	0	2
GCA_045018135.1	0	0	0	1	1	0	2
GCA_045018055.1	0	0	0	0	0	0	2
GCA_042705495.1	0	2	0	0	0	0	2
GCA_045018015.1	0	0	0	1	1	0	2
GCA_045017995.1	0	0	0	0	0	0	2
GCA_045017955.1	0	0	0	0	0	0	2
GCA_042699025.1	0	0	0	0	0	0	2
GCA_045017975.1	0	0	0	0	0	0	2
GCA_045017895.1	0	0	0	0	0	0	2
GCA_045017915.1	0	0	0	0	0	0	2
GCA_042706995.1	0	0	0	0	0	0	2
GCA_045017875.1	0	0	0	0	0	0	2
GCA_000176295.1	0	2	2	2	2	2	2
GCA_042707655.1	0	0	2	2	2	2	2
GCA_045022955.1	0	0	2	2	2	2	2
GCA_045023015.1	0	0	2	2	2	2	2
GCA_015449805.1	0	1	2	2	2	2	2
GCA_045022775.1	0	0	2	2	2	2	2
GCA_015432545.1	0	0	2	2	2	2	2
GCA_015449745.1	0	1	2	2	2	2	2
GCA_045022935.1	0	0	2	2	2	2	2
GCA_045022915.1	0	1	2	2	2	2	2
GCA_045022875.1	0	0	2	2	2	2	2
GCA_015443545.1	0	0	2	2	2	2	2
GCA_042700695.1	0	0	2	2	2	2	2
GCA_045022815.1	0	0	2	2	2	2	2
GCA_045022835.1	0	0	2	2	2	2	2
GCA_045022895.1	0	0	2	2	2	2	2
GCA_045022755.1	0	0	2	2	2	2	2
GCA_045022695.1	0	0	2	2	2	2	2
GCA_045022735.1	0	0	2	2	2	2	2
GCA_042707135.1	0	0	2	2	2	2	2
GCA_045022715.1	0	0	2	2	2	2	2
GCA_015431085.1	0	0	2	2	2	2	2
GCA_042707505.1	0	0	2	2	2	2	2
GCA_015429985.1	0	0	2	2	2	2	2
GCA_045022395.1	0	0	2	2	2	2	2
GCA_045022355.1	0	0	2	2	2	2	2
GCA_015423125.1	0	0	2	2	2	2	2
GCA_045022375.1	0	0	2	2	2	2	2
GCA_015422945.1	0	0	2	2	2	2	2
GCA_045022335.1	0	0	2	2	2	2	2
GCA_045022315.1	0	0	2	2	2	2	2
GCA_045022295.1	0	0	2	2	2	2	2
GCA_045022255.1	0	0	2	2	2	2	2
GCA_045022275.1	0	0	2	2	2	2	2
GCA_045022235.1	0	0	2	2	2	2	2
GCA_045022215.1	0	0	2	2	2	2	2
GCA_042705735.1	0	0	2	2	2	2	2
GCA_042707455.1	0	0	2	2	2	2	2
GCA_045022195.1	0	0	2	2	2	2	2
GCA_045022155.1	0	0	2	2	2	2	2
GCA_045022175.1	0	0	2	2	2	2	2
GCA_045022075.1	0	0	2	2	2	2	2
GCA_045022115.1	0	0	2	2	2	2	2
GCA_045022085.1	0	0	2	2	2	2	2
GCA_045022055.1	0	0	2	2	2	2	2
GCA_045022035.1	0	0	2	2	2	2	2
GCA_045022015.1	0	0	2	2	2	2	2
GCA_045021995.1	0	0	2	2	2	2	2
GCA_042707475.1	0	0	2	2	2	2	2
GCA_045021955.1	0	0	2	2	2	2	2
GCA_045021935.1	0	0	2	2	2	2	2
GCA_042707435.1	0	0	2	2	2	2	2
GCA_045022135.1	0	0	2	2	2	2	2
GCA_045021915.1	0	0	2	2	2	2	2
GCA_015420385.1	0	0	2	2	2	2	2
GCA_015421065.1	0	0	2	2	2	2	2
GCA_015420925.1	0	0	2	2	2	2	2
GCA_045021855.1	0	0	2	2	2	2	2
GCA_042713995.1	0	0	2	2	2	2	2
GCA_015420665.1	0	0	2	2	2	2	2
GCA_045021895.1	0	0	2	2	2	2	2
GCA_042707405.1	0	0	2	2	2	2	2
GCA_045021875.1	0	0	2	2	2	2	2
GCA_015420845.1	0	0	2	2	2	2	2
GCA_045021835.1	0	0	2	2	2	2	2
GCA_045021795.1	0	0	2	2	2	2	2
GCA_045021805.1	0	0	2	2	2	2	2
GCA_045021775.1	0	0	2	2	2	2	2
GCA_045021755.1	0	0	2	2	2	2	2
GCA_015420365.1	0	0	2	2	2	2	2
GCA_042714085.1	0	0	2	2	2	2	2
GCA_045022655.1	0	0	2	2	2	2	2
GCA_042707495.1	0	0	2	2	2	2	2
GCA_045022635.1	0	0	2	2	2	2	2
GCA_045022615.1	0	0	2	2	2	2	2
GCA_045022535.1	0	0	2	2	2	2	2
GCA_045022575.1	0	0	2	2	2	2	2
GCA_015423885.1	0	1	2	2	2	2	2
GCA_045022515.1	0	0	2	2	2	2	2
GCA_042699115.1	0	0	2	2	2	2	2
GCA_045022495.1	0	0	2	2	2	2	2
GCA_042707635.1	0	0	2	2	2	2	2
GCA_045022475.1	0	0	2	2	2	2	2
GCA_045022455.1	0	0	2	2	2	2	2
GCA_045022435.1	0	0	2	2	2	2	2
GCA_042707485.1	0	0	2	2	2	2	2
GCA_045022405.1	0	0	2	2	2	2	2
GCA_042699885.1	0	0	2	2	2	2	2
GCA_015423205.1	0	0	2	2	2	2	2
GCA_015423145.1	0	0	2	2	2	2	2
GCA_015498815.1	0	0	2	2	2	2	2
GCA_045025815.1	0	0	2	2	2	2	2
GCA_042720545.1	0	0	2	2	2	2	2
GCA_045025835.1	0	0	2	2	2	2	2
GCA_015497795.1	0	0	2	2	2	2	2
GCA_045025675.1	0	0	2	2	2	2	2
GCA_042700185.1	0	0	2	2	2	2	2
GCA_042720375.1	0	0	2	2	2	2	2
GCA_045025655.1	0	0	2	2	2	2	2
GCA_045025695.1	0	0	2	2	2	2	2
GCA_042700165.1	0	0	2	2	2	2	2
GCA_042720465.1	0	0	2	2	2	2	2
GCA_042700145.1	0	0	2	2	2	2	2
GCA_042720315.1	0	0	2	2	2	2	2
GCA_045025555.1	0	0	2	2	2	2	2
GCA_042694225.1	0	0	2	2	2	2	2
GCA_045025535.1	0	0	2	2	2	2	2
GCA_042706435.1	0	0	2	2	2	2	2
GCA_045025515.1	0	0	2	2	2	2	2
GCA_042693555.1	0	0	2	2	2	2	2
GCA_042714295.1	0	0	2	2	2	2	2
GCA_045025495.1	0	0	2	2	2	2	2
GCA_042707765.1	0	0	2	2	2	2	2
GCA_044892405.1	0	0	2	2	2	2	2
GCA_045025475.1	0	0	2	2	2	2	2
GCA_044892425.1	0	0	2	2	2	2	2
GCA_045025735.1	0	0	2	2	2	2	2
GCA_045025155.1	0	0	2	2	2	2	2
GCA_045025215.1	0	0	2	2	2	2	2
GCA_042714225.1	0	0	2	2	2	2	2
GCA_045025075.1	0	0	2	2	2	2	2
GCA_045025055.1	0	0	2	2	2	2	2
GCA_045025035.1	0	0	2	2	2	2	2
GCA_045025015.1	0	0	2	2	2	2	2
GCA_042722015.1	0	0	2	2	2	2	2
GCA_045024975.1	0	0	2	2	2	2	2
GCA_045024795.1	0	0	2	2	2	2	2
GCA_042706275.1	0	0	2	2	2	2	2
GCA_045024755.1	0	0	2	2	2	2	2
GCA_045024815.1	0	0	2	2	2	2	2
GCA_045024835.1	0	0	2	2	2	2	2
GCA_045024715.1	0	0	2	2	2	2	2
GCA_045024695.1	0	0	2	2	2	2	2
GCA_045024995.1	0	0	2	2	2	2	2
GCA_045024555.1	0	0	2	2	2	2	2
GCA_045024515.1	0	0	2	2	2	2	2
GCA_042708195.1	0	0	2	2	2	2	2
GCA_045024495.1	0	0	2	2	2	2	2
GCA_042706355.1	0	0	2	2	2	2	2
GCA_045024935.1	0	0	2	2	2	2	2
GCA_045024915.1	0	0	2	2	2	2	2
GCA_045024435.1	0	0	2	2	2	2	2
GCA_015496175.1	0	0	2	2	2	2	2
GCA_045024295.1	0	0	2	2	2	2	2
GCA_045024275.1	0	0	2	2	2	2	2
GCA_045024235.1	0	0	2	2	2	2	2
GCA_042700065.1	0	0	2	2	2	2	2
GCA_045024245.1	0	0	2	2	2	2	2
GCA_042706975.1	0	0	2	2	2	2	2
GCA_045024475.1	0	0	2	2	2	2	2
GCA_045024115.1	0	0	2	2	2	2	2
GCA_042699145.1	0	0	2	2	2	2	2
GCA_042707715.1	0	0	2	2	2	2	2
GCA_042706235.1	0	0	2	2	2	2	2
GCA_045024055.1	0	0	2	2	2	2	2
GCA_045023995.1	0	0	2	2	2	2	2
GCA_042699165.1	0	0	2	2	2	2	2
GCA_045023975.1	0	0	2	2	2	2	2
GCA_045023955.1	0	0	2	2	2	2	2
GCA_045024455.1	0	0	2	2	2	2	2
GCA_045023935.1	0	0	2	2	2	2	2
GCA_045023895.1	0	0	2	2	2	2	2
GCA_045023875.1	0	0	2	2	2	2	2
GCA_045023855.1	0	0	2	2	2	2	2
GCA_045023835.1	0	0	2	2	2	2	2
GCA_045024415.1	0	0	2	2	2	2	2
GCA_042721235.1	0	0	2	2	2	2	2
GCA_045023815.1	0	0	2	2	2	2	2
GCA_045023555.1	0	0	2	2	2	2	2
GCA_045023515.1	0	0	2	2	2	2	2
GCA_042699915.1	0	0	2	2	2	2	2
GCA_045023775.1	0	0	2	2	2	2	2
GCA_042700045.1	0	0	2	2	2	2	2
GCA_045023235.1	0	0	2	2	2	2	2
GCA_045023195.1	0	0	2	2	2	2	2
GCA_045023155.1	0	0	2	2	2	2	2
GCA_045023175.1	0	0	2	2	2	2	2
GCA_042707695.1	0	0	2	2	2	2	2
GCA_042700005.1	0	0	2	2	2	2	2
GCA_042707675.1	0	1	2	2	2	2	2
GCA_045023115.1	0	0	2	2	2	2	2
GCA_045023735.1	0	0	2	2	2	2	2
GCA_045023745.1	0	0	2	2	2	2	2
GCA_045023695.1	0	0	2	2	2	2	2
GCA_042707615.1	0	0	2	2	2	2	2
GCA_045023095.1	0	0	2	2	2	2	2
GCA_015510825.2	0	0	0	0	2	0	0
GCA_900179175.1	0	0	0	2	2	0	0
GCA_038080235.1	0	1	0	0	0	0	2
GCA_015994885.1	2	1	2	2	2	2	2
GCA_015995125.1	2	1	2	2	2	2	2
GCA_015995045.1	2	1	2	2	2	2	2
GCA_015994965.1	2	1	2	2	2	2	2
GCA_015995025.1	2	1	2	2	2	2	2
GCA_015994985.1	2	1	2	2	2	2	2
GCA_015994905.1	2	1	2	2	2	2	2
GCA_015994925.1	2	1	2	2	2	2	2
GCA_015994945.1	2	1	2	2	2	2	2
GCA_015995685.1	2	1	2	2	2	2	2
GCA_015996005.1	2	1	2	2	2	2	2
GCA_015995745.1	2	1	2	2	2	2	2
GCA_015995665.1	2	1	2	2	2	2	2
GCA_015995705.1	2	1	2	2	2	2	2
GCA_015995585.1	2	1	2	2	2	2	2
GCA_015995725.1	2	1	2	2	2	2	2
GCA_015995645.1	2	1	2	2	2	2	2
GCA_015995165.1	2	1	2	2	2	2	2
GCA_015996035.1	2	1	2	2	2	2	2
GCA_015995965.1	2	1	2	2	2	2	2
GCA_015996065.1	2	1	2	2	2	2	2
GCA_015995985.1	2	1	2	2	2	2	2
GCA_015995225.1	2	1	2	2	2	2	2
GCA_015996025.1	2	1	2	2	2	2	2
GCA_015996105.1	2	1	2	2	2	2	2
GCA_015996125.1	2	1	2	2	2	2	2
GCA_015996085.1	2	1	2	2	2	2	2
GCA_015994865.1	2	1	2	2	2	2	2
GCA_015995065.1	2	1	2	2	2	2	2
GCA_015995145.1	2	1	2	2	2	2	2
GCA_015995085.1	2	1	2	2	2	2	2
GCA_015995185.1	2	1	2	2	2	2	2
GCA_015995105.1	2	1	2	2	2	2	2
GCA_015996425.1	2	1	2	2	2	2	2
GCA_015996475.1	2	1	2	2	2	2	2
GCA_015996465.1	2	1	2	2	2	2	2
GCA_015996405.1	2	1	2	2	2	2	2
GCA_015996505.1	2	1	2	2	2	2	2
GCA_016530855.1	2	1	2	2	2	2	2
GCA_016526965.1	2	1	2	2	2	2	2
GCA_015996555.1	2	1	2	2	2	2	2
GCA_015996585.1	2	1	2	2	2	2	2
GCA_015994825.1	2	1	2	2	2	2	2
GCA_015994845.1	2	1	2	2	2	2	2
GCA_015995005.1	2	1	2	2	2	2	2
GCA_015995625.1	2	1	2	2	2	2	2
GCA_015995885.1	2	1	2	2	2	2	2
GCA_015995905.1	2	1	2	2	2	2	2
GCA_015995945.1	2	1	2	2	2	2	2
GCA_015995445.1	2	1	2	2	2	2	2
GCA_015995425.1	2	1	2	2	2	2	2
GCA_015995505.1	2	1	2	2	2	2	2
GCA_015995465.1	2	1	2	2	2	2	2
GCA_015995485.1	2	1	2	2	2	2	2
GCA_015995525.1	2	1	2	2	2	2	2
GCA_015995545.1	2	1	2	2	2	2	2
GCA_015995565.1	2	1	2	2	2	2	2
GCA_015995605.1	2	1	2	2	2	2	2
GCA_015995805.1	2	1	2	2	2	2	2
GCA_015995845.1	2	1	2	2	2	2	2
GCA_015994785.1	2	1	2	2	2	2	2
GCA_015994805.1	2	1	2	2	2	2	2
GCA_016527035.1	2	1	2	2	2	2	2
GCA_015994705.1	2	1	2	2	2	2	2
GCA_015994765.1	2	1	2	2	2	2	2
GCA_015994745.1	2	1	2	2	2	2	2
GCA_015995925.1	2	1	2	2	2	2	2
GCA_015995825.1	2	1	2	2	2	2	2
GCA_015995865.1	2	1	2	2	2	2	2
GCA_015995765.1	2	1	2	2	2	2	2
GCA_015995785.1	2	1	2	2	2	2	2
GCA_015995235.1	2	1	2	2	2	2	2
GCA_015995205.1	2	1	2	2	2	2	2
GCA_015995285.1	2	1	2	2	2	2	2
GCA_015995265.1	2	1	2	2	2	2	2
GCA_015995405.1	2	1	2	2	2	2	2
GCA_015995305.1	2	1	2	2	2	2	2
GCA_015995325.1	2	1	2	2	2	2	2
GCA_015995345.1	2	1	2	2	2	2	2
GCA_015995365.1	2	1	2	2	2	2	2
GCA_015995385.1	2	1	2	2	2	2	2
GCA_016526935.1	2	1	2	2	2	2	2
GCA_015996265.1	2	1	2	2	2	2	2
GCA_015996285.1	2	1	2	2	2	2	2
GCA_015501315.1	2	1	2	2	2	2	2
GCA_015996225.1	2	1	2	2	2	2	2
GCA_015996245.1	2	1	2	2	2	2	2
GCA_015996185.1	2	1	2	2	2	2	2
GCA_015996205.1	2	1	2	2	2	2	2
GCA_015996165.1	2	1	2	2	2	2	2
GCA_015996145.1	2	1	2	2	2	2	2
GCA_015996335.1	2	1	2	2	2	2	2
GCA_015996325.1	2	1	2	2	2	2	2
GCA_015996305.1	2	1	2	2	2	2	2
GCA_016526895.1	2	1	2	2	2	2	2
GCA_015996365.1	2	1	2	2	2	2	2
GCA_016526875.1	2	1	2	2	2	2	2
GCA_015996385.1	2	1	2	2	2	2	2
GCA_015996445.1	2	1	2	2	2	2	2
GCA_016526915.1	2	1	2	2	2	2	2
GCA_016526955.1	2	1	2	2	2	2	2
GCA_001582105.1	2	1	2	2	2	2	2
GCA_000160315.2	2	1	2	2	2	2	2
GCA_015400985.1	2	1	2	2	2	2	2
GCA_015402465.1	2	1	2	2	2	2	2
GCA_015400045.1	2	1	2	2	2	2	2
GCA_004152605.1	2	1	2	2	2	1	2
GCA_004152585.1	2	1	2	2	2	1	2
GCA_004152275.1	2	1	2	2	2	1	2
GCA_004152225.1	2	1	2	2	2	1	2
GCA_004152205.1	2	1	2	2	2	1	2
GCA_004152565.1	2	1	2	2	2	1	2
GCA_004152175.1	2	1	2	2	2	1	2
GCA_004152505.1	2	1	2	2	2	1	2
GCA_004152515.1	2	1	2	2	2	1	2
GCA_004152165.1	2	1	2	2	2	1	2
GCA_004152135.1	2	1	2	2	2	1	2
GCA_004152105.1	2	1	2	2	2	1	2
GCA_004152475.1	2	1	2	2	2	1	2
GCA_004152065.1	2	1	2	2	2	1	2
GCA_004152075.1	2	1	2	2	2	1	2
GCA_004152465.1	2	1	2	2	2	1	2
GCA_004151995.1	2	1	2	2	2	1	2
GCA_004151985.1	2	1	2	2	2	1	2
GCA_004151975.1	2	1	2	2	2	1	2
GCA_004151965.1	2	1	2	2	2	1	2
GCA_004152405.1	2	1	2	2	2	1	2
GCA_004151895.1	2	1	2	2	2	1	2
GCA_004151885.1	2	1	2	2	2	1	2
GCA_004151925.1	2	1	2	2	2	1	2
GCA_004151875.1	2	1	2	2	2	1	2
GCA_004151865.1	2	1	2	2	2	1	2
GCA_004151795.1	2	1	2	2	2	1	2
GCA_004152415.1	2	1	2	2	2	0	2
GCA_004151785.1	2	1	2	2	2	1	2
GCA_004151815.1	2	1	2	2	2	0	2
GCA_004152395.1	2	1	2	2	2	0	2
GCA_004151775.1	2	1	2	2	2	1	2
GCA_004151765.1	2	1	2	2	2	1	2
GCA_004151675.1	2	1	2	2	2	1	2
