	cefotaxime	ampicillin	cefuroxime	gentamicin	tobramycin	trimethoprim	ciprofloxacin	amoxicillin_clavulanic_acid	amikacin	ampicillin_sulbactam	ceftazidime	ertapenem	cefoxitin	imipenem	levofloxacin	meropenem	cefazolin	cefepime	pentizidone	tetracycline	azithromycin	chloramphenicol	ceftriaxone	nalidixic_acid	trimethoprim_sulfamethoxazole	aztreonam	doxycycline	moxifloxacin	piperacillin_tazobactam	streptomycin	sulfisoxazole	ceftiofur	kanamycin	ceftazidime_clavulanic_acid	cefpodoxime	piperacillin	colistin	sulfamethoxazole	nitrofurantoin	cefotaxime_clavulanic_acid	norfloxacin
GCA_013077905.1	1	1	1	1	1	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077865.1	1	1	1	0	0	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077885.1	1	1	1	1	1	1	0	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077845.1	1	1	1	1	1	1	1	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077805.1	1	1	1	1	1	0	0	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502835.1	1	1	1	1	1	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077005.1	1	1	1	1	1	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502715.1	1	1	1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077825.1	1	1	1	1	1	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077705.1	1	1	1	0	0	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502635.1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013078325.1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077085.1	1	1	1	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077185.1	1	1	1	1	1	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077125.1	1	1	1	1	1	1	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077025.1	1	1	1	1	1	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077065.1	1	1	1	1	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077105.1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502455.1	1	1	1	0	0	0	0	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012503075.1	1	1	1	1	1	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077785.1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012501735.1	1	1	1	1	1	1	1	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502555.1	1	1	1	1	1	1	0	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012501835.1	1	1	1	1	1	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012501815.1	1	1	1	1	1	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502335.1	1	1	1	1	1	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502415.1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502255.1	1	1	1	1	1	1	0	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502315.1	1	1	1	0	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502275.1	1	1	1	1	1	1	1	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077745.1	1	1	1	0	0	1	1	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502175.1	1	1	1	1	1	1	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502215.1	1	1	1	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502295.1	1	1	1	1	1	0	0	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502655.1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077765.1	1	1	1	1	1	0	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077685.1	1	1	1	1	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012502595.1	1	1	1	0	0	0	0	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077645.1	1	1	1	1	1	1	1	0	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_013077725.1	1	1	1	1	1	1	1	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000522345.1	1	1	2	0	2	2	1	2	0	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2
GCA_000522325.1	1	1	2	0	2	2	1	2	0	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2
GCA_000692695.1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
GCA_000692715.1	1	1	2	1	2	2	1	2	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
GCA_000692735.1	1	1	2	0	2	2	1	2	0	1	0	1	1	1	1	1	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
GCA_002787215.1	1	1	2	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_002788295.1	1	1	2	1	1	2	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	2	1	2	1	1	2	2	0	2	2	2	2	2	2	2	2	2	0	2	2
GCA_002787315.1	1	1	2	1	1	2	1	1	0	1	1	0	2	0	1	0	1	1	0	1	1	2	1	2	2	1	2	2	0	2	2	2	2	2	2	2	2	2	1	2	2
GCA_002788115.1	1	1	2	1	1	2	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_001874845.1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002202175.1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002180195.1	1	1	2	1	0	2	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002056065.1	1	1	2	1	1	2	0	1	2	1	1	1	1	1	0	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003571785.1	1	1	2	0	0	2	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	2	0	2	0	1	2	2	0	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002056145.1	1	1	2	0	1	2	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002996945.1	1	1	2	0	0	2	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	2	1	2	0	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_003204155.1	1	1	2	0	0	2	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003571665.1	1	1	2	1	2	2	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	0	2	2
GCA_003571825.1	1	1	2	0	0	2	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	2	1	2	0	1	2	2	0	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002056635.1	1	1	2	0	0	2	1	1	0	1	1	2	1	2	1	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002180095.1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002180275.1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002201835.1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2
GCA_002180055.1	1	1	2	0	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	2	1	2	0	0	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002192295.1	1	1	2	2	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002180215.1	1	1	2	0	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002180135.1	1	1	2	0	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	0	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_012683825.1	1	1	2	1	1	2	1	1	0	1	2	1	1	1	1	0	1	1	1	1	2	2	1	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
GCA_002157245.1	1	2	2	0	2	2	1	2	0	2	1	0	2	0	2	0	2	2	2	2	1	0	2	2	1	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2
GCA_002968715.1	1	1	2	1	1	2	0	2	0	1	1	0	0	0	0	0	1	1	0	0	1	2	1	2	1	1	2	2	0	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003000675.1	1	1	2	0	1	2	1	2	0	1	1	0	1	0	1	0	1	1	1	1	1	2	1	2	0	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003000615.1	1	1	2	0	0	2	1	2	0	1	1	0	1	0	1	0	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002968735.1	1	1	2	1	1	2	1	2	0	1	1	0	1	0	1	0	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_002999075.1	1	1	2	0	1	2	1	2	0	1	1	0	1	0	1	0	1	0	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_003324505.1	1	1	2	0	2	2	1	2	2	1	1	0	1	0	1	0	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003073955.1	1	1	2	1	1	2	1	2	2	0	1	0	0	0	1	0	1	1	0	1	1	2	1	2	1	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_003073835.1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003073875.1	1	1	2	0	1	2	1	2	0	1	1	0	1	0	1	0	1	0	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003073815.1	1	1	2	0	1	2	1	2	0	1	1	0	1	0	1	0	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003324445.1	1	1	2	0	2	2	0	2	0	1	1	1	1	1	0	1	1	1	1	2	1	2	1	2	0	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_003288455.1	1	1	2	1	1	2	1	2	0	1	1	1	1	1	1	0	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003288415.1	1	1	2	0	0	2	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	2	1	2	1	0	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
GCA_003194265.1	1	1	1	0	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	0	2	2	2	2
GCA_000779215.1	1	1	2	1	1	2	1	2	0	1	1	0	2	2	1	0	1	0	2	2	2	2	1	2	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779415.1	1	1	2	1	1	2	1	2	0	1	1	0	2	2	1	0	1	0	2	2	2	2	1	2	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000778585.1	1	1	2	0	2	2	1	2	2	1	1	0	2	2	1	0	1	0	2	2	2	2	1	2	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000777675.1	1	1	2	1	1	2	1	2	1	1	1	0	2	2	1	0	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000777375.1	1	1	2	0	2	2	1	2	2	1	0	0	2	2	1	0	1	0	2	2	2	2	1	2	1	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000776525.1	1	1	2	0	2	2	1	2	2	0	0	0	2	2	1	0	1	0	2	2	2	2	1	2	1	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000776285.1	1	1	2	0	2	2	1	2	2	1	0	0	2	2	1	0	1	0	2	2	2	2	1	2	1	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000780555.1	1	1	2	1	1	2	1	2	0	1	0	0	2	2	1	0	1	0	2	2	2	2	1	2	0	1	0	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_000779395.1	1	1	2	0	2	2	1	2	0	1	1	0	2	2	1	0	1	1	2	2	2	2	1	2	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2
GCA_012682605.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682585.1	1	1	2	0	2	1	0	2	2	2	1	2	0	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682645.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682485.1	1	1	2	0	2	0	0	2	2	2	1	2	0	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682565.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682545.1	1	1	2	0	2	1	0	2	2	2	1	2	0	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682465.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682445.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682405.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682385.1	1	1	2	0	2	0	0	2	2	2	1	2	0	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682885.1	1	1	2	0	2	0	0	2	2	2	1	2	0	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	0	0	2	2	2
GCA_012682265.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682345.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682925.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681765.1	1	1	2	0	2	0	0	2	2	2	0	2	0	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681625.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682025.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012681705.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682285.1	1	1	2	1	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682225.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012682185.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682145.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682205.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682165.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682085.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682125.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682045.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012682005.1	1	1	2	0	2	1	0	2	2	2	1	2	0	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012681985.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012681945.1	1	1	2	1	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681865.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681845.1	1	1	2	1	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681905.1	1	1	2	0	2	1	0	2	2	2	1	2	0	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681885.1	1	1	2	0	2	1	0	2	2	2	1	2	1	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681745.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012681785.1	1	1	2	0	2	1	0	2	2	2	1	2	0	0	2	0	2	2	2	1	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_012681805.1	1	1	2	0	2	0	0	2	2	2	1	2	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_012681725.1	1	1	2	0	2	1	0	2	2	2	1	2	0	0	2	0	2	2	2	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_017818155.1	1	1	2	0	2	0	0	2	2	2	0	2	2	2	2	0	2	2	2	0	0	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2
GCA_017818095.1	1	1	2	0	2	0	0	2	2	2	1	2	2	2	2	0	2	2	2	1	0	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	1	2	2	2
GCA_017003915.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003655.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003355.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003755.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003735.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003535.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003515.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003495.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003455.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003465.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003235.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003245.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017002795.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003155.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017003115.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GCA_017002815.1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
